//Exported ASCII-File
[Header]
FileName = D:\User\Wieser\Cascades_day6.wip
GraphName = CC9_MI1_OL_20X
SizeX = 1
SizeY = 1
SizeGraph = 1024
PositionUnit = µm
PositionX = -124.4
PositionY = -2.9
PositionZ = 0
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	CC9_MI1_OL_20X
 2.889958842E+03	 7.419000244E+02
 2.893516233E+03	 7.427999878E+02
 2.897071978E+03	 7.417999878E+02
 2.900626077E+03	 7.409000244E+02
 2.904178533E+03	 7.429000244E+02
 2.907729346E+03	 7.437000122E+02
 2.911278517E+03	 7.404000244E+02
 2.914826047E+03	 7.392999878E+02
 2.918371938E+03	 7.430999756E+02
 2.921916191E+03	 7.405000000E+02
 2.925458807E+03	 7.429000244E+02
 2.928999787E+03	 7.422000122E+02
 2.932539133E+03	 7.435999756E+02
 2.936076845E+03	 7.425000000E+02
 2.939612924E+03	 7.430999756E+02
 2.943147373E+03	 7.422000122E+02
 2.946680191E+03	 7.425000000E+02
 2.950211381E+03	 7.405000000E+02
 2.953740943E+03	 7.412000122E+02
 2.957268878E+03	 7.410999756E+02
 2.960795188E+03	 7.384000244E+02
 2.964319874E+03	 7.407999878E+02
 2.967842936E+03	 7.440000000E+02
 2.971364377E+03	 7.400999756E+02
 2.974884197E+03	 7.422000122E+02
 2.978402397E+03	 7.404000244E+02
 2.981918979E+03	 7.409000244E+02
 2.985433943E+03	 7.400000000E+02
 2.988947291E+03	 7.390000000E+02
 2.992459024E+03	 7.400000000E+02
 2.995969144E+03	 7.412999878E+02
 2.999477650E+03	 7.417999878E+02
 3.002984545E+03	 7.412000122E+02
 3.006489830E+03	 7.407000122E+02
 3.009993505E+03	 7.387000122E+02
 3.013495572E+03	 7.405999756E+02
 3.016996032E+03	 7.414000244E+02
 3.020494886E+03	 7.400000000E+02
 3.023992135E+03	 7.415000000E+02
 3.027487780E+03	 7.390000000E+02
 3.030981823E+03	 7.402000122E+02
 3.034474265E+03	 7.420999756E+02
 3.037965106E+03	 7.400000000E+02
 3.041454348E+03	 7.405999756E+02
 3.044941993E+03	 7.402999878E+02
 3.048428040E+03	 7.404000244E+02
 3.051912492E+03	 7.424000244E+02
 3.055395349E+03	 7.394000244E+02
 3.058876612E+03	 7.402000122E+02
 3.062356283E+03	 7.395999756E+02
 3.065834363E+03	 7.414000244E+02
 3.069310853E+03	 7.409000244E+02
 3.072785754E+03	 7.407999878E+02
 3.076259067E+03	 7.402000122E+02
 3.079730793E+03	 7.422999878E+02
 3.083200933E+03	 7.425000000E+02
 3.086669489E+03	 7.430999756E+02
 3.090136462E+03	 7.410999756E+02
 3.093601852E+03	 7.402999878E+02
 3.097065661E+03	 7.402000122E+02
 3.100527890E+03	 7.399000244E+02
 3.103988540E+03	 7.412999878E+02
 3.107447612E+03	 7.415000000E+02
 3.110905108E+03	 7.392000122E+02
 3.114361027E+03	 7.400999756E+02
 3.117815372E+03	 7.392000122E+02
 3.121268144E+03	 7.410000000E+02
 3.124719344E+03	 7.415000000E+02
 3.128168972E+03	 7.410000000E+02
 3.131617030E+03	 7.395999756E+02
 3.135063519E+03	 7.387000122E+02
 3.138508440E+03	 7.402000122E+02
 3.141951794E+03	 7.374000244E+02
 3.145393583E+03	 7.395999756E+02
 3.148833807E+03	 7.392000122E+02
 3.152272467E+03	 7.412999878E+02
 3.155709565E+03	 7.425999756E+02
 3.159145102E+03	 7.420000000E+02
 3.162579078E+03	 7.392999878E+02
 3.166011495E+03	 7.397999878E+02
 3.169442355E+03	 7.384000244E+02
 3.172871657E+03	 7.399000244E+02
 3.176299403E+03	 7.385999756E+02
 3.179725594E+03	 7.407000122E+02
 3.183150232E+03	 7.374000244E+02
 3.186573317E+03	 7.405999756E+02
 3.189994851E+03	 7.407999878E+02
 3.193414834E+03	 7.402000122E+02
 3.196833268E+03	 7.389000244E+02
 3.200250154E+03	 7.392000122E+02
 3.203665492E+03	 7.405999756E+02
 3.207079284E+03	 7.412000122E+02
 3.210491531E+03	 7.410000000E+02
 3.213902234E+03	 7.400000000E+02
 3.217311395E+03	 7.385000000E+02
 3.220719013E+03	 7.415999756E+02
 3.224125091E+03	 7.400999756E+02
 3.227529629E+03	 7.399000244E+02
 3.230932628E+03	 7.397000122E+02
 3.234334090E+03	 7.420000000E+02
 3.237734016E+03	 7.400999756E+02
 3.241132406E+03	 7.405999756E+02
 3.244529262E+03	 7.417000122E+02
 3.247924585E+03	 7.410999756E+02
 3.251318375E+03	 7.397000122E+02
 3.254710635E+03	 7.392000122E+02
 3.258101364E+03	 7.395999756E+02
 3.261490564E+03	 7.384000244E+02
 3.264878237E+03	 7.392999878E+02
 3.268264383E+03	 7.397999878E+02
 3.271649003E+03	 7.382999878E+02
 3.275032098E+03	 7.405999756E+02
 3.278413670E+03	 7.384000244E+02
 3.281793719E+03	 7.415000000E+02
 3.285172246E+03	 7.380000000E+02
 3.288549253E+03	 7.397000122E+02
 3.291924741E+03	 7.384000244E+02
 3.295298710E+03	 7.415999756E+02
 3.298671162E+03	 7.379000244E+02
 3.302042098E+03	 7.405999756E+02
 3.305411519E+03	 7.409000244E+02
 3.308779425E+03	 7.395000000E+02
 3.312145819E+03	 7.407999878E+02
 3.315510700E+03	 7.397000122E+02
 3.318874071E+03	 7.387999878E+02
 3.322235931E+03	 7.415000000E+02
 3.325596283E+03	 7.367999878E+02
 3.328955127E+03	 7.380999756E+02
 3.332312464E+03	 7.402000122E+02
 3.335668295E+03	 7.410000000E+02
 3.339022622E+03	 7.369000244E+02
 3.342375445E+03	 7.404000244E+02
 3.345726766E+03	 7.387999878E+02
 3.349076585E+03	 7.402999878E+02
 3.352424904E+03	 7.380999756E+02
 3.355771723E+03	 7.394000244E+02
 3.359117044E+03	 7.390999756E+02
 3.362460867E+03	 7.394000244E+02
 3.365803194E+03	 7.387999878E+02
 3.369144026E+03	 7.370999756E+02
 3.372483363E+03	 7.387999878E+02
 3.375821208E+03	 7.390999756E+02
 3.379157560E+03	 7.407999878E+02
 3.382492421E+03	 7.402000122E+02
 3.385825792E+03	 7.389000244E+02
 3.389157674E+03	 7.397999878E+02
 3.392488068E+03	 7.404000244E+02
 3.395816975E+03	 7.399000244E+02
 3.399144396E+03	 7.384000244E+02
 3.402470332E+03	 7.402000122E+02
 3.405794785E+03	 7.395999756E+02
 3.409117754E+03	 7.427999878E+02
 3.412439242E+03	 7.372000122E+02
 3.415759248E+03	 7.385999756E+02
 3.419077775E+03	 7.385999756E+02
 3.422394824E+03	 7.404000244E+02
 3.425710394E+03	 7.400000000E+02
 3.429024488E+03	 7.404000244E+02
 3.432337107E+03	 7.384000244E+02
 3.435648250E+03	 7.395999756E+02
 3.438957921E+03	 7.385999756E+02
 3.442266118E+03	 7.390000000E+02
 3.445572844E+03	 7.377999878E+02
 3.448878100E+03	 7.402999878E+02
 3.452181886E+03	 7.409000244E+02
 3.455484203E+03	 7.412999878E+02
 3.458785053E+03	 7.374000244E+02
 3.462084437E+03	 7.380999756E+02
 3.465382355E+03	 7.390000000E+02
 3.468678809E+03	 7.404000244E+02
 3.471973800E+03	 7.399000244E+02
 3.475267328E+03	 7.407999878E+02
 3.478559395E+03	 7.430999756E+02
 3.481850002E+03	 7.395999756E+02
 3.485139149E+03	 7.387999878E+02
 3.488426838E+03	 7.395999756E+02
 3.491713070E+03	 7.397999878E+02
 3.494997845E+03	 7.402000122E+02
 3.498281165E+03	 7.404000244E+02
 3.501563031E+03	 7.394000244E+02
 3.504843444E+03	 7.354000244E+02
 3.508122405E+03	 7.390000000E+02
 3.511399914E+03	 7.395999756E+02
 3.514675974E+03	 7.407999878E+02
 3.517950584E+03	 7.372999878E+02
 3.521223746E+03	 7.377999878E+02
 3.524495461E+03	 7.397999878E+02
 3.527765730E+03	 7.385000000E+02
 3.531034554E+03	 7.372999878E+02
 3.534301933E+03	 7.367000122E+02
 3.537567870E+03	 7.387000122E+02
 3.540832364E+03	 7.375000000E+02
 3.544095418E+03	 7.372999878E+02
 3.547357031E+03	 7.392000122E+02
 3.550617205E+03	 7.397999878E+02
 3.553875941E+03	 7.389000244E+02
 3.557133241E+03	 7.380000000E+02
 3.560389104E+03	 7.362999878E+02
 3.563643532E+03	 7.395999756E+02
 3.566896526E+03	 7.402999878E+02
 3.570148087E+03	 7.397999878E+02
 3.573398216E+03	 7.387999878E+02
 3.576646914E+03	 7.387999878E+02
 3.579894182E+03	 7.382999878E+02
 3.583140021E+03	 7.370999756E+02
 3.586384432E+03	 7.379000244E+02
 3.589627416E+03	 7.407000122E+02
 3.592868974E+03	 7.370999756E+02
 3.596109107E+03	 7.395999756E+02
 3.599347816E+03	 7.389000244E+02
 3.602585102E+03	 7.392999878E+02
 3.605820966E+03	 7.377000122E+02
 3.609055409E+03	 7.395000000E+02
 3.612288432E+03	 7.367999878E+02
 3.615520035E+03	 7.367000122E+02
 3.618750221E+03	 7.394000244E+02
 3.621978990E+03	 7.394000244E+02
 3.625206343E+03	 7.392999878E+02
 3.628432281E+03	 7.365000000E+02
 3.631656805E+03	 7.385000000E+02
 3.634879915E+03	 7.362999878E+02
 3.638101614E+03	 7.377999878E+02
 3.641321902E+03	 7.399000244E+02
 3.644540780E+03	 7.362000122E+02
 3.647758248E+03	 7.395999756E+02
 3.650974309E+03	 7.355999756E+02
 3.654188962E+03	 7.390000000E+02
 3.657402210E+03	 7.377000122E+02
 3.660614052E+03	 7.394000244E+02
 3.663824491E+03	 7.377000122E+02
 3.667033526E+03	 7.354000244E+02
 3.670241159E+03	 7.395000000E+02
 3.673447391E+03	 7.365999756E+02
 3.676652223E+03	 7.385999756E+02
 3.679855656E+03	 7.390000000E+02
 3.683057691E+03	 7.387000122E+02
 3.686258328E+03	 7.342999878E+02
 3.689457570E+03	 7.380000000E+02
 3.692655416E+03	 7.392000122E+02
 3.695851868E+03	 7.367999878E+02
 3.699046927E+03	 7.392000122E+02
 3.702240594E+03	 7.360999756E+02
 3.705432870E+03	 7.380000000E+02
 3.708623755E+03	 7.397999878E+02
 3.711813251E+03	 7.369000244E+02
 3.715001359E+03	 7.394000244E+02
 3.718188080E+03	 7.382000122E+02
 3.721373415E+03	 7.382999878E+02
 3.724557364E+03	 7.359000244E+02
 3.727739929E+03	 7.369000244E+02
 3.730921111E+03	 7.380000000E+02
 3.734100910E+03	 7.369000244E+02
 3.737279329E+03	 7.380000000E+02
 3.740456367E+03	 7.359000244E+02
 3.743632025E+03	 7.377999878E+02
 3.746806305E+03	 7.390999756E+02
 3.749979208E+03	 7.342999878E+02
 3.753150735E+03	 7.365999756E+02
 3.756320886E+03	 7.372000122E+02
 3.759489663E+03	 7.372999878E+02
 3.762657067E+03	 7.367999878E+02
 3.765823098E+03	 7.369000244E+02
 3.768987757E+03	 7.369000244E+02
 3.772151047E+03	 7.377999878E+02
 3.775312966E+03	 7.355000000E+02
 3.778473518E+03	 7.362000122E+02
 3.781632702E+03	 7.397999878E+02
 3.784790519E+03	 7.367000122E+02
 3.787946971E+03	 7.365999756E+02
 3.791102058E+03	 7.360000000E+02
 3.794255782E+03	 7.360999756E+02
 3.797408144E+03	 7.390000000E+02
 3.800559144E+03	 7.360999756E+02
 3.803708783E+03	 7.387999878E+02
 3.806857062E+03	 7.347999878E+02
 3.810003984E+03	 7.385000000E+02
 3.813149547E+03	 7.364000244E+02
 3.816293754E+03	 7.360999756E+02
 3.819436605E+03	 7.382999878E+02
 3.822578102E+03	 7.360999756E+02
 3.825718245E+03	 7.370000000E+02
 3.828857035E+03	 7.367999878E+02
 3.831994474E+03	 7.362999878E+02
 3.835130562E+03	 7.357999878E+02
 3.838265300E+03	 7.367000122E+02
 3.841398689E+03	 7.352999878E+02
 3.844530731E+03	 7.345000000E+02
 3.847661426E+03	 7.372000122E+02
 3.850790775E+03	 7.352999878E+02
 3.853918780E+03	 7.372000122E+02
 3.857045440E+03	 7.355999756E+02
 3.860170758E+03	 7.360000000E+02
 3.863294734E+03	 7.365999756E+02
 3.866417369E+03	 7.382999878E+02
 3.869538665E+03	 7.362999878E+02
 3.872658621E+03	 7.364000244E+02
 3.875777240E+03	 7.397999878E+02
 3.878894522E+03	 7.359000244E+02
 3.882010468E+03	 7.364000244E+02
 3.885125078E+03	 7.365999756E+02
 3.888238356E+03	 7.347999878E+02
 3.891350300E+03	 7.350999756E+02
 3.894460912E+03	 7.369000244E+02
 3.897570193E+03	 7.364000244E+02
 3.900678144E+03	 7.345000000E+02
 3.903784767E+03	 7.350000000E+02
 3.906890061E+03	 7.362999878E+02
 3.909994028E+03	 7.344000244E+02
 3.913096669E+03	 7.342999878E+02
 3.916197986E+03	 7.365000000E+02
 3.919297978E+03	 7.375000000E+02
 3.922396647E+03	 7.370000000E+02
 3.925493994E+03	 7.357000122E+02
 3.928590020E+03	 7.382000122E+02
 3.931684726E+03	 7.372000122E+02
 3.934778113E+03	 7.369000244E+02
 3.937870182E+03	 7.355000000E+02
 3.940960934E+03	 7.377999878E+02
 3.944050369E+03	 7.340999756E+02
 3.947138490E+03	 7.374000244E+02
 3.950225296E+03	 7.337000122E+02
 3.953310789E+03	 7.374000244E+02
 3.956394970E+03	 7.369000244E+02
 3.959477840E+03	 7.377999878E+02
 3.962559400E+03	 7.352999878E+02
 3.965639650E+03	 7.354000244E+02
 3.968718593E+03	 7.352999878E+02
 3.971796228E+03	 7.345999756E+02
 3.974872557E+03	 7.354000244E+02
 3.977947581E+03	 7.365999756E+02
 3.981021301E+03	 7.337000122E+02
 3.984093717E+03	 7.365000000E+02
 3.987164831E+03	 7.349000244E+02
 3.990234644E+03	 7.367999878E+02
 3.993303157E+03	 7.350000000E+02
 3.996370371E+03	 7.377000122E+02
 3.999436286E+03	 7.360999756E+02
 4.002500904E+03	 7.355999756E+02
 4.005564226E+03	 7.355000000E+02
 4.008626253E+03	 7.362000122E+02
 4.011686985E+03	 7.347999878E+02
 4.014746424E+03	 7.352999878E+02
 4.017804571E+03	 7.360999756E+02
 4.020861427E+03	 7.335000000E+02
 4.023916992E+03	 7.344000244E+02
 4.026971269E+03	 7.344000244E+02
 4.030024257E+03	 7.352000122E+02
 4.033075957E+03	 7.337999878E+02
 4.036126372E+03	 7.350999756E+02
 4.039175501E+03	 7.325000000E+02
 4.042223346E+03	 7.355999756E+02
 4.045269908E+03	 7.325000000E+02
