//Exported ASCII-File
[Header]
FileName = D:\User\Wieser\Cascades_day6.wip
GraphName = CC9_MI1_OL_20X
SizeX = 1
SizeY = 1
SizeGraph = 1024
PositionUnit = µm
PositionX = -124.4
PositionY = -2.9
PositionZ = 0
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	CC9_MI1_OL_20X
 2.104486171E+03	 7.394000244E+02
 2.108417312E+03	 7.422000122E+02
 2.112346532E+03	 7.420999756E+02
 2.116273832E+03	 7.387999878E+02
 2.120199215E+03	 7.385000000E+02
 2.124122681E+03	 7.420999756E+02
 2.128044231E+03	 7.400999756E+02
 2.131963868E+03	 7.402999878E+02
 2.135881592E+03	 7.392000122E+02
 2.139797405E+03	 7.412999878E+02
 2.143711309E+03	 7.412999878E+02
 2.147623305E+03	 7.402000122E+02
 2.151533393E+03	 7.402999878E+02
 2.155441577E+03	 7.415000000E+02
 2.159347857E+03	 7.405999756E+02
 2.163252234E+03	 7.429000244E+02
 2.167154710E+03	 7.405000000E+02
 2.171055287E+03	 7.397999878E+02
 2.174953965E+03	 7.415000000E+02
 2.178850747E+03	 7.410000000E+02
 2.182745633E+03	 7.425000000E+02
 2.186638626E+03	 7.397999878E+02
 2.190529726E+03	 7.387999878E+02
 2.194418934E+03	 7.405000000E+02
 2.198306253E+03	 7.405000000E+02
 2.202191684E+03	 7.395000000E+02
 2.206075228E+03	 7.397000122E+02
 2.209956886E+03	 7.414000244E+02
 2.213836660E+03	 7.415999756E+02
 2.217714552E+03	 7.389000244E+02
 2.221590562E+03	 7.410999756E+02
 2.225464692E+03	 7.399000244E+02
 2.229336944E+03	 7.415999756E+02
 2.233207319E+03	 7.395999756E+02
 2.237075818E+03	 7.405000000E+02
 2.240942443E+03	 7.404000244E+02
 2.244807195E+03	 7.405000000E+02
 2.248670076E+03	 7.405000000E+02
 2.252531086E+03	 7.410000000E+02
 2.256390228E+03	 7.415999756E+02
 2.260247502E+03	 7.412000122E+02
 2.264102911E+03	 7.405999756E+02
 2.267956455E+03	 7.405999756E+02
 2.271808136E+03	 7.404000244E+02
 2.275657955E+03	 7.402999878E+02
 2.279505914E+03	 7.435000000E+02
 2.283352013E+03	 7.394000244E+02
 2.287196256E+03	 7.359000244E+02
 2.291038642E+03	 7.412000122E+02
 2.294879173E+03	 7.387999878E+02
 2.298717851E+03	 7.395000000E+02
 2.302554676E+03	 7.407999878E+02
 2.306389651E+03	 7.394000244E+02
 2.310222777E+03	 7.394000244E+02
 2.314054054E+03	 7.399000244E+02
 2.317883486E+03	 7.382000122E+02
 2.321711072E+03	 7.402999878E+02
 2.325536814E+03	 7.412999878E+02
 2.329360713E+03	 7.399000244E+02
 2.333182772E+03	 7.417999878E+02
 2.337002991E+03	 7.435999756E+02
 2.340821371E+03	 7.400999756E+02
 2.344637915E+03	 7.404000244E+02
 2.348452623E+03	 7.399000244E+02
 2.352265497E+03	 7.400999756E+02
 2.356076538E+03	 7.415999756E+02
 2.359885747E+03	 7.407999878E+02
 2.363693126E+03	 7.392999878E+02
 2.367498676E+03	 7.394000244E+02
 2.371302399E+03	 7.427000122E+02
 2.375104296E+03	 7.409000244E+02
 2.378904368E+03	 7.395000000E+02
 2.382702617E+03	 7.420000000E+02
 2.386499044E+03	 7.432000122E+02
 2.390293650E+03	 7.420000000E+02
 2.394086436E+03	 7.390000000E+02
 2.397877405E+03	 7.372999878E+02
 2.401666557E+03	 7.409000244E+02
 2.405453894E+03	 7.414000244E+02
 2.409239416E+03	 7.392999878E+02
 2.413023127E+03	 7.390000000E+02
 2.416805026E+03	 7.427999878E+02
 2.420585115E+03	 7.425999756E+02
 2.424363395E+03	 7.422000122E+02
 2.428139868E+03	 7.395000000E+02
 2.431914536E+03	 7.425000000E+02
 2.435687399E+03	 7.402999878E+02
 2.439458458E+03	 7.384000244E+02
 2.443227716E+03	 7.412000122E+02
 2.446995173E+03	 7.405000000E+02
 2.450760831E+03	 7.427000122E+02
 2.454524691E+03	 7.387999878E+02
 2.458286754E+03	 7.412000122E+02
 2.462047022E+03	 7.400999756E+02
 2.465805497E+03	 7.390999756E+02
 2.469562178E+03	 7.392000122E+02
 2.473317069E+03	 7.419000244E+02
 2.477070169E+03	 7.399000244E+02
 2.480821481E+03	 7.419000244E+02
 2.484571005E+03	 7.392999878E+02
 2.488318744E+03	 7.405000000E+02
 2.492064698E+03	 7.409000244E+02
 2.495808868E+03	 7.400000000E+02
 2.499551257E+03	 7.412000122E+02
 2.503291865E+03	 7.387000122E+02
 2.507030693E+03	 7.412000122E+02
 2.510767743E+03	 7.400999756E+02
 2.514503017E+03	 7.395000000E+02
 2.518236515E+03	 7.407000122E+02
 2.521968239E+03	 7.392999878E+02
 2.525698189E+03	 7.407999878E+02
 2.529426369E+03	 7.400999756E+02
 2.533152778E+03	 7.409000244E+02
 2.536877418E+03	 7.402999878E+02
 2.540600291E+03	 7.420999756E+02
 2.544321397E+03	 7.417999878E+02
 2.548040738E+03	 7.407000122E+02
 2.551758315E+03	 7.395999756E+02
 2.555474130E+03	 7.395999756E+02
 2.559188184E+03	 7.412000122E+02
 2.562900478E+03	 7.399000244E+02
 2.566611013E+03	 7.375000000E+02
 2.570319791E+03	 7.404000244E+02
 2.574026813E+03	 7.392999878E+02
 2.577732080E+03	 7.407000122E+02
 2.581435594E+03	 7.440000000E+02
 2.585137355E+03	 7.400000000E+02
 2.588837366E+03	 7.389000244E+02
 2.592535627E+03	 7.382000122E+02
 2.596232140E+03	 7.405999756E+02
 2.599926906E+03	 7.392000122E+02
 2.603619926E+03	 7.407000122E+02
 2.607311201E+03	 7.397999878E+02
 2.611000734E+03	 7.402999878E+02
 2.614688524E+03	 7.375000000E+02
 2.618374574E+03	 7.392999878E+02
 2.622058885E+03	 7.419000244E+02
 2.625741457E+03	 7.417000122E+02
 2.629422293E+03	 7.407999878E+02
 2.633101393E+03	 7.405000000E+02
 2.636778759E+03	 7.430000000E+02
 2.640454391E+03	 7.422999878E+02
 2.644128292E+03	 7.384000244E+02
 2.647800463E+03	 7.424000244E+02
 2.651470904E+03	 7.414000244E+02
 2.655139617E+03	 7.407999878E+02
 2.658806604E+03	 7.409000244E+02
 2.662471865E+03	 7.427999878E+02
 2.666135402E+03	 7.424000244E+02
 2.669797216E+03	 7.407000122E+02
 2.673457308E+03	 7.400000000E+02
 2.677115680E+03	 7.407999878E+02
 2.680772333E+03	 7.425000000E+02
 2.684427267E+03	 7.387000122E+02
 2.688080485E+03	 7.397999878E+02
 2.691731988E+03	 7.405000000E+02
 2.695381776E+03	 7.390000000E+02
 2.699029852E+03	 7.412000122E+02
 2.702676216E+03	 7.407000122E+02
 2.706320869E+03	 7.437000122E+02
 2.709963813E+03	 7.422999878E+02
 2.713605049E+03	 7.402999878E+02
 2.717244579E+03	 7.415999756E+02
 2.720882403E+03	 7.420000000E+02
 2.724518522E+03	 7.395000000E+02
 2.728152939E+03	 7.405000000E+02
 2.731785654E+03	 7.399000244E+02
 2.735416668E+03	 7.407999878E+02
 2.739045983E+03	 7.390000000E+02
 2.742673600E+03	 7.412000122E+02
 2.746299520E+03	 7.422999878E+02
 2.749923744E+03	 7.415999756E+02
 2.753546274E+03	 7.419000244E+02
 2.757167111E+03	 7.382000122E+02
 2.760786255E+03	 7.399000244E+02
 2.764403710E+03	 7.402000122E+02
 2.768019474E+03	 7.414000244E+02
 2.771633550E+03	 7.430000000E+02
 2.775245939E+03	 7.405999756E+02
 2.778856643E+03	 7.395999756E+02
 2.782465661E+03	 7.402000122E+02
 2.786072997E+03	 7.424000244E+02
 2.789678650E+03	 7.404000244E+02
 2.793282621E+03	 7.414000244E+02
 2.796884914E+03	 7.405999756E+02
 2.800485527E+03	 7.392000122E+02
 2.804084464E+03	 7.419000244E+02
 2.807681724E+03	 7.404000244E+02
 2.811277309E+03	 7.410999756E+02
 2.814871220E+03	 7.399000244E+02
 2.818463459E+03	 7.404000244E+02
 2.822054026E+03	 7.422000122E+02
 2.825642924E+03	 7.410000000E+02
 2.829230152E+03	 7.415999756E+02
 2.832815713E+03	 7.385999756E+02
 2.836399607E+03	 7.420999756E+02
 2.839981835E+03	 7.387999878E+02
 2.843562400E+03	 7.414000244E+02
 2.847141301E+03	 7.427000122E+02
 2.850718541E+03	 7.410999756E+02
 2.854294120E+03	 7.415999756E+02
 2.857868040E+03	 7.407000122E+02
 2.861440302E+03	 7.425000000E+02
 2.865010906E+03	 7.410000000E+02
 2.868579855E+03	 7.437999878E+02
 2.872147149E+03	 7.429000244E+02
 2.875712790E+03	 7.425000000E+02
 2.879276779E+03	 7.414000244E+02
 2.882839116E+03	 7.447000122E+02
 2.886399803E+03	 7.405000000E+02
