,Olivine filename,MI filename,H2O_vs_Silicate_Area_Trapezoid,H2O_vs_Silicate_Area_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,30 MS13_2_MI1_Ol.txt,29 MS13_2_MI1_H2O.txt,0.09665181241078027,0.09650898059852003,89353.62353033121,89074.71843397,924489.891100738,922968.1826660592,200,300,1240,1500,2,2600,2750,3750,4100,2
