,Olivine filename,MI filename,HW:LW_Trapezoid,HW:LW_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,LW_Silicate_Trapezoid_Area,LW_Silicate_Simpson_Area,HW_Silicate_Trapezoid_Area,HW_Silicate_Simpson_Area,MW_Silicate_Trapezoid_Area,MW_Silicate_Simpson_Area,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,06 CC13_MI4_Ol.txt,05 CC13_MI4_H2O.txt,0.7347308909488324,0.7347195820386444,159916.60764060685,159914.64383667908,352889.6808317122,352995.5588731469,190,210,1250,1260,3,217653.30627937848,217653.98356875152,217653.30627937848,217653.98356875152,-198.99875573199225,-214.6089631108904,2750,3100,3750,4100,3
