,Olivine filename,MI filename,H2O_vs_Silicate_Area_Trapezoid,H2O_vs_Silicate_Area_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,10 CC9_MI3_Ol.txt,09 CC9_MI3_H2O.txt,0.3815116281967534,0.38174867697530235,382241.83909549576,382297.27675533696,1001913.9938203031,1001437.0705469927,200,300,1240,1500,2,2600,2750,3750,4100,2
