,filename,Splitting,Diad1_Cent,Diad1_Area,Residual_Diad1,Diad2_Cent,Diad2_Area,Residual_Diad2,HB1_Cent,HB1_Area,HB2_Cent,HB2_Area,C13_Cent,C13_Area
0,002_K9_1.csv,102.89709022210445,1279.8130305054137,791.1234536587135,2.6135220264831975,1382.7101207275182,1194.3514500090425,3.257341589017142,1259.6201756295134,70.49654799179507,1404.0476580053898,97.69510814800256,,0
