,filename,Splitting,Diad1_Cent,Diad1_Area,Residual_Diad1,Diad2_Cent,Diad2_Area,Residual_Diad2,HB1_Cent,HB1_Area,HB2_Cent,HB2_Area,C13_Cent,C13_Area
0,006_K13_1.csv,102.8114371284139,1280.10794172135,376.0016723356591,1.4627096319417305,1382.919378849764,595.0179734091967,1.6491362069587137,1259.857432514089,29.222968506085763,1404.2009510007051,48.48305866075346,,0
