,filename,Splitting,Diad1_Cent,Diad1_Area,Residual_Diad1,Diad2_Cent,Diad2_Area,Residual_Diad2,HB1_Cent,HB1_Area,HB2_Cent,HB2_Area,C13_Cent,C13_Area
0,007_k9.csv,102.905438010951,1278.9904006705735,670.9180328760262,2.3824346461872707,1381.8958386815245,969.8661760034587,1.7796008958394207,1257.1418832198497,65.83929676963747,1403.1835460911088,83.06879466891613,,0
