,P_kbar,T_K,XH2O,V
4461,6.076923077,1651.282051,0.538461538,44.02853116
4462,6.076923077,1651.282051,0.564102564,43.50957156
4463,6.076923077,1651.282051,0.58974359,42.98650605
4464,6.076923077,1651.282051,0.615384615,42.45916602
4465,6.076923077,1651.282051,0.641025641,41.92737545
4466,6.076923077,1651.282051,0.666666667,41.3909511
4467,6.076923077,1651.282051,0.692307692,40.84970281
4468,6.076923077,1651.282051,0.717948718,40.30343424
4469,6.076923077,1651.282051,0.743589744,39.75194382
4470,6.076923077,1651.282051,0.769230769,39.19502643
4471,6.076923077,1651.282051,0.794871795,38.6324756
4472,6.076923077,1651.282051,0.820512821,38.06408684
4473,6.076923077,1651.282051,0.846153846,37.48966216
4474,6.076923077,1651.282051,0.871794872,36.90901635
4475,6.076923077,1651.282051,0.897435897,36.32198553
4476,6.076923077,1651.282051,0.923076923,35.72843879
4477,6.076923077,1651.282051,0.948717949,35.12829373
4478,6.076923077,1651.282051,0.974358974,34.5215374
4479,6.076923077,1651.282051,1.0,33.90825399
4480,6.076923077,1694.871795,0.0,54.93707192
4481,6.076923077,1694.871795,0.025641026,54.46285513
4482,6.076923077,1694.871795,0.051282051,53.98712825
4483,6.076923077,1694.871795,0.076923077,53.50984095
4484,6.076923077,1694.871795,0.102564103,53.0309409
4485,6.076923077,1694.871795,0.128205128,52.55037359
4486,6.076923077,1694.871795,0.153846154,52.06808228
4487,6.076923077,1694.871795,0.179487179,51.58400787
4488,6.076923077,1694.871795,0.205128205,51.09808874
4489,6.076923077,1694.871795,0.230769231,50.61026072
4490,6.076923077,1694.871795,0.256410256,50.12045688
4491,6.076923077,1694.871795,0.282051282,49.62860744
4492,6.076923077,1694.871795,0.307692308,49.13463964
4493,6.076923077,1694.871795,0.333333333,48.63847759
4494,6.076923077,1694.871795,0.358974359,48.14004219
4495,6.076923077,1694.871795,0.384615385,47.63925092
4496,6.076923077,1694.871795,0.41025641,47.13601781
4497,6.076923077,1694.871795,0.435897436,46.63025328
4498,6.076923077,1694.871795,0.461538462,46.12186406
4499,6.076923077,1694.871795,0.487179487,45.61075316
4500,6.076923077,1694.871795,0.512820513,45.09681978
4501,6.076923077,1694.871795,0.538461538,44.57995937
4502,6.076923077,1694.871795,0.564102564,44.0600637
4503,6.076923077,1694.871795,0.58974359,43.53702104
4504,6.076923077,1694.871795,0.615384615,43.01071638
4505,6.076923077,1694.871795,0.641025641,42.48103193
4506,6.076923077,1694.871795,0.666666667,41.94784763
4507,6.076923077,1694.871795,0.692307692,41.41104207
4508,6.076923077,1694.871795,0.717948718,40.87049363
4509,6.076923077,1694.871795,0.743589744,40.32608204
4510,6.076923077,1694.871795,0.769230769,39.7776905
4511,6.076923077,1694.871795,0.794871795,39.22520845
4512,6.076923077,1694.871795,0.820512821,38.66853524
4513,6.076923077,1694.871795,0.846153846,38.1075849
4514,6.076923077,1694.871795,0.871794872,37.54229244
4515,6.076923077,1694.871795,0.897435897,36.97262188
4516,6.076923077,1694.871795,0.923076923,36.39857681
4517,6.076923077,1694.871795,0.948717949,35.82021385
4518,6.076923077,1694.871795,0.974358974,35.23765993
4519,6.076923077,1694.871795,1.0,34.65113436
4520,6.076923077,1738.461538,0.0,55.66030867
4521,6.076923077,1738.461538,0.025641026,55.17383711
4522,6.076923077,1738.461538,0.051282051,54.68621253
4523,6.076923077,1738.461538,0.076923077,54.19739709
4524,6.076923077,1738.461538,0.102564103,53.70735159
4525,6.076923077,1738.461538,0.128205128,53.2160354
4526,6.076923077,1738.461538,0.153846154,52.72340641
4527,6.076923077,1738.461538,0.179487179,52.22942097
4528,6.076923077,1738.461538,0.205128205,51.73403386
4529,6.076923077,1738.461538,0.230769231,51.23719826
4530,6.076923077,1738.461538,0.256410256,50.73886566
4531,6.076923077,1738.461538,0.282051282,50.23898586
4532,6.076923077,1738.461538,0.307692308,49.73750695
4533,6.076923077,1738.461538,0.333333333,49.23437527
4534,6.076923077,1738.461538,0.358974359,48.7295354
4535,6.076923077,1738.461538,0.384615385,48.22293022
4536,6.076923077,1738.461538,0.41025641,47.71450087
4537,6.076923077,1738.461538,0.435897436,47.20418691
4538,6.076923077,1738.461538,0.461538462,46.69192631
4539,6.076923077,1738.461538,0.487179487,46.17765568
4540,6.076923077,1738.461538,0.512820513,45.66131044
4541,6.076923077,1738.461538,0.538461538,45.14282505
4542,6.076923077,1738.461538,0.564102564,44.62213345
4543,6.076923077,1738.461538,0.58974359,44.09916945
4544,6.076923077,1738.461538,0.615384615,43.57386736
4545,6.076923077,1738.461538,0.641025641,43.04616278
4546,6.076923077,1738.461538,0.666666667,42.51599356
4547,6.076923077,1738.461538,0.692307692,41.98330109
4548,6.076923077,1738.461538,0.717948718,41.44803184
4549,6.076923077,1738.461538,0.743589744,40.91013938
4550,6.076923077,1738.461538,0.769230769,40.36958693
4551,6.076923077,1738.461538,0.794871795,39.82635045
4552,6.076923077,1738.461538,0.820512821,39.28042264
4553,6.076923077,1738.461538,0.846153846,38.7318179
4554,6.076923077,1738.461538,0.871794872,38.18057844
4555,6.076923077,1738.461538,0.897435897,37.62678208
4556,6.076923077,1738.461538,0.923076923,37.07055169
4557,6.076923077,1738.461538,0.948717949,36.5120671
4558,6.076923077,1738.461538,0.974358974,35.95157958
4559,6.076923077,1738.461538,1.0,35.38942964
4560,6.076923077,1782.051282,0.0,56.37746802
4561,6.076923077,1782.051282,0.025641026,55.88073292
4562,6.076923077,1782.051282,0.051282051,55.38314163
4563,6.076923077,1782.051282,0.076923077,54.88466706
4564,6.076923077,1782.051282,0.102564103,54.38528135
4565,6.076923077,1782.051282,0.128205128,53.88495583
4566,6.076923077,1782.051282,0.153846154,53.38366106
4567,6.076923077,1782.051282,0.179487179,52.88136677
4568,6.076923077,1782.051282,0.205128205,52.37804195
4569,6.076923077,1782.051282,0.230769231,51.8736548
4570,6.076923077,1782.051282,0.256410256,51.36817283
4571,6.076923077,1782.051282,0.282051282,50.86156284
4572,6.076923077,1782.051282,0.307692308,50.35379102
4573,6.076923077,1782.051282,0.333333333,49.84482303
4574,6.076923077,1782.051282,0.358974359,49.33462409
4575,6.076923077,1782.051282,0.384615385,48.82315909
4576,6.076923077,1782.051282,0.41025641,48.3103928
4577,6.076923077,1782.051282,0.435897436,47.79629005
4578,6.076923077,1782.051282,0.461538462,47.28081597
4579,6.076923077,1782.051282,0.487179487,46.76393633
4580,6.076923077,1782.051282,0.512820513,46.24561791
4581,6.076923077,1782.051282,0.538461538,45.72582897
4582,6.076923077,1782.051282,0.564102564,45.20453986
4583,6.076923077,1782.051282,0.58974359,44.68172368
4584,6.076923077,1782.051282,0.615384615,44.15735717
4585,6.076923077,1782.051282,0.641025641,43.63142175
4586,6.076923077,1782.051282,0.666666667,43.10390482
4587,6.076923077,1782.051282,0.692307692,42.57480128
4588,6.076923077,1782.051282,0.717948718,42.04411544
4589,6.076923077,1782.051282,0.743589744,41.51186331
4590,6.076923077,1782.051282,0.769230769,40.97807539
4591,6.076923077,1782.051282,0.794871795,40.44280007
4592,6.076923077,1782.051282,0.820512821,39.90610769
4593,6.076923077,1782.051282,0.846153846,39.36809555
4594,6.076923077,1782.051282,0.871794872,38.82889388
4595,6.076923077,1782.051282,0.897435897,38.28867312
4596,6.076923077,1782.051282,0.923076923,37.74765256
4597,6.076923077,1782.051282,0.948717949,37.20611075
4598,6.076923077,1782.051282,0.974358974,36.66439785
4599,6.076923077,1782.051282,1.0,36.12295015
4600,6.076923077,1825.641026,0.0,57.08858902
4601,6.076923077,1825.641026,0.025641026,56.61033487
4602,6.076923077,1825.641026,0.051282051,56.130654
4603,6.076923077,1825.641026,0.076923077,55.64950405
4604,6.076923077,1825.641026,0.102564103,55.16684118
4605,6.076923077,1825.641026,0.128205128,54.6826199
4606,6.076923077,1825.641026,0.153846154,54.19679308
4607,6.076923077,1825.641026,0.179487179,53.70931182
4608,6.076923077,1825.641026,0.205128205,53.22012544
4609,6.076923077,1825.641026,0.230769231,52.72918136
4610,6.076923077,1825.641026,0.256410256,52.23642505
4611,6.076923077,1825.641026,0.282051282,51.74179998
4612,6.076923077,1825.641026,0.307692308,51.24524752
4613,6.076923077,1825.641026,0.333333333,50.7467069
4614,6.076923077,1825.641026,0.358974359,50.24611515
4615,6.076923077,1825.641026,0.384615385,49.74340705
4616,6.076923077,1825.641026,0.41025641,49.23851511
4617,6.076923077,1825.641026,0.435897436,48.73136954
4618,6.076923077,1825.641026,0.461538462,48.22189825
4619,6.076923077,1825.641026,0.487179487,47.71002688
4620,6.076923077,1825.641026,0.512820513,47.19567889
4621,6.076923077,1825.641026,0.538461538,46.67877567
4622,6.076923077,1825.641026,0.564102564,46.15923666
4623,6.076923077,1825.641026,0.58974359,45.63697968
4624,6.076923077,1825.641026,0.615384615,45.11192121
4625,6.076923077,1825.641026,0.641025641,44.58397688
4626,6.076923077,1825.641026,0.666666667,44.05306209
4627,6.076923077,1825.641026,0.692307692,43.51909278
4628,6.076923077,1825.641026,0.717948718,42.98198651
4629,6.076923077,1825.641026,0.743589744,42.44166381
4630,6.076923077,1825.641026,0.769230769,41.89804988
4631,6.076923077,1825.641026,0.794871795,41.35107682
4632,6.076923077,1825.641026,0.820512821,40.80068643
4633,6.076923077,1825.641026,0.846153846,40.24683379
4634,6.076923077,1825.641026,0.871794872,39.68949175
4635,6.076923077,1825.641026,0.897435897,39.12865664
4636,6.076923077,1825.641026,0.923076923,38.56435541
4637,6.076923077,1825.641026,0.948717949,37.99665466
4638,6.076923077,1825.641026,0.974358974,37.42567185
4639,6.076923077,1825.641026,1.0,36.85158928
4640,6.076923077,1869.230769,0.0,57.79374015
4641,6.076923077,1869.230769,0.025641026,57.32519184
4642,6.076923077,1869.230769,0.051282051,56.85491531
4643,6.076923077,1869.230769,0.076923077,56.38286061
4644,6.076923077,1869.230769,0.102564103,55.90897588
4645,6.076923077,1869.230769,0.128205128,55.4332073
4646,6.076923077,1869.230769,0.153846154,54.95549894
4647,6.076923077,1869.230769,0.179487179,54.47579271
4648,6.076923077,1869.230769,0.205128205,53.99402822
4649,6.076923077,1869.230769,0.230769231,53.51014267
4650,6.076923077,1869.230769,0.256410256,53.02407075
4651,6.076923077,1869.230769,0.282051282,52.53574451
4652,6.076923077,1869.230769,0.307692308,52.04509322
4653,6.076923077,1869.230769,0.333333333,51.55204329
4654,6.076923077,1869.230769,0.358974359,51.05651809
4655,6.076923077,1869.230769,0.384615385,50.55843785
4656,6.076923077,1869.230769,0.41025641,50.05771953
4657,6.076923077,1869.230769,0.435897436,49.55427668
4658,6.076923077,1869.230769,0.461538462,49.04801936
4659,6.076923077,1869.230769,0.487179487,48.53885401
4660,6.076923077,1869.230769,0.512820513,48.02668336
4661,6.076923077,1869.230769,0.538461538,47.51140642
4662,6.076923077,1869.230769,0.564102564,46.99291837
4663,6.076923077,1869.230769,0.58974359,46.47111065
4664,6.076923077,1869.230769,0.615384615,45.94587103
4665,6.076923077,1869.230769,0.641025641,45.41708376
4666,6.076923077,1869.230769,0.666666667,44.88462983
4667,6.076923077,1869.230769,0.692307692,44.34838741
4668,6.076923077,1869.230769,0.717948718,43.80823243
4669,6.076923077,1869.230769,0.743589744,43.26403941
4670,6.076923077,1869.230769,0.769230769,42.71568255
4671,6.076923077,1869.230769,0.794871795,42.1630373
4672,6.076923077,1869.230769,0.820512821,41.60598235
4673,6.076923077,1869.230769,0.846153846,41.04440225
4674,6.076923077,1869.230769,0.871794872,40.47819095
4675,6.076923077,1869.230769,0.897435897,39.90725626
4676,6.076923077,1869.230769,0.923076923,39.33152576
4677,6.076923077,1869.230769,0.948717949,38.75095436
4678,6.076923077,1869.230769,0.974358974,38.16553402
4679,6.076923077,1869.230769,1.0,37.57530625
4680,6.076923077,1912.820513,0.0,58.49301357
4681,6.076923077,1912.820513,0.025641026,58.02985447
4682,6.076923077,1912.820513,0.051282051,57.56480106
4683,6.076923077,1912.820513,0.076923077,57.09779947
4684,6.076923077,1912.820513,0.102564103,56.62879374
4685,6.076923077,1912.820513,0.128205128,56.15772579
4686,6.076923077,1912.820513,0.153846154,55.68453523
4687,6.076923077,1912.820513,0.179487179,55.20915931
4688,6.076923077,1912.820513,0.205128205,54.73153275
4689,6.076923077,1912.820513,0.230769231,54.25158763
4690,6.076923077,1912.820513,0.256410256,53.76925325
4691,6.076923077,1912.820513,0.282051282,53.28445598
4692,6.076923077,1912.820513,0.307692308,52.79711912
4693,6.076923077,1912.820513,0.333333333,52.30716273
4694,6.076923077,1912.820513,0.358974359,51.81450348
4695,6.076923077,1912.820513,0.384615385,51.31905447
4696,6.076923077,1912.820513,0.41025641,50.82072508
4697,6.076923077,1912.820513,0.435897436,50.31942079
4698,6.076923077,1912.820513,0.461538462,49.815043
4699,6.076923077,1912.820513,0.487179487,49.30748887
4700,6.076923077,1912.820513,0.512820513,48.79665115
4701,6.076923077,1912.820513,0.538461538,48.28241807
4702,6.076923077,1912.820513,0.564102564,47.76467318
4703,6.076923077,1912.820513,0.58974359,47.24329525
4704,6.076923077,1912.820513,0.615384615,46.71815826
4705,6.076923077,1912.820513,0.641025641,46.18913136
4706,6.076923077,1912.820513,0.666666667,45.65607902
4707,6.076923077,1912.820513,0.692307692,45.11886115
4708,6.076923077,1912.820513,0.717948718,44.57733349
4709,6.076923077,1912.820513,0.743589744,44.03134814
4710,6.076923077,1912.820513,0.769230769,43.48075428
4711,6.076923077,1912.820513,0.794871795,42.92539933
4712,6.076923077,1912.820513,0.820512821,42.36513041
4713,6.076923077,1912.820513,0.846153846,41.79979641
4714,6.076923077,1912.820513,0.871794872,41.22925078
4715,6.076923077,1912.820513,0.897435897,40.65335516
4716,6.076923077,1912.820513,0.923076923,40.07198428
4717,6.076923077,1912.820513,0.948717949,39.48503235
4718,6.076923077,1912.820513,0.974358974,38.89242135
4719,6.076923077,1912.820513,1.0,38.29411196
4720,6.076923077,1956.410256,0.0,59.18652005
4721,6.076923077,1956.410256,0.025641026,58.72839944
4722,6.076923077,1956.410256,0.051282051,58.26823459
4723,6.076923077,1956.410256,0.076923077,57.80596775
4724,6.076923077,1956.410256,0.102564103,57.34153894
4725,6.076923077,1956.410256,0.128205128,56.87488586
4726,6.076923077,1956.410256,0.153846154,56.40594375
4727,6.076923077,1956.410256,0.179487179,55.93464524
4728,6.076923077,1956.410256,0.205128205,55.46092026
4729,6.076923077,1956.410256,0.230769231,54.98469584
4730,6.076923077,1956.410256,0.256410256,54.505896
4731,6.076923077,1956.410256,0.282051282,54.02444154
4732,6.076923077,1956.410256,0.307692308,53.54024989
4733,6.076923077,1956.410256,0.333333333,53.05323493
4734,6.076923077,1956.410256,0.358974359,52.56330678
4735,6.076923077,1956.410256,0.384615385,52.07037163
4736,6.076923077,1956.410256,0.41025641,51.57433149
4737,6.076923077,1956.410256,0.435897436,51.075084
4738,6.076923077,1956.410256,0.461538462,50.57252223
4739,6.076923077,1956.410256,0.487179487,50.0665344
4740,6.076923077,1956.410256,0.512820513,49.5570037
4741,6.076923077,1956.410256,0.538461538,49.04380805
4742,6.076923077,1956.410256,0.564102564,48.52681992
4743,6.076923077,1956.410256,0.58974359,48.00590608
4744,6.076923077,1956.410256,0.615384615,47.48092748
4745,6.076923077,1956.410256,0.641025641,46.9517391
4746,6.076923077,1956.410256,0.666666667,46.41818991
4747,6.076923077,1956.410256,0.692307692,45.88012282
4748,6.076923077,1956.410256,0.717948718,45.33737487
4749,6.076923077,1956.410256,0.743589744,44.78977742
4750,6.076923077,1956.410256,0.769230769,44.23715669
4751,6.076923077,1956.410256,0.794871795,43.67933442
4752,6.076923077,1956.410256,0.820512821,43.116129
4753,6.076923077,1956.410256,0.846153846,42.54735695
4754,6.076923077,1956.410256,0.871794872,41.97283511
4755,6.076923077,1956.410256,0.897435897,41.39238353
4756,6.076923077,1956.410256,0.923076923,40.80582945
4757,6.076923077,1956.410256,0.948717949,40.21301265
4758,6.076923077,1956.410256,0.974358974,39.61379247
4759,6.076923077,1956.410256,1.0,39.0080572
4760,6.076923077,2000.0,0.0,59.87438488
4761,6.076923077,2000.0,0.025641026,59.42168705
4762,6.076923077,2000.0,0.051282051,58.96679005
4763,6.076923077,2000.0,0.076923077,58.50963155
4764,6.076923077,2000.0,0.102564103,58.05014683
4765,6.076923077,2000.0,0.128205128,57.5882686
4766,6.076923077,2000.0,0.153846154,57.12392691
4767,6.076923077,2000.0,0.179487179,56.65704899
4768,6.076923077,2000.0,0.205128205,56.18755906
4769,6.076923077,2000.0,0.230769231,55.71537822
4770,6.076923077,2000.0,0.256410256,55.24042421
4771,6.076923077,2000.0,0.282051282,54.76261126
4772,6.076923077,2000.0,0.307692308,54.28184987
4773,6.076923077,2000.0,0.333333333,53.79804663
4774,6.076923077,2000.0,0.358974359,53.31110394
4775,6.076923077,2000.0,0.384615385,52.82091981
4776,6.076923077,2000.0,0.41025641,52.32738761
4777,6.076923077,2000.0,0.435897436,51.83039579
4778,6.076923077,2000.0,0.461538462,51.32982762
4779,6.076923077,2000.0,0.487179487,50.82556088
4780,6.076923077,2000.0,0.512820513,50.31746762
4781,6.076923077,2000.0,0.538461538,49.80541378
4782,6.076923077,2000.0,0.564102564,49.28925899
4783,6.076923077,2000.0,0.58974359,48.76885616
4784,6.076923077,2000.0,0.615384615,48.2440513
4785,6.076923077,2000.0,0.641025641,47.71468318
4786,6.076923077,2000.0,0.666666667,47.18058312
4787,6.076923077,2000.0,0.692307692,46.64157484
4788,6.076923077,2000.0,0.717948718,46.09747432
4789,6.076923077,2000.0,0.743589744,45.54808982
4790,6.076923077,2000.0,0.769230769,44.99322207
4791,6.076923077,2000.0,0.794871795,44.43266459
4792,6.076923077,2000.0,0.820512821,43.86620439
4793,6.076923077,2000.0,0.846153846,43.29362298
4794,6.076923077,2000.0,0.871794872,42.71469792
4795,6.076923077,2000.0,0.897435897,42.12920503
4796,6.076923077,2000.0,0.923076923,41.53692155
4797,6.076923077,2000.0,0.948717949,40.93763045
4798,6.076923077,2000.0,0.974358974,40.33112629
4799,6.076923077,2000.0,1.0,39.71722328
4800,8.615384615,300.0,0.0,18.07002732
4801,8.615384615,300.0,0.025641026,27.44264739
4802,8.615384615,300.0,0.051282051,58.45368912
4803,8.615384615,300.0,0.076923077,64.49979175
4804,8.615384615,300.0,0.102564103,69.46362043
4805,8.615384615,300.0,0.128205128,73.78651948
4806,8.615384615,300.0,0.153846154,77.65689169
4807,8.615384615,300.0,0.179487179,81.17149434
4808,8.615384615,300.0,0.205128205,84.38498068
4809,8.615384615,300.0,0.230769231,87.32979949
4810,8.615384615,300.0,0.256410256,90.02559842
4811,8.615384615,300.0,0.282051282,92.48417699
4812,8.615384615,300.0,0.307692308,94.71230043
4813,8.615384615,300.0,0.333333333,96.71337977
4814,8.615384615,300.0,0.358974359,98.48850947
4815,8.615384615,300.0,0.384615385,100.0371126
4816,8.615384615,300.0,0.41025641,101.357338
4817,8.615384615,300.0,0.435897436,102.4462911
4818,8.615384615,300.0,0.461538462,103.3001496
4819,8.615384615,300.0,0.487179487,103.9141932
4820,8.615384615,300.0,0.512820513,104.2827664
4821,8.615384615,300.0,0.538461538,104.3991832
4822,8.615384615,300.0,0.564102564,104.2555756
4823,8.615384615,300.0,0.58974359,103.8426825
4824,8.615384615,300.0,0.615384615,103.1495684
4825,8.615384615,300.0,0.641025641,102.1632528
4826,8.615384615,300.0,0.666666667,100.8682218
4827,8.615384615,300.0,0.692307692,99.24577607
4828,8.615384615,300.0,0.717948718,97.27314075
4829,8.615384615,300.0,0.743589744,94.92222874
4830,8.615384615,300.0,0.769230769,92.1578664
4831,8.615384615,300.0,0.794871795,88.93515837
4832,8.615384615,300.0,0.820512821,85.1954131
4833,8.615384615,300.0,0.846153846,80.85947132
4834,8.615384615,300.0,0.871794872,75.81603752
4835,8.615384615,300.0,0.897435897,69.89913101
4836,8.615384615,300.0,0.923076923,62.83785435
4837,8.615384615,300.0,0.948717949,54.11474473
4838,8.615384615,300.0,0.974358974,42.32598728
4840,8.615384615,343.5897436,0.0,19.38097317
4841,8.615384615,343.5897436,0.025641026,21.21555982
4843,8.615384615,343.5897436,0.076923077,54.48716099
4844,8.615384615,343.5897436,0.102564103,58.39347365
4845,8.615384615,343.5897436,0.128205128,61.59653881
4846,8.615384615,343.5897436,0.153846154,64.33691833
4847,8.615384615,343.5897436,0.179487179,66.73419276
4848,8.615384615,343.5897436,0.205128205,68.85651297
4849,8.615384615,343.5897436,0.230769231,70.74600896
4850,8.615384615,343.5897436,0.256410256,72.43007044
4851,8.615384615,343.5897436,0.282051282,73.92702359
4852,8.615384615,343.5897436,0.307692308,75.24927404
4853,8.615384615,343.5897436,0.333333333,76.40515404
4854,8.615384615,343.5897436,0.358974359,77.40006742
4855,8.615384615,343.5897436,0.384615385,78.2372231
4856,8.615384615,343.5897436,0.41025641,78.91811436
4857,8.615384615,343.5897436,0.435897436,79.44283251
4858,8.615384615,343.5897436,0.461538462,79.81026688
4859,8.615384615,343.5897436,0.487179487,80.01822208
4860,8.615384615,343.5897436,0.512820513,80.06347051
4861,8.615384615,343.5897436,0.538461538,79.9417502
4862,8.615384615,343.5897436,0.564102564,79.64771129
4863,8.615384615,343.5897436,0.58974359,79.1748099
4864,8.615384615,343.5897436,0.615384615,78.51514218
4865,8.615384615,343.5897436,0.641025641,77.65920533
4866,8.615384615,343.5897436,0.666666667,76.59556332
4867,8.615384615,343.5897436,0.692307692,75.31038173
4868,8.615384615,343.5897436,0.717948718,73.78677504
4869,8.615384615,343.5897436,0.743589744,72.00387317
4870,8.615384615,343.5897436,0.769230769,69.93545009
4871,8.615384615,343.5897436,0.794871795,67.54783672
4872,8.615384615,343.5897436,0.820512821,64.79658312
4873,8.615384615,343.5897436,0.846153846,61.62081239
4874,8.615384615,343.5897436,0.871794872,57.93283267
4875,8.615384615,343.5897436,0.897435897,53.5968
4876,8.615384615,343.5897436,0.923076923,48.377039
4877,8.615384615,343.5897436,0.948717949,41.77424897
4878,8.615384615,343.5897436,0.974358974,32.12099998
4880,8.615384615,387.1794872,0.0,21.72736714
4881,8.615384615,387.1794872,0.025641026,25.70266447
4882,8.615384615,387.1794872,0.051282051,39.50261385
4883,8.615384615,387.1794872,0.076923077,45.08418246
4884,8.615384615,387.1794872,0.102564103,48.68583271
4885,8.615384615,387.1794872,0.128205128,51.40711921
4886,8.615384615,387.1794872,0.153846154,53.60336906
4887,8.615384615,387.1794872,0.179487179,55.43661333
4888,8.615384615,387.1794872,0.205128205,56.99490833
4889,8.615384615,387.1794872,0.230769231,58.33144392
4890,8.615384615,387.1794872,0.256410256,59.48063515
4891,8.615384615,387.1794872,0.282051282,60.46578952
4892,8.615384615,387.1794872,0.307692308,61.30315745
4893,8.615384615,387.1794872,0.333333333,62.0042415
4894,8.615384615,387.1794872,0.358974359,62.57719049
4895,8.615384615,387.1794872,0.384615385,63.02767812
4896,8.615384615,387.1794872,0.41025641,63.35947344
4897,8.615384615,387.1794872,0.435897436,63.57481722
4898,8.615384615,387.1794872,0.461538462,63.67466952
4899,8.615384615,387.1794872,0.487179487,63.65886692
4900,8.615384615,387.1794872,0.512820513,63.52621212
4901,8.615384615,387.1794872,0.538461538,63.27450857
4902,8.615384615,387.1794872,0.564102564,62.90054602
4903,8.615384615,387.1794872,0.58974359,62.4000371
4904,8.615384615,387.1794872,0.615384615,61.7674999
4905,8.615384615,387.1794872,0.641025641,60.99607505
4906,8.615384615,387.1794872,0.666666667,60.07725733
4907,8.615384615,387.1794872,0.692307692,59.0005088
4908,8.615384615,387.1794872,0.717948718,57.7526991
4909,8.615384615,387.1794872,0.743589744,56.3172818
4910,8.615384615,387.1794872,0.769230769,54.67304727
4911,8.615384615,387.1794872,0.794871795,52.79215955
4912,8.615384615,387.1794872,0.820512821,50.63690337
4913,8.615384615,387.1794872,0.846153846,48.15392042
4914,8.615384615,387.1794872,0.871794872,45.26304523
4915,8.615384615,387.1794872,0.897435897,41.83285341
4916,8.615384615,387.1794872,0.923076923,37.61668045
4917,8.615384615,387.1794872,0.948717949,32.03205092
4918,8.615384615,387.1794872,0.974358974,23.16127354
4920,8.615384615,430.7692308,0.0,25.88690097
4921,8.615384615,430.7692308,0.025641026,28.67126334
4922,8.615384615,430.7692308,0.051282051,32.3867107
4923,8.615384615,430.7692308,0.076923077,36.2069276
4924,8.615384615,430.7692308,0.102564103,39.41785575
4925,8.615384615,430.7692308,0.128205128,41.93970898
4926,8.615384615,430.7692308,0.153846154,43.93320542
4927,8.615384615,430.7692308,0.179487179,45.54076393
4928,8.615384615,430.7692308,0.205128205,46.85759587
4929,8.615384615,430.7692308,0.230769231,47.94580116
4930,8.615384615,430.7692308,0.256410256,48.84687488
4931,8.615384615,430.7692308,0.282051282,49.58940761
4932,8.615384615,430.7692308,0.307692308,50.19362877
4933,8.615384615,430.7692308,0.333333333,50.67413314
4934,8.615384615,430.7692308,0.358974359,51.04156712
4935,8.615384615,430.7692308,0.384615385,51.30370341
4936,8.615384615,430.7692308,0.41025641,51.46614321
4937,8.615384615,430.7692308,0.435897436,51.53278265
4938,8.615384615,430.7692308,0.461538462,51.50612379
4939,8.615384615,430.7692308,0.487179487,51.38747819
4940,8.615384615,430.7692308,0.512820513,51.1770919
4941,8.615384615,430.7692308,0.538461538,50.87420849
4942,8.615384615,430.7692308,0.564102564,50.47707863
4943,8.615384615,430.7692308,0.58974359,49.98291794
4944,8.615384615,430.7692308,0.615384615,49.38780891
4945,8.615384615,430.7692308,0.641025641,48.68653557
4946,8.615384615,430.7692308,0.666666667,47.87232981
4947,8.615384615,430.7692308,0.692307692,46.936494
4948,8.615384615,430.7692308,0.717948718,45.86784083
4949,8.615384615,430.7692308,0.743589744,44.65184202
4950,8.615384615,430.7692308,0.769230769,43.26931309
4951,8.615384615,430.7692308,0.794871795,41.69427796
4952,8.615384615,430.7692308,0.820512821,39.8903406
4953,8.615384615,430.7692308,0.846153846,37.80411769
4954,8.615384615,430.7692308,0.871794872,35.35245961
4955,8.615384615,430.7692308,0.897435897,32.39583535
4956,8.615384615,430.7692308,0.923076923,28.68524117
4957,8.615384615,430.7692308,0.948717949,23.8715351
4960,8.615384615,474.3589744,0.0,29.00542401
4961,8.615384615,474.3589744,0.025641026,29.93891786
4962,8.615384615,474.3589744,0.051282051,30.96899318
4963,8.615384615,474.3589744,0.076923077,32.08530206
4964,8.615384615,474.3589744,0.102564103,33.26332352
4965,8.615384615,474.3589744,0.128205128,34.46213427
4966,8.615384615,474.3589744,0.153846154,35.63091296
4967,8.615384615,474.3589744,0.179487179,36.72258456
4968,8.615384615,474.3589744,0.205128205,37.7049559
4969,8.615384615,474.3589744,0.230769231,38.5628344
4970,8.615384615,474.3589744,0.256410256,39.29365742
4971,8.615384615,474.3589744,0.282051282,39.90189947
4972,8.615384615,474.3589744,0.307692308,40.39494654
4973,8.615384615,474.3589744,0.333333333,40.78074624
4974,8.615384615,474.3589744,0.358974359,41.06666522
4975,8.615384615,474.3589744,0.384615385,41.25902972
4976,8.615384615,474.3589744,0.41025641,41.36299846
4977,8.615384615,474.3589744,0.435897436,41.38257928
4978,8.615384615,474.3589744,0.461538462,41.32069442
4979,8.615384615,474.3589744,0.487179487,41.17924916
4980,8.615384615,474.3589744,0.512820513,40.95918239
4981,8.615384615,474.3589744,0.538461538,40.66048878
4982,8.615384615,474.3589744,0.564102564,40.28220604
4983,8.615384615,474.3589744,0.58974359,39.82236087
4984,8.615384615,474.3589744,0.615384615,39.2778646
4985,8.615384615,474.3589744,0.641025641,38.64434534
4986,8.615384615,474.3589744,0.666666667,37.91589617
4987,8.615384615,474.3589744,0.692307692,37.08470723
4988,8.615384615,474.3589744,0.717948718,36.14053716
4989,8.615384615,474.3589744,0.743589744,35.06995766
4990,8.615384615,474.3589744,0.769230769,33.85529306
