,Olivine filename,MI filename,H2O_vs_Silicate_Area_Trapezoid,H2O_vs_Silicate_Area_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,16 CC9_MI1_Ol_50X.txt,12 CC9_MI1_H2O_20X.txt,0.6910968049894713,0.6911533214773048,265989.6295673257,265979.07262024627,384880.4214503321,384833.6748953613,200,300,1240,1500,2,2600,2750,3750,4100,2
