,Host filename,MI filename,HW:LW_Trapezoid,HW:LW_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,LW_Silicate_Trapezoid_Area,LW_Silicate_Simpson_Area,HW_Silicate_Trapezoid_Area,HW_Silicate_Simpson_Area,MW_Silicate_Trapezoid_Area,MW_Silicate_Simpson_Area,Water Filename,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,10 CC9_MI3_Ol.txt,09 CC9_MI3_H2O.txt,0.9399452747712141,0.9404426422303785,301461.30933167,301530.1326539709,576081.3277608645,575599.6326904732,190,210,1250,1260,3,320722.19247556373,320625.75548345415,320722.19247556373,320625.75548345415,-560.0966052417734,-774.9839476726698,10 CC9_MI3_Ol.txt,2750,3100,3750,4100,3
