,Host filename,MI filename,HW:LW_Trapezoid,HW:LW_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,LW_Silicate_Trapezoid_Area,LW_Silicate_Simpson_Area,HW_Silicate_Trapezoid_Area,HW_Silicate_Simpson_Area,MW_Silicate_Trapezoid_Area,MW_Silicate_Simpson_Area,Water Filename,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,03 CC14_MI2_Ol_96mw.txt,02 CC14_MI2_H2O_96mw.txt,1.065691543078743,1.0627741111002362,211330.71714639536,211165.8087804646,379864.49626337714,379745.01317797095,200,320,1200,1300,5,198303.83239775817,198693.03041438913,198303.83239775817,198693.03041438913,2856.492902987955,2889.766263740021,03 CC14_MI2_Ol_96mw.txt,2400,2750,3750,4100,2
