,Host filename,MI filename,HW:LW_Trapezoid,HW:LW_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,LW_Silicate_Trapezoid_Area,LW_Silicate_Simpson_Area,HW_Silicate_Trapezoid_Area,HW_Silicate_Simpson_Area,MW_Silicate_Trapezoid_Area,MW_Silicate_Simpson_Area,Water Filename,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,06 CC13_MI4_Ol.txt,05 CC13_MI4_H2O.txt,0.7347308909488401,0.733600590035099,159916.60764060865,159902.06104841022,352889.68083170557,352995.55887314025,190,210,1250,1260,3,217653.30627937862,217968.82829764317,217653.30627937862,217968.82829764317,-198.99875573242016,-132.67094046489905,06 CC13_MI4_Ol.txt,2750,3100,3750,4100,3
