,Olivine filename,MI filename,H2O_vs_Silicate_Area_Trapezoid,H2O_vs_Silicate_Area_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,16 CC9_MI1_Ol_50X.txt,15 CC9_MI1_H2O_50X.txt,0.41532021089813,0.41561919870708286,200670.5534750202,200756.5138878193,483170.69145532337,483029.93343988195,200,300,1240,1500,2,2600,2750,3750,4100,2
