,MI filename,HW:LW_Trapezoid,HW:LW_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,LW_Silicate_Trapezoid_Area,LW_Silicate_Simpson_Area,HW_Silicate_Trapezoid_Area,HW_Silicate_Simpson_Area,MW_Silicate_Trapezoid_Area,MW_Silicate_Simpson_Area,Water Filename,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,ETFS_OL39_MI7_50X_GLASS.txt,3.9289819754467907,3.928358555082121,274807.39519021584,274611.0037276433,362558.10011030326,362562.4019588797,300,340,1200,1250,4,69943.66400954682,69904.77062547633,69943.66400954682,69904.77062547633,11333.332933446103,11342.72909667969,ETFS_OL39_MI7_50X_GLASS.txt,2500,2750,3750,4100,3
