rel. 1/cm,CCD cts
 1.106666057E+03, 6.864000244E+02
 1.107224929E+03, 6.892000122E+02
 1.107783744E+03, 6.875999756E+02
 1.108342501E+03, 6.854000244E+02
 1.108901200E+03, 6.900000000E+02
 1.109459842E+03, 6.844000244E+02
 1.110018425E+03, 6.884000244E+02
 1.110576951E+03, 6.855999756E+02
 1.111135419E+03, 6.832000122E+02
 1.111693830E+03, 6.847999878E+02
 1.112252183E+03, 6.925999756E+02
 1.112810478E+03, 6.890000000E+02
 1.113368715E+03, 6.894000244E+02
 1.113926895E+03, 6.880000000E+02
 1.114485016E+03, 6.837999878E+02
 1.115043080E+03, 6.855999756E+02
 1.115601087E+03, 6.830000000E+02
 1.116159036E+03, 6.867999878E+02
 1.116716927E+03, 6.852000122E+02
 1.117274760E+03, 6.880000000E+02
 1.117832536E+03, 6.890000000E+02
 1.118390254E+03, 6.872000122E+02
 1.118947914E+03, 6.885999756E+02
 1.119505516E+03, 6.862000122E+02
 1.120063061E+03, 6.915999756E+02
 1.120620548E+03, 6.932000122E+02
 1.121177978E+03, 6.867999878E+02
 1.121735350E+03, 6.857999878E+02
 1.122292664E+03, 6.925999756E+02
 1.122849921E+03, 6.872000122E+02
 1.123407120E+03, 6.944000244E+02
 1.123964261E+03, 6.890000000E+02
 1.124521345E+03, 6.857999878E+02
 1.125078371E+03, 6.915999756E+02
 1.125635339E+03, 6.894000244E+02
 1.126192250E+03, 6.905999756E+02
 1.126749103E+03, 6.895999756E+02
 1.127305898E+03, 6.847999878E+02
 1.127862636E+03, 6.870000000E+02
 1.128419316E+03, 6.890000000E+02
 1.128975939E+03, 6.884000244E+02
 1.129532504E+03, 6.934000244E+02
 1.130089012E+03, 6.907999878E+02
 1.130645461E+03, 6.895999756E+02
 1.131201854E+03, 6.887999878E+02
 1.131758188E+03, 6.940000000E+02
 1.132314465E+03, 6.885999756E+02
 1.132870685E+03, 6.905999756E+02
 1.133426847E+03, 6.922000122E+02
 1.133982951E+03, 6.847999878E+02
 1.134538998E+03, 6.915999756E+02
 1.135094987E+03, 6.872000122E+02
 1.135650919E+03, 6.884000244E+02
 1.136206793E+03, 6.925999756E+02
 1.136762610E+03, 6.870000000E+02
 1.137318369E+03, 6.915999756E+02
 1.137874070E+03, 6.894000244E+02
 1.138429714E+03, 6.872000122E+02
 1.138985301E+03, 6.900000000E+02
 1.139540830E+03, 6.880000000E+02
 1.140096301E+03, 6.932000122E+02
 1.140651715E+03, 6.884000244E+02
 1.141207071E+03, 6.875999756E+02
 1.141762370E+03, 6.895999756E+02
 1.142317611E+03, 6.967999878E+02
 1.142872795E+03, 6.884000244E+02
 1.143427921E+03, 6.870000000E+02
 1.143982990E+03, 6.907999878E+02
 1.144538002E+03, 6.910000000E+02
 1.145092955E+03, 6.924000244E+02
 1.145647852E+03, 6.915999756E+02
 1.146202691E+03, 6.914000244E+02
 1.146757472E+03, 6.902000122E+02
 1.147312196E+03, 6.912000122E+02
 1.147866862E+03, 6.904000244E+02
 1.148421471E+03, 6.900000000E+02
 1.148976023E+03, 6.880000000E+02
 1.149530517E+03, 6.907999878E+02
 1.150084954E+03, 6.902000122E+02
 1.150639333E+03, 6.857999878E+02
 1.151193655E+03, 6.945999756E+02
 1.151747919E+03, 6.900000000E+02
 1.152302126E+03, 6.895999756E+02
 1.152856275E+03, 6.882000122E+02
 1.153410368E+03, 6.912000122E+02
 1.153964402E+03, 6.937999878E+02
 1.154518379E+03, 6.880000000E+02
 1.155072299E+03, 6.934000244E+02
 1.155626162E+03, 6.970000000E+02
 1.156179967E+03, 6.867999878E+02
 1.156733714E+03, 6.894000244E+02
 1.157287404E+03, 6.885999756E+02
 1.157841037E+03, 6.947999878E+02
 1.158394613E+03, 6.900000000E+02
 1.158948131E+03, 6.910000000E+02
 1.159501591E+03, 6.922000122E+02
 1.160054995E+03, 6.940000000E+02
 1.160608341E+03, 6.930000000E+02
 1.161161629E+03, 6.880000000E+02
 1.161714860E+03, 6.884000244E+02
 1.162268034E+03, 6.912000122E+02
 1.162821151E+03, 6.924000244E+02
 1.163374210E+03, 6.975999756E+02
 1.163927212E+03, 6.910000000E+02
 1.164480156E+03, 6.884000244E+02
 1.165033043E+03, 6.870000000E+02
 1.165585873E+03, 6.902000122E+02
 1.166138646E+03, 6.954000244E+02
 1.166691361E+03, 6.914000244E+02
 1.167244019E+03, 6.910000000E+02
 1.167796619E+03, 6.957999878E+02
 1.168349162E+03, 6.997999878E+02
 1.168901648E+03, 6.945999756E+02
 1.169454077E+03, 6.892000122E+02
 1.170006448E+03, 6.907999878E+02
 1.170558762E+03, 6.920000000E+02
 1.171111019E+03, 6.867999878E+02
 1.171663218E+03, 7.300000000E+02
 1.172215361E+03, 6.917999878E+02
 1.172767445E+03, 6.900000000E+02
 1.173319473E+03, 6.940000000E+02
 1.173871443E+03, 6.875999756E+02
 1.174423356E+03, 6.905999756E+02
 1.174975212E+03, 6.940000000E+02
 1.175527011E+03, 6.877999878E+02
 1.176078752E+03, 6.950000000E+02
 1.176630436E+03, 6.924000244E+02
 1.177182063E+03, 6.904000244E+02
 1.177733633E+03, 6.932000122E+02
 1.178285145E+03, 6.885999756E+02
 1.178836600E+03, 6.984000244E+02
 1.179387998E+03, 6.975999756E+02
 1.179939339E+03, 6.910000000E+02
 1.180490622E+03, 6.872000122E+02
 1.181041848E+03, 6.910000000E+02
 1.181593017E+03, 6.952000122E+02
 1.182144129E+03, 6.892000122E+02
 1.182695184E+03, 6.955999756E+02
 1.183246181E+03, 6.930000000E+02
 1.183797122E+03, 6.937999878E+02
 1.184348005E+03, 6.840000000E+02
 1.184898831E+03, 6.934000244E+02
 1.185449599E+03, 6.945999756E+02
 1.186000311E+03, 6.955999756E+02
 1.186550965E+03, 6.955999756E+02
 1.187101562E+03, 6.982000122E+02
 1.187652102E+03, 6.910000000E+02
 1.188202585E+03, 7.002000122E+02
 1.188753011E+03, 6.922000122E+02
 1.189303379E+03, 6.945999756E+02
 1.189853691E+03, 6.974000244E+02
 1.190403945E+03, 6.980000000E+02
 1.190954142E+03, 6.962000122E+02
 1.191504282E+03, 6.892000122E+02
 1.192054365E+03, 6.977999878E+02
 1.192604391E+03, 6.867999878E+02
 1.193154359E+03, 6.960000000E+02
 1.193704271E+03, 6.920000000E+02
 1.194254125E+03, 6.930000000E+02
 1.194803922E+03, 6.954000244E+02
 1.195353663E+03, 6.975999756E+02
 1.195903346E+03, 6.924000244E+02
 1.196452972E+03, 6.942000122E+02
 1.197002541E+03, 6.905999756E+02
 1.197552052E+03, 6.970000000E+02
 1.198101507E+03, 6.924000244E+02
 1.198650905E+03, 6.935999756E+02
 1.199200245E+03, 6.942000122E+02
 1.199749529E+03, 6.947999878E+02
 1.200298755E+03, 6.954000244E+02
 1.200847924E+03, 6.917999878E+02
 1.201397037E+03, 6.905999756E+02
 1.201946092E+03, 6.952000122E+02
 1.202495090E+03, 6.970000000E+02
 1.203044031E+03, 6.962000122E+02
 1.203592915E+03, 6.940000000E+02
 1.204141742E+03, 6.987999878E+02
 1.204690512E+03, 6.985999756E+02
 1.205239225E+03, 6.992000122E+02
 1.205787881E+03, 6.940000000E+02
 1.206336480E+03, 6.917999878E+02
 1.206885022E+03, 6.982000122E+02
 1.207433507E+03, 6.995999756E+02
 1.207981935E+03, 6.965999756E+02
 1.208530306E+03, 6.922000122E+02
 1.209078620E+03, 6.987999878E+02
 1.209626877E+03, 6.977999878E+02
 1.210175077E+03, 7.007999878E+02
 1.210723220E+03, 6.947999878E+02
 1.211271306E+03, 6.945999756E+02
 1.211819335E+03, 6.957999878E+02
 1.212367307E+03, 6.940000000E+02
 1.212915222E+03, 6.930000000E+02
 1.213463080E+03, 6.955999756E+02
 1.214010881E+03, 6.960000000E+02
 1.214558625E+03, 6.917999878E+02
 1.215106312E+03, 6.970000000E+02
 1.215653942E+03, 6.964000244E+02
 1.216201516E+03, 7.005999756E+02
 1.216749032E+03, 6.990000000E+02
 1.217296492E+03, 6.984000244E+02
 1.217843894E+03, 6.982000122E+02
 1.218391240E+03, 7.004000244E+02
 1.218938528E+03, 7.002000122E+02
 1.219485760E+03, 6.994000244E+02
 1.220032935E+03, 7.012000122E+02
 1.220580053E+03, 6.952000122E+02
 1.221127114E+03, 6.997999878E+02
 1.221674118E+03, 6.997999878E+02
 1.222221065E+03, 6.992000122E+02
 1.222767955E+03, 6.975999756E+02
 1.223314788E+03, 6.947999878E+02
 1.223861565E+03, 7.017999878E+02
 1.224408284E+03, 6.950000000E+02
 1.224954947E+03, 7.004000244E+02
 1.225501553E+03, 7.015999756E+02
 1.226048102E+03, 6.977999878E+02
 1.226594594E+03, 7.032000122E+02
 1.227141029E+03, 7.007999878E+02
 1.227687408E+03, 6.955999756E+02
 1.228233729E+03, 6.987999878E+02
 1.228779994E+03, 6.945999756E+02
 1.229326202E+03, 6.964000244E+02
 1.229872353E+03, 7.000000000E+02
 1.230418447E+03, 7.010000000E+02
 1.230964484E+03, 6.967999878E+02
 1.231510465E+03, 6.997999878E+02
 1.232056389E+03, 6.997999878E+02
 1.232602255E+03, 6.992000122E+02
 1.233148066E+03, 6.987999878E+02
 1.233693819E+03, 7.045999756E+02
 1.234239515E+03, 7.004000244E+02
 1.234785155E+03, 6.995999756E+02
 1.235330738E+03, 7.005999756E+02
 1.235876264E+03, 7.027999878E+02
 1.236421733E+03, 6.962000122E+02
 1.236967145E+03, 7.035999756E+02
 1.237512501E+03, 7.042000122E+02
 1.238057800E+03, 7.014000244E+02
 1.238603042E+03, 7.034000244E+02
 1.239148227E+03, 7.010000000E+02
 1.239693356E+03, 7.002000122E+02
 1.240238428E+03, 7.027999878E+02
 1.240783443E+03, 7.037999878E+02
 1.241328401E+03, 7.025999756E+02
 1.241873303E+03, 7.017999878E+02
 1.242418147E+03, 7.047999878E+02
 1.242962935E+03, 7.025999756E+02
 1.243507667E+03, 6.980000000E+02
 1.244052341E+03, 7.025999756E+02
 1.244596959E+03, 7.035999756E+02
 1.245141520E+03, 7.015999756E+02
 1.245686025E+03, 7.037999878E+02
 1.246230473E+03, 7.000000000E+02
 1.246774864E+03, 7.022000122E+02
 1.247319198E+03, 6.967999878E+02
 1.247863475E+03, 6.957999878E+02
 1.248407696E+03, 7.020000000E+02
 1.248951860E+03, 7.045999756E+02
 1.249495968E+03, 7.035999756E+02
 1.250040019E+03, 6.957999878E+02
 1.250584013E+03, 6.977999878E+02
 1.251127950E+03, 7.012000122E+02
 1.251671831E+03, 7.025999756E+02
 1.252215655E+03, 7.014000244E+02
 1.252759423E+03, 7.025999756E+02
 1.253303133E+03, 7.077999878E+02
 1.253846787E+03, 7.062000122E+02
 1.254390385E+03, 7.044000244E+02
 1.254933926E+03, 7.014000244E+02
 1.255477410E+03, 7.035999756E+02
 1.256020837E+03, 7.002000122E+02
 1.256564208E+03, 7.044000244E+02
 1.257107523E+03, 7.057999878E+02
 1.257650780E+03, 7.034000244E+02
 1.258193981E+03, 7.042000122E+02
 1.258737126E+03, 7.152000122E+02
 1.259280213E+03, 7.300000000E+02
 1.259823244E+03, 7.334000244E+02
 1.260366219E+03, 7.167999878E+02
 1.260909137E+03, 7.087999878E+02
 1.261451998E+03, 7.104000244E+02
 1.261994803E+03, 7.054000244E+02
 1.262537551E+03, 7.007999878E+02
 1.263080243E+03, 7.045999756E+02
 1.263622878E+03, 6.984000244E+02
 1.264165456E+03, 7.032000122E+02
 1.264707978E+03, 7.014000244E+02
 1.265250443E+03, 7.065999756E+02
 1.265792852E+03, 7.010000000E+02
 1.266335204E+03, 7.024000244E+02
 1.266877499E+03, 7.010000000E+02
 1.267419738E+03, 7.050000000E+02
 1.267961921E+03, 7.047999878E+02
 1.268504047E+03, 7.075999756E+02
 1.269046116E+03, 7.027999878E+02
 1.269588129E+03, 7.064000244E+02
 1.270130085E+03, 7.005999756E+02
 1.270671985E+03, 7.024000244E+02
 1.271213828E+03, 7.054000244E+02
 1.271755615E+03, 6.990000000E+02
 1.272297345E+03, 7.055999756E+02
 1.272839019E+03, 6.995999756E+02
 1.273380636E+03, 7.070000000E+02
 1.273922197E+03, 7.057999878E+02
 1.274463701E+03, 7.054000244E+02
 1.275005149E+03, 7.045999756E+02
 1.275546540E+03, 7.070000000E+02
 1.276087875E+03, 7.052000122E+02
 1.276629153E+03, 7.082000122E+02
 1.277170375E+03, 7.105999756E+02
 1.277711540E+03, 7.205999756E+02
 1.278252649E+03, 7.224000244E+02
 1.278793701E+03, 7.787999878E+02
 1.279334697E+03, 1.016000000E+03
 1.279875636E+03, 1.313199951E+03
 1.280416519E+03, 9.305999756E+02
 1.280957346E+03, 7.487999878E+02
 1.281498116E+03, 7.170000000E+02
 1.282038829E+03, 7.130000000E+02
 1.282579486E+03, 7.054000244E+02
 1.283120087E+03, 7.100000000E+02
 1.283660632E+03, 7.032000122E+02
 1.284201119E+03, 7.034000244E+02
 1.284741551E+03, 7.064000244E+02
 1.285281926E+03, 7.057999878E+02
 1.285822245E+03, 7.040000000E+02
 1.286362507E+03, 7.047999878E+02
 1.286902713E+03, 7.032000122E+02
 1.287442862E+03, 7.050000000E+02
 1.287982955E+03, 7.087999878E+02
 1.288522992E+03, 7.057999878E+02
 1.289062972E+03, 7.087999878E+02
 1.289602896E+03, 7.007999878E+02
 1.290142763E+03, 7.090000000E+02
 1.290682574E+03, 6.990000000E+02
 1.291222329E+03, 7.055999756E+02
 1.291762027E+03, 7.040000000E+02
 1.292301669E+03, 7.022000122E+02
 1.292841255E+03, 7.080000000E+02
 1.293380784E+03, 7.030000000E+02
 1.293920257E+03, 7.057999878E+02
 1.294459674E+03, 7.050000000E+02
 1.294999034E+03, 7.050000000E+02
 1.295538338E+03, 7.027999878E+02
 1.296077586E+03, 7.055999756E+02
 1.296616777E+03, 7.012000122E+02
 1.297155912E+03, 7.034000244E+02
 1.297694990E+03, 7.084000244E+02
 1.298234013E+03, 7.080000000E+02
 1.298772979E+03, 7.035999756E+02
 1.299311888E+03, 7.082000122E+02
 1.299850741E+03, 7.055999756E+02
 1.300389539E+03, 7.032000122E+02
 1.300928279E+03, 7.074000244E+02
 1.301466964E+03, 7.057999878E+02
 1.302005592E+03, 7.047999878E+02
 1.302544164E+03, 7.064000244E+02
 1.303082679E+03, 7.074000244E+02
 1.303621139E+03, 7.067999878E+02
 1.304159542E+03, 7.012000122E+02
 1.304697889E+03, 7.014000244E+02
 1.305236179E+03, 7.095999756E+02
 1.305774413E+03, 7.047999878E+02
 1.306312591E+03, 7.037999878E+02
 1.306850713E+03, 7.072000122E+02
 1.307388779E+03, 7.005999756E+02
 1.307926788E+03, 7.072000122E+02
 1.308464741E+03, 7.032000122E+02
 1.309002638E+03, 7.030000000E+02
 1.309540478E+03, 7.025999756E+02
 1.310078262E+03, 7.027999878E+02
 1.310615991E+03, 7.034000244E+02
 1.311153662E+03, 7.072000122E+02
 1.311691278E+03, 7.130000000E+02
 1.312228838E+03, 7.112000122E+02
 1.312766341E+03, 7.042000122E+02
 1.313303788E+03, 7.057999878E+02
 1.313841179E+03, 7.065999756E+02
 1.314378513E+03, 7.070000000E+02
 1.314915792E+03, 7.074000244E+02
 1.315453014E+03, 7.094000244E+02
 1.315990180E+03, 7.025999756E+02
 1.316527290E+03, 7.095999756E+02
 1.317064344E+03, 7.060000000E+02
 1.317601341E+03, 7.137999878E+02
 1.318138283E+03, 7.050000000E+02
 1.318675168E+03, 7.117999878E+02
 1.319211997E+03, 7.072000122E+02
 1.319748770E+03, 7.034000244E+02
 1.320285487E+03, 7.110000000E+02
 1.320822148E+03, 7.112000122E+02
 1.321358752E+03, 7.054000244E+02
 1.321895300E+03, 7.070000000E+02
 1.322431793E+03, 7.095999756E+02
 1.322968229E+03, 7.067999878E+02
 1.323504609E+03, 7.020000000E+02
 1.324040933E+03, 7.097999878E+02
 1.324577200E+03, 7.042000122E+02
 1.325113412E+03, 7.052000122E+02
 1.325649568E+03, 7.084000244E+02
 1.326185667E+03, 7.060000000E+02
 1.326721710E+03, 7.037999878E+02
 1.327257698E+03, 7.092000122E+02
 1.327793629E+03, 7.087999878E+02
 1.328329504E+03, 7.047999878E+02
 1.328865323E+03, 7.092000122E+02
 1.329401086E+03, 7.062000122E+02
 1.329936793E+03, 7.080000000E+02
 1.330472443E+03, 7.120000000E+02
 1.331008038E+03, 7.105999756E+02
 1.331543577E+03, 7.074000244E+02
 1.332079059E+03, 7.040000000E+02
 1.332614486E+03, 7.112000122E+02
 1.333149856E+03, 7.042000122E+02
 1.333685171E+03, 7.045999756E+02
 1.334220429E+03, 7.090000000E+02
 1.334755631E+03, 7.087999878E+02
 1.335290778E+03, 7.055999756E+02
 1.335825868E+03, 7.065999756E+02
 1.336360902E+03, 7.077999878E+02
 1.336895880E+03, 7.055999756E+02
 1.337430803E+03, 7.015999756E+02
 1.337965669E+03, 7.115999756E+02
 1.338500479E+03, 7.097999878E+02
 1.339035233E+03, 7.117999878E+02
 1.339569931E+03, 7.062000122E+02
 1.340104574E+03, 7.100000000E+02
 1.340639160E+03, 7.125999756E+02
 1.341173690E+03, 7.062000122E+02
 1.341708164E+03, 7.130000000E+02
 1.342242583E+03, 7.055999756E+02
 1.342776945E+03, 7.144000244E+02
 1.343311251E+03, 7.072000122E+02
 1.343845501E+03, 7.092000122E+02
 1.344379696E+03, 7.070000000E+02
 1.344913834E+03, 7.080000000E+02
 1.345447917E+03, 7.095999756E+02
 1.345981943E+03, 7.115999756E+02
 1.346515914E+03, 7.104000244E+02
 1.347049828E+03, 7.092000122E+02
 1.347583687E+03, 7.095999756E+02
 1.348117490E+03, 7.062000122E+02
 1.348651237E+03, 7.130000000E+02
 1.349184928E+03, 7.134000244E+02
 1.349718563E+03, 7.114000244E+02
 1.350252142E+03, 7.070000000E+02
 1.350785665E+03, 7.134000244E+02
 1.351319132E+03, 7.160000000E+02
 1.351852543E+03, 7.112000122E+02
 1.352385899E+03, 7.094000244E+02
 1.352919198E+03, 7.184000244E+02
 1.353452442E+03, 7.107999878E+02
 1.353985630E+03, 7.120000000E+02
 1.354518762E+03, 7.094000244E+02
 1.355051838E+03, 7.110000000E+02
 1.355584858E+03, 7.115999756E+02
 1.356117822E+03, 7.107999878E+02
 1.356650730E+03, 7.127999878E+02
 1.357183583E+03, 7.112000122E+02
 1.357716379E+03, 7.110000000E+02
 1.358249120E+03, 7.117999878E+02
 1.358781805E+03, 7.074000244E+02
 1.359314434E+03, 7.152000122E+02
 1.359847008E+03, 7.137999878E+02
 1.360379525E+03, 7.142000122E+02
 1.360911987E+03, 7.114000244E+02
 1.361444392E+03, 7.135999756E+02
 1.361976742E+03, 7.132000122E+02
 1.362509036E+03, 7.127999878E+02
 1.363041275E+03, 7.142000122E+02
 1.363573457E+03, 7.202000122E+02
 1.364105584E+03, 7.265999756E+02
 1.364637654E+03, 7.230000000E+02
 1.365169670E+03, 7.104000244E+02
 1.365701629E+03, 7.144000244E+02
 1.366233532E+03, 7.130000000E+02
 1.366765380E+03, 7.104000244E+02
 1.367297172E+03, 7.140000000E+02
 1.367828908E+03, 7.124000244E+02
 1.368360588E+03, 7.130000000E+02
 1.368892213E+03, 7.055999756E+02
 1.369423781E+03, 7.125999756E+02
 1.369955294E+03, 7.135999756E+02
 1.370486752E+03, 7.142000122E+02
 1.371018153E+03, 7.114000244E+02
 1.371549499E+03, 7.177999878E+02
 1.372080789E+03, 7.110000000E+02
 1.372612023E+03, 7.150000000E+02
 1.373143202E+03, 7.130000000E+02
 1.373674324E+03, 7.082000122E+02
 1.374205391E+03, 7.087999878E+02
 1.374736403E+03, 7.165999756E+02
 1.375267358E+03, 7.150000000E+02
 1.375798258E+03, 7.125999756E+02
 1.376329102E+03, 7.125999756E+02
 1.376859891E+03, 7.115999756E+02
 1.377390623E+03, 7.152000122E+02
 1.377921300E+03, 7.214000244E+02
 1.378451922E+03, 7.177999878E+02
 1.378982487E+03, 7.194000244E+02
 1.379512997E+03, 7.205999756E+02
 1.380043451E+03, 7.205999756E+02
 1.380573850E+03, 7.247999878E+02
 1.381104193E+03, 7.315999756E+02
 1.381634480E+03, 7.715999756E+02
 1.382164712E+03, 1.086000000E+03
 1.382694888E+03, 1.778599976E+03
 1.383225008E+03, 1.123199951E+03
 1.383755072E+03, 7.717999878E+02
 1.384285081E+03, 7.342000122E+02
 1.384815034E+03, 7.262000122E+02
 1.385344932E+03, 7.217999878E+02
 1.385874774E+03, 7.187999878E+02
 1.386404560E+03, 7.155999756E+02
 1.386934291E+03, 7.157999878E+02
 1.387463966E+03, 7.194000244E+02
 1.387993585E+03, 7.195999756E+02
 1.388523149E+03, 7.160000000E+02
 1.389052657E+03, 7.177999878E+02
 1.389582110E+03, 7.194000244E+02
 1.390111507E+03, 7.134000244E+02
 1.390640848E+03, 7.170000000E+02
 1.391170134E+03, 7.125999756E+02
 1.391699364E+03, 7.150000000E+02
 1.392228539E+03, 7.124000244E+02
 1.392757658E+03, 7.145999756E+02
 1.393286721E+03, 7.212000122E+02
 1.393815729E+03, 7.140000000E+02
 1.394344681E+03, 7.155999756E+02
 1.394873578E+03, 7.134000244E+02
 1.395402419E+03, 7.162000122E+02
 1.395931204E+03, 7.182000122E+02
 1.396459934E+03, 7.132000122E+02
 1.396988609E+03, 7.095999756E+02
 1.397517228E+03, 7.157999878E+02
 1.398045791E+03, 7.112000122E+02
 1.398574299E+03, 7.182000122E+02
 1.399102751E+03, 7.124000244E+02
 1.399631148E+03, 7.187999878E+02
 1.400159489E+03, 7.204000244E+02
 1.400687774E+03, 7.137999878E+02
 1.401216004E+03, 7.195999756E+02
 1.401744179E+03, 7.182000122E+02
 1.402272298E+03, 7.165999756E+02
 1.402800362E+03, 7.192000122E+02
 1.403328370E+03, 7.372000122E+02
 1.403856322E+03, 7.777999878E+02
 1.404384219E+03, 7.672000122E+02
 1.404912061E+03, 7.294000244E+02
 1.405439847E+03, 7.142000122E+02
 1.405967578E+03, 7.157999878E+02
 1.406495253E+03, 7.162000122E+02
 1.407022872E+03, 7.147999878E+02
 1.407550436E+03, 7.175999756E+02
 1.408077945E+03, 7.184000244E+02
 1.408605398E+03, 7.155999756E+02
 1.409132796E+03, 7.174000244E+02
 1.409660138E+03, 7.167999878E+02
 1.410187425E+03, 7.157999878E+02
 1.410714657E+03, 7.160000000E+02
 1.411241833E+03, 7.190000000E+02
 1.411768953E+03, 7.107999878E+02
 1.412296018E+03, 7.197999878E+02
 1.412823028E+03, 7.172000122E+02
 1.413349982E+03, 7.170000000E+02
 1.413876881E+03, 7.157999878E+02
 1.414403724E+03, 7.170000000E+02
 1.414930512E+03, 7.174000244E+02
 1.415457245E+03, 7.222000122E+02
 1.415983922E+03, 7.225999756E+02
 1.416510543E+03, 7.180000000E+02
 1.417037110E+03, 7.152000122E+02
 1.417563621E+03, 7.187999878E+02
 1.418090076E+03, 7.180000000E+02
 1.418616476E+03, 7.195999756E+02
 1.419142821E+03, 7.177999878E+02
 1.419669110E+03, 7.194000244E+02
 1.420195344E+03, 7.202000122E+02
 1.420721523E+03, 7.167999878E+02
 1.421247646E+03, 7.200000000E+02
 1.421773714E+03, 7.200000000E+02
 1.422299727E+03, 7.150000000E+02
 1.422825684E+03, 7.137999878E+02
 1.423351586E+03, 7.142000122E+02
 1.423877432E+03, 7.172000122E+02
 1.424403223E+03, 7.172000122E+02
 1.424928959E+03, 7.217999878E+02
 1.425454640E+03, 7.232000122E+02
 1.425980265E+03, 7.142000122E+02
 1.426505835E+03, 7.192000122E+02
 1.427031349E+03, 7.195999756E+02
 1.427556808E+03, 7.217999878E+02
 1.428082212E+03, 7.195999756E+02
 1.428607561E+03, 7.232000122E+02
 1.429132854E+03, 7.140000000E+02
 1.429658092E+03, 7.180000000E+02
 1.430183275E+03, 7.160000000E+02
 1.430708402E+03, 7.190000000E+02
 1.431233474E+03, 7.175999756E+02
 1.431758491E+03, 7.184000244E+02
 1.432283452E+03, 7.175999756E+02
 1.432808358E+03, 7.187999878E+02
 1.433333209E+03, 7.195999756E+02
 1.433858005E+03, 7.157999878E+02
 1.434382745E+03, 7.220000000E+02
 1.434907431E+03, 7.137999878E+02
 1.435432060E+03, 7.180000000E+02
 1.435956635E+03, 7.155999756E+02
 1.436481154E+03, 7.172000122E+02
 1.437005619E+03, 7.155999756E+02
 1.437530028E+03, 7.187999878E+02
 1.438054381E+03, 7.160000000E+02
