,filename,Splitting,Diad1_Cent,Diad1_Area,Residual_Diad1,Diad2_Cent,Diad2_Area,Residual_Diad2,HB1_Cent,HB1_Area,HB2_Cent,HB2_Area,C13_Cent,C13_Area
0,007_k9.csv,102.90545073269391,1278.9903730354354,671.0528726818225,3.116136579605957,1381.8958237681293,972.534232283503,1.85476292920178,,0,1403.184340536756,85.96275807166428,,0
