28.221137,4092
29.458552,4489
30.695824,5483
31.932952,7311
33.169935,11136
34.406774,18820
35.643469,32050
36.880020,49515
38.116426,69956
39.352689,93026
40.588807,118343
41.824781,142823
43.060611,164388
44.296296,180094
45.531838,190102
46.767235,195394
48.002488,195371
49.237597,191537
50.472562,183748
51.707383,176908
52.942059,169237
54.176591,159427
55.410979,152230
56.645223,144137
57.879323,134994
59.113278,127877
60.347090,120236
61.580757,113201
62.814280,106821
64.047659,101108
65.280893,92838
66.513984,86057
67.746930,80576
68.979732,74996
70.212390,69633
71.444904,65413
72.677273,60296
73.909498,56316
75.141580,53538
76.373517,49334
77.605309,46106
78.836958,43954
80.068462,40942
81.299823,38063
82.531039,36174
83.762111,34347
84.993038,32598
86.223822,32342
87.454461,31263
88.684957,28744
89.915308,27710
91.145514,26822
92.375577,25690
93.605496,25380
94.835270,25569
96.064900,24048
97.294386,23670
98.523728,23230
99.752925,22059
100.981979,21616
102.210888,21740
103.439653,21201
104.668274,20913
105.896750,20723
107.125083,20636
108.353271,20517
109.581315,21113
110.809215,20953
112.036971,20132
113.264583,20023
114.492050,20010
115.719373,19674
116.946552,19797
118.173587,20087
119.400478,19782
120.627224,19694
121.853827,19522
123.080285,19281
124.306599,19241
125.532769,19476
126.758794,19688
127.984676,19036
129.210413,19146
130.436006,18964
131.661455,19145
132.886760,19369
134.111920,19479
135.336936,19171
136.561809,18925
137.786537,18864
139.011120,19091
140.235560,18984
141.459855,19349
142.684007,19423
143.908014,19074
145.131877,19034
146.355595,19079
147.579170,19123
148.802600,19013
150.025887,19032
151.249029,19062
152.472026,19030
153.694880,18883
154.917590,18995
156.140155,18902
157.362576,19104
158.584853,19065
159.806986,18997
161.028974,18900
162.250819,18936
163.472519,18797
164.694075,19028
165.915487,19020
167.136754,19067
168.357878,18875
169.578857,18936
170.799692,18824
172.020383,18949
173.240930,18974
174.461333,18928
175.681591,18928
176.901705,18932
178.121675,18748
179.341501,19593
180.561183,18951
181.780720,18945
183.000114,19031
184.219363,19058
185.438468,18941
186.657429,19017
187.876245,19030
189.094918,19008
190.313446,19600
191.531830,18908
192.750070,19074
193.968166,18919
195.186117,18992
196.403924,19135
197.621588,19155
198.839107,19133
200.056481,19415
201.273712,19189
202.490798,19295
203.707741,19201
204.924539,19351
206.141193,19253
207.357702,19421
208.574068,19284
209.790289,19275
211.006367,19292
212.222300,19267
213.438088,19429
214.653733,19427
215.869234,19160
217.084590,19259
218.299802,19312
219.514870,19254
220.729794,19374
221.944573,19328
223.159209,19611
224.373700,19476
225.588047,19407
226.802250,19325
228.016308,19404
229.230223,19354
230.443993,19493
231.657619,19446
232.871101,19595
234.084439,19493
235.297633,19502
236.510682,19606
237.723587,19668
238.936348,19629
240.148965,19774
241.361438,19709
242.573766,19724
243.785951,19923
244.997991,19532
246.209887,19810
247.421639,20113
248.633246,19921
249.844710,19892
251.056029,20062
252.267204,19747
253.478235,19956
254.689122,19940
255.899864,19926
257.110462,19891
258.320917,19856
259.531227,19818
260.741392,19926
261.951414,19867
263.161291,19949
264.371025,19796
265.580614,19989
266.790059,19792
267.999359,20079
269.208516,20135
270.417528,19833
271.626397,20006
272.835121,20142
274.043700,20168
275.252136,19987
276.460428,20111
277.668575,20164
278.876578,20297
280.084437,20329
281.292152,20380
282.499722,20169
283.707149,20480
284.914431,20522
286.121569,20496
287.328563,20491
288.535412,20655
289.742118,20659
290.948679,20745
292.155096,20557
293.361369,20900
294.567498,20810
295.773483,20966
296.979323,20988
298.185019,20831
299.390571,20953
300.595979,20928
301.801243,20843
303.006362,20922
304.211338,20797
305.416169,21123
306.620856,20769
307.825399,20887
309.029797,20709
310.234052,21120
311.438162,20919
312.642128,20970
313.845950,20932
315.049628,21063
316.253161,20972
317.456550,20918
318.659796,20757
319.862897,20968
321.065853,21162
322.268666,21824
323.471334,21074
324.673859,20957
325.876239,20888
327.078475,21061
328.280566,21036
329.482514,21272
330.684317,21270
331.885977,21253
333.087492,21510
334.288862,21491
335.490089,21542
336.691172,21327
337.892110,21308
339.092904,21384
340.293554,21425
341.494060,21707
342.694421,21643
343.894639,21536
345.094712,21594
346.294641,21640
347.494426,21479
348.694066,21763
349.893563,21642
351.092915,21829
352.292123,21766
353.491187,21729
354.690107,21702
355.888883,21746
357.087514,21535
358.286001,21862
359.484344,21646
360.682543,22027
361.880598,21902
363.078508,21803
364.276275,21705
365.473897,21735
366.671375,21774
367.868709,21825
369.065898,21747
370.262944,21780
371.459845,21682
372.656602,21931
373.853215,21700
375.049684,21965
376.246008,21995
377.442188,21898
378.638225,21815
379.834117,21874
381.029864,22012
382.225468,22106
