X-Axis	BL1_MI1_H2O_quant
 2.967842936E+03	 1.098500000E+03
 2.971364377E+03	 1.101699951E+03
 2.974884197E+03	 1.103400024E+03
 2.978402397E+03	 1.090500000E+03
 2.981918979E+03	 1.095500000E+03
 2.985433943E+03	 1.103800049E+03
 2.988947291E+03	 1.095099976E+03
 2.992459024E+03	 1.093000000E+03
 2.995969144E+03	 1.098000000E+03
 2.999477650E+03	 1.097900024E+03
 3.002984545E+03	 1.102099976E+03
 3.006489830E+03	 1.101800049E+03
 3.009993505E+03	 1.100800049E+03
 3.013495572E+03	 1.105800049E+03
 3.016996032E+03	 1.101800049E+03
 3.020494886E+03	 1.103900024E+03
 3.023992135E+03	 1.096199951E+03
 3.027487780E+03	 1.106300049E+03
 3.030981823E+03	 1.108900024E+03
 3.034474265E+03	 1.108099976E+03
 3.037965106E+03	 1.109800049E+03
 3.041454348E+03	 1.105800049E+03
 3.044941993E+03	 1.105500000E+03
 3.048428040E+03	 1.113099976E+03
 3.051912492E+03	 1.102300049E+03
 3.055395349E+03	 1.104500000E+03
 3.058876612E+03	 1.114900024E+03
 3.062356283E+03	 1.110500000E+03
 3.065834363E+03	 1.117000000E+03
 3.069310853E+03	 1.110000000E+03
 3.072785754E+03	 1.113500000E+03
 3.076259067E+03	 1.113199951E+03
 3.079730793E+03	 1.116000000E+03
 3.083200933E+03	 1.111400024E+03
 3.086669489E+03	 1.105699951E+03
 3.090136462E+03	 1.119000000E+03
 3.093601852E+03	 1.112800049E+03
 3.097065661E+03	 1.119599976E+03
 3.100527890E+03	 1.120300049E+03
 3.103988540E+03	 1.113300049E+03
 3.107447612E+03	 1.113199951E+03
 3.110905108E+03	 1.114300049E+03
 3.114361027E+03	 1.114900024E+03
 3.117815372E+03	 1.117000000E+03
 3.121268144E+03	 1.119300049E+03
 3.124719344E+03	 1.114199951E+03
 3.128168972E+03	 1.115099976E+03
 3.131617030E+03	 1.118000000E+03
 3.135063519E+03	 1.116800049E+03
 3.138508440E+03	 1.122400024E+03
 3.141951794E+03	 1.123400024E+03
 3.145393583E+03	 1.116599976E+03
 3.148833807E+03	 1.120699951E+03
 3.152272467E+03	 1.116699951E+03
 3.155709565E+03	 1.117800049E+03
 3.159145102E+03	 1.117500000E+03
 3.162579078E+03	 1.117099976E+03
 3.166011495E+03	 1.120699951E+03
 3.169442355E+03	 1.120699951E+03
 3.172871657E+03	 1.120800049E+03
 3.176299403E+03	 1.111099976E+03
 3.179725594E+03	 1.118199951E+03
 3.183150232E+03	 1.120000000E+03
 3.186573317E+03	 1.116400024E+03
 3.189994851E+03	 1.117800049E+03
 3.193414834E+03	 1.124400024E+03
 3.196833268E+03	 1.126699951E+03
 3.200250154E+03	 1.124099976E+03
 3.203665492E+03	 1.125400024E+03
 3.207079284E+03	 1.122400024E+03
 3.210491531E+03	 1.130199951E+03
 3.213902234E+03	 1.128900024E+03
 3.217311395E+03	 1.126599976E+03
 3.220719013E+03	 1.134500000E+03
 3.224125091E+03	 1.133900024E+03
 3.227529629E+03	 1.131800049E+03
 3.230932628E+03	 1.140199951E+03
 3.234334090E+03	 1.141099976E+03
 3.237734016E+03	 1.140599976E+03
 3.241132406E+03	 1.138599976E+03
 3.244529262E+03	 1.135400024E+03
 3.247924585E+03	 1.143599976E+03
 3.251318375E+03	 1.148300049E+03
 3.254710635E+03	 1.146699951E+03
 3.258101364E+03	 1.144900024E+03
 3.261490564E+03	 1.142500000E+03
 3.264878237E+03	 1.147599976E+03
 3.268264383E+03	 1.151500000E+03
 3.271649003E+03	 1.148300049E+03
 3.275032098E+03	 1.148800049E+03
 3.278413670E+03	 1.155599976E+03
 3.281793719E+03	 1.160000000E+03
 3.285172246E+03	 1.150800049E+03
 3.288549253E+03	 1.152199951E+03
 3.291924741E+03	 1.160900024E+03
 3.295298710E+03	 1.161300049E+03
 3.298671162E+03	 1.163400024E+03
 3.302042098E+03	 1.165300049E+03
 3.305411519E+03	 1.155300049E+03
 3.308779425E+03	 1.171599976E+03
 3.312145819E+03	 1.173800049E+03
 3.315510700E+03	 1.173300049E+03
 3.318874071E+03	 1.168800049E+03
 3.322235931E+03	 1.178500000E+03
 3.325596283E+03	 1.173599976E+03
 3.328955127E+03	 1.174099976E+03
 3.332312464E+03	 1.176699951E+03
 3.335668295E+03	 1.176800049E+03
 3.339022622E+03	 1.180300049E+03
 3.342375445E+03	 1.190800049E+03
 3.345726766E+03	 1.185599976E+03
 3.349076585E+03	 1.189599976E+03
 3.352424904E+03	 1.191300049E+03
 3.355771723E+03	 1.188800049E+03
 3.359117044E+03	 1.198900024E+03
 3.362460867E+03	 1.204800049E+03
 3.365803194E+03	 1.205099976E+03
 3.369144026E+03	 1.209500000E+03
 3.372483363E+03	 1.204800049E+03
 3.375821208E+03	 1.212000000E+03
 3.379157560E+03	 1.216900024E+03
 3.382492421E+03	 1.215099976E+03
 3.385825792E+03	 1.216500000E+03
 3.389157674E+03	 1.223099976E+03
 3.392488068E+03	 1.217800049E+03
 3.395816975E+03	 1.215599976E+03
 3.399144396E+03	 1.214199951E+03
 3.402470332E+03	 1.222599976E+03
 3.405794785E+03	 1.228199951E+03
 3.409117754E+03	 1.222599976E+03
 3.412439242E+03	 1.231300049E+03
 3.415759248E+03	 1.240500000E+03
 3.419077775E+03	 1.230699951E+03
 3.422394824E+03	 1.238800049E+03
 3.425710394E+03	 1.227500000E+03
 3.429024488E+03	 1.237000000E+03
 3.432337107E+03	 1.242500000E+03
 3.435648250E+03	 1.241900024E+03
 3.438957921E+03	 1.246500000E+03
 3.442266118E+03	 1.250099976E+03
 3.445572844E+03	 1.257000000E+03
 3.448878100E+03	 1.251000000E+03
 3.452181886E+03	 1.250699951E+03
 3.455484203E+03	 1.262000000E+03
 3.458785053E+03	 1.264099976E+03
 3.462084437E+03	 1.258500000E+03
 3.465382355E+03	 1.271000000E+03
 3.468678809E+03	 1.275800049E+03
 3.471973800E+03	 1.271699951E+03
 3.475267328E+03	 1.268500000E+03
 3.478559395E+03	 1.275199951E+03
 3.481850002E+03	 1.275400024E+03
 3.485139149E+03	 1.273400024E+03
 3.488426838E+03	 1.283000000E+03
 3.491713070E+03	 1.284800049E+03
 3.494997845E+03	 1.288000000E+03
 3.498281165E+03	 1.290400024E+03
 3.501563031E+03	 1.296599976E+03
 3.504843444E+03	 1.303199951E+03
 3.508122405E+03	 1.308400024E+03
 3.511399914E+03	 1.303199951E+03
 3.514675974E+03	 1.305099976E+03
 3.517950584E+03	 1.310500000E+03
 3.521223746E+03	 1.302400024E+03
 3.524495461E+03	 1.309300049E+03
 3.527765730E+03	 1.315099976E+03
 3.531034554E+03	 1.319000000E+03
 3.534301933E+03	 1.310400024E+03
 3.537567870E+03	 1.319500000E+03
 3.540832364E+03	 1.321800049E+03
 3.544095418E+03	 1.318699951E+03
 3.547357031E+03	 1.335000000E+03
 3.550617205E+03	 1.328500000E+03
 3.553875941E+03	 1.323599976E+03
 3.557133241E+03	 1.338000000E+03
 3.560389104E+03	 1.331000000E+03
 3.563643532E+03	 1.334400024E+03
 3.566896526E+03	 1.332400024E+03
 3.570148087E+03	 1.349500000E+03
 3.573398216E+03	 1.331099976E+03
 3.576646914E+03	 1.344099976E+03
 3.579894182E+03	 1.327699951E+03
 3.583140021E+03	 1.331300049E+03
 3.586384432E+03	 1.323699951E+03
 3.589627416E+03	 1.320800049E+03
 3.592868974E+03	 1.322199951E+03
 3.596109107E+03	 1.334800049E+03
 3.599347816E+03	 1.321900024E+03
 3.602585102E+03	 1.316400024E+03
 3.605820966E+03	 1.317099976E+03
 3.609055409E+03	 1.309199951E+03
 3.612288432E+03	 1.313199951E+03
 3.615520035E+03	 1.300400024E+03
 3.618750221E+03	 1.297000000E+03
 3.621978990E+03	 1.286099976E+03
 3.625206343E+03	 1.281500000E+03
 3.628432281E+03	 1.269900024E+03
 3.631656805E+03	 1.259599976E+03
 3.634879915E+03	 1.251400024E+03
 3.638101614E+03	 1.242400024E+03
 3.641321902E+03	 1.226000000E+03
 3.644540780E+03	 1.219199951E+03
 3.647758248E+03	 1.214300049E+03
 3.650974309E+03	 1.196199951E+03
 3.654188962E+03	 1.190500000E+03
 3.657402210E+03	 1.178800049E+03
 3.660614052E+03	 1.163300049E+03
 3.663824491E+03	 1.152900024E+03
 3.667033526E+03	 1.143900024E+03
 3.670241159E+03	 1.138199951E+03
 3.673447391E+03	 1.127199951E+03
 3.676652223E+03	 1.126099976E+03
 3.679855656E+03	 1.108300049E+03
 3.683057691E+03	 1.101300049E+03
 3.686258328E+03	 1.088900024E+03
 3.689457570E+03	 1.091599976E+03
 3.692655416E+03	 1.081699951E+03
 3.695851868E+03	 1.082199951E+03
 3.699046927E+03	 1.078300049E+03
 3.702240594E+03	 1.072900024E+03
 3.705432870E+03	 1.061599976E+03
 3.708623755E+03	 1.065099976E+03
 3.711813251E+03	 1.061400024E+03
 3.715001359E+03	 1.056500000E+03
 3.718188080E+03	 1.055900024E+03
 3.721373415E+03	 1.053599976E+03
 3.724557364E+03	 1.047699951E+03
 3.727739929E+03	 1.050300049E+03
 3.730921111E+03	 1.041900024E+03
 3.734100910E+03	 1.044900024E+03
 3.737279329E+03	 1.041000000E+03
 3.740456367E+03	 1.044300049E+03
 3.743632025E+03	 1.048800049E+03
 3.746806305E+03	 1.033500000E+03
 3.749979208E+03	 1.042699951E+03
 3.753150735E+03	 1.034400024E+03
 3.756320886E+03	 1.037199951E+03
 3.759489663E+03	 1.039599976E+03
 3.762657067E+03	 1.040699951E+03
 3.765823098E+03	 1.037000000E+03
 3.768987757E+03	 1.034900024E+03
 3.772151047E+03	 1.040400024E+03
 3.775312966E+03	 1.035800049E+03
 3.778473518E+03	 1.033099976E+03
 3.781632702E+03	 1.035199951E+03
 3.784790519E+03	 1.032500000E+03
 3.787946971E+03	 1.030800049E+03
 3.791102058E+03	 1.027900024E+03
 3.794255782E+03	 1.032599976E+03
 3.797408144E+03	 1.037500000E+03
 3.800559144E+03	 1.029800049E+03
 3.803708783E+03	 1.032400024E+03
 3.806857062E+03	 1.035699951E+03
 3.810003984E+03	 1.033300049E+03
 3.813149547E+03	 1.032099976E+03
 3.816293754E+03	 1.032900024E+03
 3.819436605E+03	 1.031099976E+03
 3.822578102E+03	 1.029099976E+03
 3.825718245E+03	 1.030599976E+03
 3.828857035E+03	 1.032099976E+03
 3.831994474E+03	 1.034900024E+03
 3.835130562E+03	 1.031900024E+03
 3.838265300E+03	 1.026400024E+03
 3.841398689E+03	 1.033300049E+03
 3.844530731E+03	 1.021299988E+03
 3.847661426E+03	 1.035400024E+03
 3.850790775E+03	 1.044599976E+03
 3.853918780E+03	 1.022900024E+03
 3.857045440E+03	 1.029599976E+03
 3.860170758E+03	 1.028699951E+03
 3.863294734E+03	 1.032900024E+03
 3.866417369E+03	 1.027000000E+03
 3.869538665E+03	 1.029300049E+03
 3.872658621E+03	 1.027099976E+03
 3.875777240E+03	 1.032900024E+03
 3.878894522E+03	 1.032099976E+03
 3.882010468E+03	 1.032900024E+03
 3.885125078E+03	 1.027400024E+03
 3.888238356E+03	 1.027599976E+03
 3.891350300E+03	 1.027800049E+03
 3.894460912E+03	 1.024500000E+03
 3.897570193E+03	 1.022200012E+03
 3.900678144E+03	 1.021400024E+03
 3.903784767E+03	 1.023599976E+03
 3.906890061E+03	 1.019200012E+03
 3.909994028E+03	 1.022700012E+03
 3.913096669E+03	 1.022000000E+03
 3.916197986E+03	 1.020299988E+03
 3.919297978E+03	 1.027699951E+03
 3.922396647E+03	 1.020299988E+03
 3.925493994E+03	 1.026900024E+03
 3.928590020E+03	 1.027900024E+03
 3.931684726E+03	 1.028300049E+03
 3.934778113E+03	 1.024300049E+03
 3.937870182E+03	 1.021000000E+03
 3.940960934E+03	 1.019700012E+03
 3.944050369E+03	 1.020000000E+03
 3.947138490E+03	 1.017599976E+03
 3.950225296E+03	 1.024099976E+03
 3.953310789E+03	 1.021400024E+03
 3.956394970E+03	 1.022500000E+03
 3.959477840E+03	 1.024300049E+03
 3.962559400E+03	 1.023900024E+03
 3.965639650E+03	 1.018900024E+03
 3.968718593E+03	 1.019700012E+03
 3.971796228E+03	 1.017000000E+03
 3.974872557E+03	 1.018200012E+03
 3.977947581E+03	 1.019700012E+03
 3.981021301E+03	 1.014599976E+03
 3.984093717E+03	 1.024000000E+03
 3.987164831E+03	 1.019099976E+03
 3.990234644E+03	 1.019500000E+03
 3.993303157E+03	 1.019700012E+03
 3.996370371E+03	 1.020400024E+03
 3.999436286E+03	 1.021700012E+03
 4.002500904E+03	 1.020599976E+03
 4.005564226E+03	 1.022599976E+03
 4.008626253E+03	 1.021400024E+03
 4.011686985E+03	 1.014200012E+03
 4.014746424E+03	 1.018099976E+03
 4.017804571E+03	 1.029599976E+03
 4.020861427E+03	 1.014799988E+03
 4.023916992E+03	 1.017599976E+03
 4.026971269E+03	 1.019500000E+03
 4.030024257E+03	 1.022900024E+03
 4.033075957E+03	 1.017799988E+03
 4.036126372E+03	 1.016200012E+03
 4.039175501E+03	 1.013700012E+03
 4.042223346E+03	 1.017099976E+03
 4.045269908E+03	 1.007200012E+03
