X-Axis	CC7_MI3_H2O
 2.971364377E+03	 1.014099976E+03
 2.974884197E+03	 1.013599976E+03
 2.978402397E+03	 1.013000000E+03
 2.981918979E+03	 1.014500000E+03
 2.985433943E+03	 1.012000000E+03
 2.988947291E+03	 1.019900024E+03
 2.992459024E+03	 1.019299988E+03
 2.995969144E+03	 1.019000000E+03
 2.999477650E+03	 1.020299988E+03
 3.002984545E+03	 1.014200012E+03
 3.006489830E+03	 1.017599976E+03
 3.009993505E+03	 1.018400024E+03
 3.013495572E+03	 1.019099976E+03
 3.016996032E+03	 1.016000000E+03
 3.020494886E+03	 1.014799988E+03
 3.023992135E+03	 1.015900024E+03
 3.027487780E+03	 1.021799988E+03
 3.030981823E+03	 1.026099976E+03
 3.034474265E+03	 1.032699951E+03
 3.037965106E+03	 1.025400024E+03
 3.041454348E+03	 1.013500000E+03
 3.044941993E+03	 1.025599976E+03
 3.048428040E+03	 1.022700012E+03
 3.051912492E+03	 1.027699951E+03
 3.055395349E+03	 1.022299988E+03
 3.058876612E+03	 1.029199951E+03
 3.062356283E+03	 1.025400024E+03
 3.065834363E+03	 1.033099976E+03
 3.069310853E+03	 1.025400024E+03
 3.072785754E+03	 1.028099976E+03
 3.076259067E+03	 1.028699951E+03
 3.079730793E+03	 1.024000000E+03
 3.083200933E+03	 1.022099976E+03
 3.086669489E+03	 1.027199951E+03
 3.090136462E+03	 1.031300049E+03
 3.093601852E+03	 1.030800049E+03
 3.097065661E+03	 1.036800049E+03
 3.100527890E+03	 1.033699951E+03
 3.103988540E+03	 1.034599976E+03
 3.107447612E+03	 1.030300049E+03
 3.110905108E+03	 1.035099976E+03
 3.114361027E+03	 1.040199951E+03
 3.117815372E+03	 1.033099976E+03
 3.121268144E+03	 1.032199951E+03
 3.124719344E+03	 1.032099976E+03
 3.128168972E+03	 1.029199951E+03
 3.131617030E+03	 1.033300049E+03
 3.135063519E+03	 1.035800049E+03
 3.138508440E+03	 1.032900024E+03
 3.141951794E+03	 1.027199951E+03
 3.145393583E+03	 1.030300049E+03
 3.148833807E+03	 1.029400024E+03
 3.152272467E+03	 1.034599976E+03
 3.155709565E+03	 1.026099976E+03
 3.159145102E+03	 1.035699951E+03
 3.162579078E+03	 1.030099976E+03
 3.166011495E+03	 1.033000000E+03
 3.169442355E+03	 1.028599976E+03
 3.172871657E+03	 1.033400024E+03
 3.176299403E+03	 1.032199951E+03
 3.179725594E+03	 1.036599976E+03
 3.183150232E+03	 1.039000000E+03
 3.186573317E+03	 1.036099976E+03
 3.189994851E+03	 1.039500000E+03
 3.193414834E+03	 1.035500000E+03
 3.196833268E+03	 1.039400024E+03
 3.200250154E+03	 1.040599976E+03
 3.203665492E+03	 1.039599976E+03
 3.207079284E+03	 1.042199951E+03
 3.210491531E+03	 1.041300049E+03
 3.213902234E+03	 1.045300049E+03
 3.217311395E+03	 1.045300049E+03
 3.220719013E+03	 1.042000000E+03
 3.224125091E+03	 1.050800049E+03
 3.227529629E+03	 1.056900024E+03
 3.230932628E+03	 1.060300049E+03
 3.234334090E+03	 1.045800049E+03
 3.237734016E+03	 1.048900024E+03
 3.241132406E+03	 1.055599976E+03
 3.244529262E+03	 1.053099976E+03
 3.247924585E+03	 1.055099976E+03
 3.251318375E+03	 1.057800049E+03
 3.254710635E+03	 1.051900024E+03
 3.258101364E+03	 1.058199951E+03
 3.261490564E+03	 1.062900024E+03
 3.264878237E+03	 1.057500000E+03
 3.268264383E+03	 1.055000000E+03
 3.271649003E+03	 1.060900024E+03
 3.275032098E+03	 1.064699951E+03
 3.278413670E+03	 1.062099976E+03
 3.281793719E+03	 1.063199951E+03
 3.285172246E+03	 1.072199951E+03
 3.288549253E+03	 1.063400024E+03
 3.291924741E+03	 1.071500000E+03
 3.295298710E+03	 1.072500000E+03
 3.298671162E+03	 1.066300049E+03
 3.302042098E+03	 1.069500000E+03
 3.305411519E+03	 1.068199951E+03
 3.308779425E+03	 1.073599976E+03
 3.312145819E+03	 1.079500000E+03
 3.315510700E+03	 1.088599976E+03
 3.318874071E+03	 1.079699951E+03
 3.322235931E+03	 1.075699951E+03
 3.325596283E+03	 1.083099976E+03
 3.328955127E+03	 1.090099976E+03
 3.332312464E+03	 1.091599976E+03
 3.335668295E+03	 1.088199951E+03
 3.339022622E+03	 1.098500000E+03
 3.342375445E+03	 1.101099976E+03
 3.345726766E+03	 1.094599976E+03
 3.349076585E+03	 1.100900024E+03
 3.352424904E+03	 1.105300049E+03
 3.355771723E+03	 1.102099976E+03
 3.359117044E+03	 1.107199951E+03
 3.362460867E+03	 1.110699951E+03
 3.365803194E+03	 1.108000000E+03
 3.369144026E+03	 1.115800049E+03
 3.372483363E+03	 1.107099976E+03
 3.375821208E+03	 1.110400024E+03
 3.379157560E+03	 1.109000000E+03
 3.382492421E+03	 1.116699951E+03
 3.385825792E+03	 1.116199951E+03
 3.389157674E+03	 1.119000000E+03
 3.392488068E+03	 1.124500000E+03
 3.395816975E+03	 1.126900024E+03
 3.399144396E+03	 1.126500000E+03
 3.402470332E+03	 1.126400024E+03
 3.405794785E+03	 1.121800049E+03
 3.409117754E+03	 1.131800049E+03
 3.412439242E+03	 1.131099976E+03
 3.415759248E+03	 1.133800049E+03
 3.419077775E+03	 1.133300049E+03
 3.422394824E+03	 1.137599976E+03
 3.425710394E+03	 1.139000000E+03
 3.429024488E+03	 1.142500000E+03
 3.432337107E+03	 1.143500000E+03
 3.435648250E+03	 1.142800049E+03
 3.438957921E+03	 1.151000000E+03
 3.442266118E+03	 1.146199951E+03
 3.445572844E+03	 1.158199951E+03
 3.448878100E+03	 1.154199951E+03
 3.452181886E+03	 1.156400024E+03
 3.455484203E+03	 1.159400024E+03
 3.458785053E+03	 1.151300049E+03
 3.462084437E+03	 1.171000000E+03
 3.465382355E+03	 1.167000000E+03
 3.468678809E+03	 1.165900024E+03
 3.471973800E+03	 1.165699951E+03
 3.475267328E+03	 1.172199951E+03
 3.478559395E+03	 1.170599976E+03
 3.481850002E+03	 1.183500000E+03
 3.485139149E+03	 1.181800049E+03
 3.488426838E+03	 1.187599976E+03
 3.491713070E+03	 1.186900024E+03
 3.494997845E+03	 1.187699951E+03
 3.498281165E+03	 1.188300049E+03
 3.501563031E+03	 1.190500000E+03
 3.504843444E+03	 1.191199951E+03
 3.508122405E+03	 1.191099976E+03
 3.511399914E+03	 1.195699951E+03
 3.514675974E+03	 1.206199951E+03
 3.517950584E+03	 1.198300049E+03
 3.521223746E+03	 1.200099976E+03
 3.524495461E+03	 1.213199951E+03
 3.527765730E+03	 1.208699951E+03
 3.531034554E+03	 1.214300049E+03
 3.534301933E+03	 1.214699951E+03
 3.537567870E+03	 1.220800049E+03
 3.540832364E+03	 1.220000000E+03
 3.544095418E+03	 1.233800049E+03
 3.547357031E+03	 1.238500000E+03
 3.550617205E+03	 1.233300049E+03
 3.553875941E+03	 1.223400024E+03
 3.557133241E+03	 1.228000000E+03
 3.560389104E+03	 1.238400024E+03
 3.563643532E+03	 1.238599976E+03
 3.566896526E+03	 1.239699951E+03
 3.570148087E+03	 1.238699951E+03
 3.573398216E+03	 1.227199951E+03
 3.576646914E+03	 1.237599976E+03
 3.579894182E+03	 1.247400024E+03
 3.583140021E+03	 1.234800049E+03
 3.586384432E+03	 1.233099976E+03
 3.589627416E+03	 1.238599976E+03
 3.592868974E+03	 1.231199951E+03
 3.596109107E+03	 1.227699951E+03
 3.599347816E+03	 1.226099976E+03
 3.602585102E+03	 1.217900024E+03
 3.605820966E+03	 1.215300049E+03
 3.609055409E+03	 1.221099976E+03
 3.612288432E+03	 1.214900024E+03
 3.615520035E+03	 1.209300049E+03
 3.618750221E+03	 1.200400024E+03
 3.621978990E+03	 1.187900024E+03
 3.625206343E+03	 1.184500000E+03
 3.628432281E+03	 1.171400024E+03
 3.631656805E+03	 1.160800049E+03
 3.634879915E+03	 1.153599976E+03
 3.638101614E+03	 1.144099976E+03
 3.641321902E+03	 1.126800049E+03
 3.644540780E+03	 1.121599976E+03
 3.647758248E+03	 1.104800049E+03
 3.650974309E+03	 1.102599976E+03
 3.654188962E+03	 1.089400024E+03
 3.657402210E+03	 1.080699951E+03
 3.660614052E+03	 1.063800049E+03
 3.663824491E+03	 1.050300049E+03
 3.667033526E+03	 1.045000000E+03
 3.670241159E+03	 1.035599976E+03
 3.673447391E+03	 1.026000000E+03
 3.676652223E+03	 1.020299988E+03
 3.679855656E+03	 1.010099976E+03
 3.683057691E+03	 1.009000000E+03
 3.686258328E+03	 9.962000122E+02
 3.689457570E+03	 9.964000244E+02
 3.692655416E+03	 9.900000000E+02
 3.695851868E+03	 9.860000000E+02
 3.699046927E+03	 9.777000122E+02
 3.702240594E+03	 9.674000244E+02
 3.705432870E+03	 9.707999878E+02
 3.708623755E+03	 9.717000122E+02
 3.711813251E+03	 9.637000122E+02
 3.715001359E+03	 9.617999878E+02
 3.718188080E+03	 9.610999756E+02
 3.721373415E+03	 9.605999756E+02
 3.724557364E+03	 9.625999756E+02
 3.727739929E+03	 9.560000000E+02
 3.730921111E+03	 9.530999756E+02
 3.734100910E+03	 9.537999878E+02
 3.737279329E+03	 9.482000122E+02
 3.740456367E+03	 9.459000244E+02
 3.743632025E+03	 9.450999756E+02
 3.746806305E+03	 9.499000244E+02
 3.749979208E+03	 9.492000122E+02
 3.753150735E+03	 9.477999878E+02
 3.756320886E+03	 9.419000244E+02
 3.759489663E+03	 9.480999756E+02
 3.762657067E+03	 9.460000000E+02
 3.765823098E+03	 9.440000000E+02
 3.768987757E+03	 9.382999878E+02
 3.772151047E+03	 9.445000000E+02
 3.775312966E+03	 9.410000000E+02
 3.778473518E+03	 9.457999878E+02
 3.781632702E+03	 9.407999878E+02
 3.784790519E+03	 9.459000244E+02
 3.787946971E+03	 9.405000000E+02
 3.791102058E+03	 9.839000244E+02
 3.794255782E+03	 9.437000122E+02
 3.797408144E+03	 9.380999756E+02
 3.800559144E+03	 9.385999756E+02
 3.803708783E+03	 9.337999878E+02
 3.806857062E+03	 9.362000122E+02
 3.810003984E+03	 9.464000244E+02
 3.813149547E+03	 9.350000000E+02
 3.816293754E+03	 9.392000122E+02
 3.819436605E+03	 9.359000244E+02
 3.822578102E+03	 9.405000000E+02
 3.825718245E+03	 9.375000000E+02
 3.828857035E+03	 9.375999756E+02
 3.831994474E+03	 9.322999878E+02
 3.835130562E+03	 9.395999756E+02
 3.838265300E+03	 9.355000000E+02
 3.841398689E+03	 9.317000122E+02
 3.844530731E+03	 9.305000000E+02
 3.847661426E+03	 9.300000000E+02
 3.850790775E+03	 9.410000000E+02
 3.853918780E+03	 9.335999756E+02
 3.857045440E+03	 9.340999756E+02
 3.860170758E+03	 9.334000244E+02
 3.863294734E+03	 9.385999756E+02
 3.866417369E+03	 9.379000244E+02
 3.869538665E+03	 9.305000000E+02
 3.872658621E+03	 9.335000000E+02
 3.875777240E+03	 9.375999756E+02
 3.878894522E+03	 9.384000244E+02
 3.882010468E+03	 9.367999878E+02
 3.885125078E+03	 9.320000000E+02
 3.888238356E+03	 9.300999756E+02
 3.891350300E+03	 9.310999756E+02
 3.894460912E+03	 9.260000000E+02
 3.897570193E+03	 9.314000244E+02
 3.900678144E+03	 9.304000244E+02
 3.903784767E+03	 9.317000122E+02
 3.906890061E+03	 9.312000122E+02
 3.909994028E+03	 9.314000244E+02
 3.913096669E+03	 9.300000000E+02
 3.916197986E+03	 9.305999756E+02
 3.919297978E+03	 9.232999878E+02
 3.922396647E+03	 9.312000122E+02
 3.925493994E+03	 9.275000000E+02
 3.928590020E+03	 9.284000244E+02
 3.931684726E+03	 9.285000000E+02
 3.934778113E+03	 9.284000244E+02
 3.937870182E+03	 9.292000122E+02
 3.940960934E+03	 9.312999878E+02
 3.944050369E+03	 9.327000122E+02
 3.947138490E+03	 9.290999756E+02
 3.950225296E+03	 9.270000000E+02
 3.953310789E+03	 9.317999878E+02
 3.956394970E+03	 9.305999756E+02
 3.959477840E+03	 9.252000122E+02
 3.962559400E+03	 9.225000000E+02
 3.965639650E+03	 9.267999878E+02
 3.968718593E+03	 9.275000000E+02
 3.971796228E+03	 9.242999878E+02
 3.974872557E+03	 9.282999878E+02
 3.977947581E+03	 9.222999878E+02
 3.981021301E+03	 9.287999878E+02
 3.984093717E+03	 9.225999756E+02
 3.987164831E+03	 9.235000000E+02
 3.990234644E+03	 9.257999878E+02
 3.993303157E+03	 9.255000000E+02
 3.996370371E+03	 9.305000000E+02
 3.999436286E+03	 9.304000244E+02
 4.002500904E+03	 9.234000244E+02
 4.005564226E+03	 9.289000244E+02
 4.008626253E+03	 9.270999756E+02
 4.011686985E+03	 9.205000000E+02
 4.014746424E+03	 9.257999878E+02
 4.017804571E+03	 9.175000000E+02
 4.020861427E+03	 9.260000000E+02
 4.023916992E+03	 9.255999756E+02
 4.026971269E+03	 9.220000000E+02
 4.030024257E+03	 9.220999756E+02
 4.033075957E+03	 9.237000122E+02
 4.036126372E+03	 9.210000000E+02
 4.039175501E+03	 9.227000122E+02
 4.042223346E+03	 9.235000000E+02
 4.045269908E+03	 9.222000122E+02
