,filename,Splitting,Diad1_Cent,Diad1_Area,Residual_Diad1,Diad2_Cent,Diad2_Area,Residual_Diad2,HB1_Cent,HB1_Area,HB2_Cent,HB2_Area,C13_Cent,C13_Area
0,007_k9.csv,102.90535993450612,1278.9904638337387,670.5328452868425,2.6586872132378696,1381.8958237682448,972.5342321503326,1.8547589448644153,1257.8232440000143,134.21064072159675,1403.1843447328588,85.96308280631372,,0
