,MI filename,Water_to_HW_ratio_Trapezoid,Water_to_HW_ratio_Simpson,Water_to_Total_Silicate_ratio_Trapezoid,Water_to_Total_Silicate_ratio_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,LW_Silicate_Trapezoid_Area,LW_Silicate_Simpson_Area,HW_Silicate_Trapezoid_Area,HW_Silicate_Simpson_Area,MW_Silicate_Trapezoid_Area,MW_Silicate_Simpson_Area,Water Filename,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,ETFS_OL39_MI7_50X_GLASS.txt,1.0359721176356531,1.0361975471933709,0.7579678818556516,0.7576781215089602,274807.39519021584,274611.0037276433,362558.10011030326,362437.55221642065,300,340,1200,1250,4,69943.66400954682,69904.77062547633,265265.24267602386,265018.00208990125,11333.332933446103,11224.561899918564,ETFS_OL39_MI7_50X_GLASS.txt,2500,2750,3750,4100,3
