SN:0141335,,,SN:0213738,,
Time/s,Pressure/MPa,Temperature/°C,Time/s,Pressure/MPa,Temperature/°C
0.00,7.0158,31.4,0.0981,22.4
3.00,7.0161,31.4,0.0981,22.4
6.00,7.0163,31.4,0.0981,22.4
9.00,7.0171,31.4,0.0981,22.4
12.00,7.0180,31.4,0.0980,22.4
15.00,7.0177,31.4,0.0980,22.4
18.00,7.0182,31.4,0.0980,22.4
21.00,7.0195,31.4,0.0980,22.5
24.00,7.0198,31.4,0.0980,22.5
27.00,7.0203,31.4,0.0980,22.5
30.00,7.0213,31.4,0.0980,22.5
33.00,7.0214,31.4,0.0980,22.5
36.00,7.0219,31.4,0.0980,22.5
39.00,7.0222,31.4,0.0980,22.5
42.00,7.0229,31.4,0.0980,22.5
45.00,7.0229,31.4,0.0980,22.5
48.00,7.0246,31.4,0.0980,22.5
51.00,7.0244,31.4,0.0980,22.5
54.00,7.0250,31.4,0.0980,22.5
57.00,7.0254,31.4,0.0980,22.5
60.06,7.0266,31.4,0.0980,22.5
63.00,7.0257,31.4,0.0980,22.5
66.00,7.0276,31.4,0.0980,22.5
68.99,7.0274,31.4,0.0980,22.5
72.00,7.0280,31.4,0.0980,22.6
75.00,7.0291,31.4,0.0980,22.6
78.00,7.0293,31.4,0.0980,22.6
81.00,7.0300,31.4,0.0980,22.6
84.00,7.0299,31.4,0.0979,22.6
87.00,7.0314,31.4,0.0979,22.6
90.00,7.0320,31.4,0.0980,22.6
93.00,7.0326,31.5,0.0979,22.6
96.00,7.0318,31.5,0.0979,22.6
99.00,7.0330,31.5,0.0979,22.6
102.00,7.0330,31.5,0.0979,22.6
105.00,7.0337,31.5,0.0979,22.6
108.00,7.0348,31.5,0.0979,22.6
111.00,7.0348,31.5,0.0979,22.6
114.00,7.0353,31.5,0.0979,22.6
117.00,7.0361,31.5,0.0979,22.6
120.00,7.0366,31.5,0.0979,22.6
123.00,7.0376,31.5,0.0979,22.7
126.00,7.0373,31.5,0.0979,22.7
129.00,7.0381,31.5,0.0979,22.7
132.00,7.0387,31.5,0.0979,22.7
135.00,7.0386,31.5,0.0979,22.7
138.00,7.0398,31.5,0.0979,22.7
141.00,7.0402,31.5,0.0979,22.7
144.00,7.0398,31.5,0.0979,22.7
147.00,7.0408,31.5,0.0979,22.7
150.00,7.0407,31.5,0.0979,22.7
153.00,7.0417,31.5,0.0979,22.7
156.00,7.0416,31.5,0.0979,22.7
159.00,7.0421,31.5,0.0979,22.7
162.00,7.0424,31.5,0.0979,22.7
165.00,7.0421,31.5,0.0979,22.7
168.00,7.0424,31.5,0.0979,22.7
171.00,7.0426,31.5,0.0978,22.7
174.00,7.0435,31.5,0.0979,22.7
176.99,7.0433,31.6,0.0979,22.7
180.00,7.0440,31.6,0.0978,22.7
183.00,7.0435,31.6,0.0979,22.7
186.00,7.0437,31.6,0.0978,22.7
189.00,7.0441,31.6,0.0978,22.7
192.00,7.0440,31.6,0.0978,22.7
195.00,7.0451,31.6,0.0978,22.7
198.00,7.0448,31.6,0.0978,22.7
201.00,7.0449,31.6,0.0978,22.7
203.99,7.0457,31.6,0.0978,22.7
207.00,7.0448,31.6,0.0978,22.7
210.00,7.0459,31.6,0.0978,22.7
213.00,7.0456,31.6,0.0978,22.7
216.00,7.0461,31.6,0.0978,22.7
219.00,7.0465,31.6,0.0978,22.7
222.00,7.0459,31.6,0.0978,22.7
225.00,7.0469,31.6,0.0978,22.8
228.00,7.0469,31.6,0.0979,22.8
231.00,7.0469,31.6,0.0979,22.8
234.00,7.0476,31.6,0.0979,22.8
237.00,7.0474,31.6,0.0979,22.8
240.00,7.0481,31.6,0.0979,22.8
243.00,7.0476,31.6,0.0979,22.8
246.00,7.0485,31.6,0.0979,22.8
249.00,7.0489,31.6,0.0979,22.8
252.00,7.0489,31.7,0.0978,22.8
255.00,7.0494,31.7,0.0978,22.8
258.00,7.0498,31.7,0.0978,22.8
261.00,7.0499,31.7,0.0978,22.8
264.00,7.0503,31.7,0.0977,22.8
267.00,7.0504,31.7,0.0977,22.8
270.00,7.0508,31.7,0.0977,22.8
273.00,7.0513,31.7,0.0977,22.8
276.00,7.0511,31.7,0.0977,22.9
279.00,7.0519,31.7,0.0977,22.9
282.00,7.0524,31.7,0.0977,22.9
285.00,7.0525,31.7,0.0977,22.9
288.00,7.0517,31.7,0.0977,22.9
291.00,7.0521,31.7,0.0976,22.9
294.00,7.0526,31.7,0.0976,22.9
297.00,7.0519,31.7,0.0976,22.9
300.00,7.0522,31.7,0.0976,22.9
303.00,7.0532,31.7,0.0976,23.1
306.00,7.0534,31.7,0.0976,23.1
309.00,7.0535,31.7,0.0976,23.1
312.00,7.0535,31.7,0.0976,23.1
315.00,7.0545,31.7,0.0975,23.1
318.00,7.0545,31.7,0.0975,23.1
321.00,7.0547,31.7,0.0975,23.1
324.00,7.0550,31.7,0.0975,23.1
327.00,7.0554,31.7,0.0975,23.3
330.00,7.0555,31.7,0.0975,23.3
332.99,7.0558,31.7,0.0975,23.3
335.99,7.0557,31.7,0.0975,23.3
338.99,7.0561,31.8,0.0975,23.3
341.99,7.0565,31.8,0.0974,23.3
344.99,7.0571,31.8,0.0974,23.3
347.99,7.0570,31.8,0.0974,23.3
350.99,7.0573,31.8,0.0974,23.3
353.99,7.0577,31.8,0.0974,23.5
356.99,7.0573,31.8,0.0974,23.5
359.99,7.0573,31.8,0.0974,23.5
362.99,7.0583,31.8,0.0974,23.5
365.99,7.0581,31.8,0.0974,23.5
368.99,7.0580,31.8,0.0973,23.5
371.99,7.0586,31.8,0.0973,23.5
374.99,7.0594,31.8,0.0973,23.5
377.99,7.0595,31.8,0.0973,23.7
380.99,7.0597,31.8,0.0973,23.7
383.99,7.0599,31.8,0.0973,23.7
386.99,7.0601,31.8,0.0973,23.7
389.99,7.0603,31.8,0.0973,23.7
392.99,7.0610,31.8,0.0973,23.7
395.99,7.0614,31.8,0.0973,23.7
398.99,7.0612,31.8,0.0972,23.7
401.99,7.0619,31.8,0.0972,23.7
404.99,7.0626,31.8,0.0973,24.0
407.99,7.0625,31.8,0.0973,24.0
410.99,7.0626,31.8,0.0972,24.0
413.99,7.0630,31.8,0.0972,24.0
417.00,7.0636,31.8,0.0972,24.0
420.00,7.0640,31.8,0.0972,24.0
423.00,7.0641,31.8,0.0972,24.0
426.00,7.0646,31.8,0.0971,24.0
429.00,7.0649,31.8,0.0972,24.3
432.00,7.0646,31.8,0.0972,24.3
435.00,7.0649,31.8,0.0972,24.3
438.00,7.0656,31.8,0.0971,24.3
441.00,7.0655,31.8,0.0971,24.3
444.00,7.0655,31.8,0.0971,24.3
447.00,7.0656,31.8,0.0971,24.3
450.00,7.0656,31.8,0.0971,24.3
453.00,7.0659,31.8,0.0970,24.3
456.00,7.0666,31.8,0.0971,24.6
459.00,7.0670,31.8,0.0971,24.6
462.00,7.0675,31.8,0.0971,24.6
465.00,7.0669,31.9,0.0971,24.6
468.00,7.0678,31.9,0.0970,24.6
471.00,7.0678,31.9,0.0970,24.6
474.00,7.0683,31.9,0.0970,24.6
477.00,7.0684,31.9,0.0970,24.6
480.00,7.0691,31.9,0.0970,24.9
483.00,7.0692,31.9,0.0970,24.9
486.00,7.0699,31.9,0.0970,24.9
489.00,7.0700,31.9,0.0970,24.9
492.00,7.0704,31.9,0.0970,24.9
495.00,7.0702,31.9,0.0970,24.9
498.00,7.0704,31.9,0.0969,24.9
501.00,7.0708,31.9,0.0969,24.9
504.00,7.0705,31.9,0.0969,24.9
507.00,7.0708,31.9,0.0970,25.2
510.01,7.0721,31.9,0.0969,25.2
513.00,7.0714,31.9,0.0969,25.2
516.00,7.0722,31.9,0.0969,25.2
519.00,7.0724,31.9,0.0969,25.2
522.00,7.0726,31.9,0.0969,25.2
525.00,7.0734,31.9,0.0968,25.2
528.00,7.0739,31.9,0.0968,25.2
531.00,7.0731,31.9,0.0969,25.5
534.01,7.0732,31.9,0.0969,25.5
537.01,7.0737,31.9,0.0968,25.5
540.01,7.0748,31.9,0.0968,25.5
543.00,7.0751,31.9,0.0968,25.5
546.00,7.0757,31.9,0.0968,25.5
549.01,7.0752,31.9,0.0968,25.5
552.00,7.0754,31.9,0.0968,25.5
555.00,7.0754,31.9,0.0968,25.5
558.00,7.0757,31.9,0.0968,25.8
561.00,7.0760,31.9,0.0968,25.8
564.00,7.0759,31.9,0.0968,25.8
567.00,7.0767,31.9,0.0968,25.8
570.00,7.0771,31.9,0.0967,25.8
573.00,7.0769,31.9,0.0967,25.8
576.00,7.0772,31.9,0.0967,25.8
579.00,7.0771,31.9,0.0967,25.8
582.00,7.0769,31.9,0.0967,26.1
585.00,7.0779,31.9,0.0967,26.1
588.00,7.0782,31.9,0.0967,26.1
591.00,7.0782,31.9,0.0967,26.1
594.00,7.0793,31.9,0.0967,26.1
597.00,7.0799,31.9,0.0966,26.1
600.00,7.0798,31.9,0.0966,26.1
603.00,7.0797,31.9,0.0966,26.1
606.00,7.0804,31.9,0.0966,26.1
609.00,7.0801,31.9,0.0967,26.5
612.00,7.0809,31.9,0.0966,26.5
615.00,7.0806,31.9,0.0966,26.5
618.00,7.0810,31.9,0.0966,26.5
621.00,7.0812,31.9,0.0966,26.5
624.00,7.0805,31.9,0.0966,26.5
627.00,7.0811,31.9,0.0965,26.5
630.00,7.0817,31.9,0.0965,26.5
633.00,7.0821,31.9,0.0966,26.8
636.00,7.0825,31.9,0.0966,26.8
639.00,7.0821,31.9,0.0965,26.8
642.00,7.0827,31.9,0.0965,26.8
645.00,7.0827,31.9,0.0965,26.8
648.00,7.0836,31.9,0.0965,26.8
651.00,7.0838,31.9,0.0965,26.8
654.00,7.0835,31.9,0.0964,26.8
657.00,7.0837,31.9,0.0964,26.8
660.00,7.0840,31.9,0.0965,27.1
663.00,7.0845,31.9,0.0965,27.1
666.00,7.0841,31.9,0.0965,27.1
669.00,7.0845,31.9,0.0964,27.1
672.00,7.0850,32.0,0.0964,27.1
675.00,7.0853,32.0,0.0964,27.1
678.00,7.0849,31.9,0.0964,27.1
681.00,7.0852,32.0,0.0964,27.1
684.00,7.0861,32.0,0.0964,27.4
687.00,7.0858,32.0,0.0964,27.4
690.00,7.0859,32.0,0.0964,27.4
693.00,7.0861,32.0,0.0964,27.4
696.00,7.0864,32.0,0.0964,27.4
699.00,7.0875,32.0,0.0964,27.4
702.00,7.0871,32.0,0.0963,27.4
705.00,7.0882,32.0,0.0963,27.4
708.00,7.0882,32.0,0.0963,27.4
711.00,7.0879,32.0,0.0963,27.7
714.00,7.0885,32.0,0.0963,27.7
717.00,7.0880,32.0,0.0963,27.7
720.00,7.0886,32.0,0.0963,27.7
723.00,7.0884,32.0,0.0963,27.7
726.00,7.0890,32.0,0.0963,27.7
729.00,7.0894,32.0,0.0962,27.7
732.00,7.0898,32.0,0.0962,27.7
735.00,7.0900,32.0,0.0963,28.0
738.00,7.0910,32.0,0.0963,28.0
741.00,7.0909,32.0,0.0962,28.0
744.00,7.0908,32.0,0.0962,28.0
747.00,7.0917,32.0,0.0962,28.0
750.00,7.0912,32.0,0.0962,28.0
753.00,7.0922,32.0,0.0962,28.0
756.00,7.0915,32.0,0.0962,28.0
759.00,7.0922,32.0,0.0962,28.0
762.00,7.0920,32.0,0.0962,28.3
765.00,7.0927,32.0,0.0962,28.3
768.00,7.0928,32.0,0.0962,28.3
771.00,7.0926,32.0,0.0962,28.3
774.00,7.0932,32.0,0.0961,28.3
777.00,7.0939,32.0,0.0961,28.3
780.00,7.0938,32.0,0.0961,28.3
783.00,7.0943,32.0,0.0961,28.3
786.00,7.0935,32.0,0.0961,28.6
789.00,7.0939,32.0,0.0961,28.6
792.00,7.0949,32.0,0.0961,28.6
795.00,7.0951,32.0,0.0961,28.6
798.00,7.0951,32.0,0.0961,28.6
801.00,7.0957,32.0,0.0961,28.6
804.00,7.0954,32.0,0.0960,28.6
807.00,7.0956,32.0,0.0960,28.6
810.00,7.0966,32.0,0.0960,28.6
813.00,7.0962,32.0,0.0961,28.9
816.00,7.0974,32.0,0.0960,28.9
819.00,7.0969,32.0,0.0960,28.9
822.00,7.0974,32.0,0.0960,28.9
825.00,7.0980,32.0,0.0960,28.9
828.00,7.0981,32.0,0.0960,28.9
831.00,7.0984,32.0,0.0960,28.9
834.00,7.0989,32.0,0.0960,28.9
837.00,7.0992,32.0,0.0960,29.2
840.00,7.0988,32.0,0.0960,29.2
843.00,7.0996,32.0,0.0960,29.2
846.00,7.0994,32.0,0.0960,29.2
849.00,7.0998,32.0,0.0959,29.2
852.00,7.1003,32.0,0.0959,29.2
855.00,7.1004,32.0,0.0959,29.2
858.00,7.1008,32.0,0.0959,29.2
861.00,7.1010,32.0,0.0959,29.2
864.00,7.1005,32.0,0.0959,29.5
867.00,7.1007,32.0,0.0959,29.5
870.00,7.1013,32.0,0.0959,29.5
873.00,7.1010,32.0,0.0959,29.5
876.00,7.1025,32.0,0.0959,29.5
879.00,7.1019,32.0,0.0959,29.5
882.00,7.1018,32.0,0.0959,29.5
885.00,7.1026,32.0,0.0958,29.5
888.00,7.1025,32.0,0.0959,29.8
890.99,7.1035,32.0,0.0959,29.8
894.00,7.1028,32.0,0.0958,29.8
896.99,7.1029,32.0,0.0959,29.8
899.99,7.1037,32.0,0.0958,29.8
902.99,7.1033,32.0,0.0958,29.8
905.99,7.1034,32.0,0.0958,29.8
908.99,7.1041,32.0,0.0958,29.8
911.99,7.1035,32.0,0.0957,29.8
914.99,7.1046,32.0,0.0958,30.1
917.99,7.1044,32.0,0.0958,30.1
920.99,7.1044,32.0,0.0958,30.1
923.99,7.1051,32.0,0.0958,30.1
926.99,7.1051,32.0,0.0957,30.1
929.99,7.1055,32.0,0.0957,30.1
933.04,7.1055,32.0,0.0957,30.1
936.04,7.1054,32.0,0.0957,30.1
939.04,7.1060,32.0,0.0957,30.4
942.04,7.1060,32.0,0.0957,30.4
945.04,7.1067,32.0,0.0957,30.4
948.04,7.1066,32.0,0.0957,30.4
951.04,7.1074,32.0,0.0957,30.4
954.04,7.1074,32.0,0.0957,30.4
957.04,7.1072,32.0,0.0957,30.4
960.04,7.1077,32.0,0.0956,30.4
963.06,7.1078,32.0,0.0956,30.4
966.04,7.1075,32.0,0.0957,30.7
969.04,7.1085,32.0,0.0956,30.7
972.04,7.1081,32.0,0.0956,30.7
975.04,7.1086,32.0,0.0956,30.7
978.04,7.1091,32.0,0.0956,30.7
981.04,7.1090,32.0,0.0956,30.7
984.04,7.1092,32.0,0.0956,30.7
987.04,7.1096,32.0,0.0956,30.7
990.04,7.1096,32.0,0.0956,30.9
993.04,7.1096,32.0,0.0956,30.9
996.04,7.1114,32.0,0.0956,30.9
999.03,7.1102,32.0,0.0956,30.9
1002.03,7.1111,32.0,0.0955,30.9
1005.03,7.1110,32.0,0.0955,30.9
1008.03,7.1115,32.0,0.0955,30.9
1011.03,7.1113,32.0,0.0955,30.9
1014.03,7.1120,32.0,0.0955,30.9
1017.03,7.1120,32.0,0.0955,31.2
1020.03,7.1124,32.0,0.0955,31.2
1023.03,7.1130,32.0,0.0955,31.2
1026.03,7.1132,32.0,0.0955,31.2
1029.04,7.1135,32.1,0.0955,31.2
1032.03,7.1137,32.1,0.0955,31.2
1035.03,7.1131,32.1,0.0955,31.2
1038.03,7.1143,32.1,0.0954,31.2
1041.03,7.1144,32.1,0.0955,31.5
1044.03,7.1148,32.1,0.0955,31.5
1047.03,7.1141,32.1,0.0955,31.5
1050.03,7.1146,32.1,0.0955,31.5
1053.03,7.1149,32.1,0.0954,31.5
1056.03,7.1151,32.1,0.0954,31.5
1059.03,7.1155,32.1,0.0954,31.5
1062.03,7.1159,32.1,0.0954,31.5
1065.03,7.1163,32.1,0.0954,31.5
1068.03,7.1164,32.1,0.0954,31.8
1071.03,7.1169,32.1,0.0954,31.8
1074.03,7.1169,32.1,0.0954,31.8
1077.03,7.1168,32.1,0.0954,31.8
1080.03,7.1174,32.1,0.0954,31.8
1083.03,7.1175,32.1,0.0953,31.8
1086.03,7.1177,32.1,0.0953,31.8
1089.03,7.1176,32.1,0.0953,31.8
1092.03,7.1176,32.1,0.0954,32.0
1095.03,7.1190,32.1,0.0953,32.0
1098.03,7.1187,32.1,0.0953,32.0
1101.03,7.1188,32.1,0.0953,32.0
1104.03,7.1184,32.1,0.0953,32.0
1107.03,7.1188,32.1,0.0953,32.0
1110.03,7.1193,32.1,0.0953,32.0
1113.03,7.1199,32.1,0.0953,32.0
1116.03,7.1200,32.1,0.0953,32.0
1119.03,7.1199,32.1,0.0953,32.3
1122.03,7.1204,32.1,0.0953,32.3
1125.03,7.1206,32.1,0.0953,32.3
1128.03,7.1201,32.1,0.0953,32.3
1131.03,7.1206,32.1,0.0953,32.3
1134.03,7.1211,32.1,0.0953,32.3
1137.03,7.1206,32.1,0.0952,32.3
1140.03,7.1214,32.1,0.0952,32.3
1143.03,7.1215,32.1,0.0953,32.5
1146.03,7.1218,32.1,0.0952,32.5
1149.03,7.1224,32.1,0.0952,32.5
1152.03,7.1222,32.1,0.0952,32.5
1155.03,7.1217,32.1,0.0952,32.5
1158.03,7.1225,32.1,0.0952,32.5
1161.03,7.1221,32.1,0.0952,32.5
1164.03,7.1221,32.1,0.0952,32.5
1167.03,7.1232,32.1,0.0951,32.5
1170.03,7.1229,32.1,0.0952,32.8
1173.03,7.1232,32.1,0.0952,32.8
1176.03,7.1237,32.1,0.0952,32.8
1179.03,7.1235,32.1,0.0951,32.8
1182.03,7.1243,32.1,0.0951,32.8
1185.03,7.1245,32.1,0.0951,32.8
1188.03,7.1251,32.1,0.0951,32.8
1191.03,7.1249,32.1,0.0951,32.8
1194.03,7.1243,32.1,0.0951,33.0
1197.03,7.1254,32.1,0.0951,33.0
1200.03,7.1257,32.1,0.0951,33.0
1203.03,7.1254,32.1,0.0951,33.0
1206.03,7.1257,32.1,0.0951,33.0
1209.03,7.1255,32.1,0.0951,33.0
1212.03,7.1260,32.1,0.0951,33.0
1215.03,7.1266,32.1,0.0951,33.0
1218.03,7.1268,32.1,0.0950,33.0
1221.03,7.1271,32.1,0.0951,33.3
1224.03,7.1273,32.1,0.0951,33.3
1227.03,7.1271,32.1,0.0951,33.3
1230.03,7.1274,32.1,0.0950,33.3
1233.03,7.1277,32.1,0.0950,33.3
1236.03,7.1280,32.1,0.0950,33.3
1239.03,7.1281,32.1,0.0950,33.3
1242.03,7.1284,32.1,0.0950,33.3
1245.03,7.1287,32.1,0.0950,33.5
1248.03,7.1292,32.1,0.0950,33.5
1251.03,7.1290,32.1,0.0950,33.5
1254.03,7.1293,32.1,0.0950,33.5
1257.03,7.1292,32.1,0.0950,33.5
1260.03,7.1294,32.1,0.0949,33.5
1263.03,7.1303,32.1,0.0949,33.5
1266.03,7.1298,32.1,0.0949,33.5
1269.03,7.1301,32.1,0.0949,33.5
1272.03,7.1308,32.1,0.0950,33.8
1275.03,7.1308,32.1,0.0949,33.8
1278.03,7.1311,32.1,0.0949,33.8
