SN:0141335,,
Time/s,Pressure/MPa,Temperature/°C
3035.98,60.1820,32.4
3038.98,60.1815,32.4
3041.97,60.1818,32.4
3044.97,60.1809,32.4
3047.97,60.1820,32.4
3050.98,60.1815,32.4
3053.97,60.1815,32.4
3056.97,60.1810,32.4
3059.98,60.1810,32.4
3062.97,60.1813,32.4
3065.97,60.1811,32.4
3068.97,60.1808,32.4
3071.97,60.1792,32.4
3074.97,60.1792,32.4
3077.97,60.1802,32.4
3080.97,60.1787,32.4
3083.97,60.1787,32.4
3086.97,60.1776,32.4
3089.97,60.1779,32.4
3092.97,60.1766,32.4
3095.97,60.1770,32.4
3098.97,60.1782,32.4
3101.97,60.1803,32.4
3104.97,60.1794,32.4
3107.97,60.1797,32.4
3110.97,60.1798,32.4
3113.97,60.1804,32.4
3116.97,60.1792,32.4
3119.97,60.1805,32.4
3122.97,60.1805,32.4
3125.97,60.1815,32.4
3128.97,60.1807,32.4
3131.97,60.1802,32.4
3134.97,60.1795,32.4
3137.97,60.1794,32.4
3140.97,60.1798,32.4
3143.97,60.1794,32.4
3146.97,60.1790,32.4
3149.97,60.1782,32.4
3152.97,60.1785,32.4
3155.97,60.1787,32.4
3158.97,60.1769,32.4
3161.97,60.1763,32.4
3164.97,60.1755,32.4
3167.97,60.1751,32.4
3170.97,60.1752,32.4
3173.97,60.1747,32.4
3176.97,60.1738,32.4
3179.97,60.1735,32.4
3182.97,60.1737,32.4
3185.97,60.1748,32.4
3188.97,60.1746,32.4
3191.97,60.1742,32.4
3194.97,60.1736,32.4
3197.97,60.1736,32.4
3200.97,60.1751,32.4
3203.97,60.1752,32.4
3206.97,60.1753,32.4
3209.97,60.1749,32.4
3212.97,60.1752,32.4
3215.97,60.1751,32.4
3218.97,60.1739,32.4
3221.97,60.1735,32.4
3224.97,60.1744,32.4
3227.97,60.1744,32.4
3230.97,60.1742,32.4
3233.97,60.1744,32.4
3236.97,60.1739,32.4
3239.97,60.1746,32.4
3242.97,60.1745,32.4
3245.97,60.1731,32.4
3248.97,60.1728,32.4
3251.97,60.1717,32.4
3254.97,60.1714,32.4
3257.97,60.1710,32.4
3260.97,60.1706,32.4
3263.97,60.1713,32.4
3266.97,60.1712,32.4
3269.97,60.1709,32.4
3272.97,60.1701,32.4
3275.97,60.1701,32.4
3278.97,60.1702,32.4
3281.97,60.1698,32.4
3284.97,60.1695,32.4
3287.97,60.1686,32.4
3290.97,60.1681,32.4
3293.97,60.1686,32.4
3296.97,60.1678,32.4
3299.97,60.1677,32.4
3302.97,60.1669,32.4
3305.97,59.9338,32.4
3308.97,59.7760,32.4
3311.97,59.3967,32.4
3314.97,59.4294,32.4
3317.97,59.3136,32.4
3320.97,59.3306,32.4
3323.97,59.3405,32.4
3326.97,59.3498,32.4
3329.97,59.3569,32.4
3332.97,56.2683,32.4
3335.97,55.4783,32.4
3338.97,54.0140,32.4
3341.97,53.4026,32.4
3344.97,53.5884,32.4
3347.97,53.6922,32.4
3350.97,53.7654,32.4
3353.97,53.8197,32.4
3356.97,53.8627,32.4
3359.97,53.8966,32.4
3362.97,53.9228,32.4
3365.97,53.9455,32.4
3368.97,53.9633,32.4
3371.97,53.9781,32.4
3374.97,53.9892,32.4
3377.97,54.0007,32.4
3380.97,54.0087,32.4
3383.97,54.0162,32.4
3386.97,54.0234,32.4
3389.97,54.0294,32.4
3392.97,54.0347,32.4
3395.97,54.0380,32.4
3398.97,54.0419,32.4
3401.97,54.0435,32.4
3404.97,54.0472,32.4
3407.97,54.0493,32.4
3410.97,54.0510,32.4
3413.97,54.0532,32.4
3416.97,54.0544,32.4
3419.97,54.0564,32.4
3422.97,54.0583,32.4
3425.97,54.0593,32.4
3428.97,54.0598,32.4
3431.97,54.0599,32.4
3434.97,54.0607,32.4
3437.97,54.0610,32.4
3440.97,54.0611,32.4
3443.97,54.0628,32.4
3446.97,54.0642,32.4
3449.97,54.0649,32.4
3452.97,54.0654,32.4
3455.97,54.0662,32.4
3459.01,54.0683,32.4
3462.01,54.0689,32.4
3465.01,54.0702,32.4
3468.01,54.0711,32.4
3471.01,54.0704,32.4
3474.01,54.0703,32.4
3477.01,54.0700,32.4
3480.01,54.0698,32.4
3483.01,54.0703,32.4
3486.01,54.0695,32.4
3489.01,54.0695,32.4
3492.01,54.0693,32.4
3495.01,54.0690,32.4
3498.01,54.0702,32.4
3501.01,54.0718,32.4
3504.01,54.0730,32.4
3507.01,54.0729,32.4
3510.01,54.0730,32.4
3513.01,54.0736,32.4
3516.01,54.0734,32.4
3519.01,54.0725,32.4
3522.01,54.0736,32.4
3525.01,54.0730,32.4
3528.01,54.0720,32.4
3531.01,54.0725,32.4
3534.01,54.0726,32.4
3537.01,54.0713,32.4
3540.01,54.0721,32.4
3543.01,54.0713,32.4
3546.01,54.0710,32.4
3549.01,54.0708,32.4
3552.01,54.0695,32.4
3555.01,54.0694,32.4
3558.01,54.0688,32.4
3561.01,54.0680,32.4
3564.01,54.0672,32.4
3567.01,54.0669,32.4
3570.01,54.0665,32.4
3573.01,54.0665,32.4
3576.01,54.0671,32.4
3579.01,54.0673,32.4
3582.01,54.0664,32.4
3585.01,54.0670,32.4
3588.01,54.0677,32.4
3591.02,54.0675,32.4
3594.01,54.0663,32.4
3597.01,54.0665,32.4
3600.01,54.0670,32.4
3603.01,54.0665,32.4
3606.01,54.0654,32.4
3609.01,54.0647,32.4
3612.01,54.0633,32.4
3615.01,54.0638,32.4
3618.01,54.0642,32.4
3621.01,54.0652,32.4
3624.01,54.0654,32.4
3627.02,54.0665,32.4
3630.01,54.0667,32.4
3633.02,54.0667,32.4
3636.01,54.0662,32.4
3639.01,54.0071,32.4
3642.01,53.9364,32.4
3645.01,51.9787,32.4
3648.01,50.1011,32.4
3651.01,49.4891,32.4
3654.01,48.3809,32.4
3657.01,48.3340,32.4
3660.01,48.4876,32.4
3663.01,48.5731,32.4
3666.01,48.6351,32.4
3669.01,48.6814,32.4
3672.01,48.7172,32.4
3675.01,48.7455,32.4
3678.01,48.7685,32.4
3681.01,48.7874,32.4
3684.01,48.8035,32.4
3687.01,48.8170,32.4
3690.01,48.8273,32.4
3693.01,48.8372,32.4
3696.01,48.8461,32.4
3699.01,48.8532,32.4
3702.01,48.8593,32.4
3705.01,48.8645,32.4
3708.01,48.8672,32.4
3711.01,48.8714,32.4
3714.01,48.8747,32.4
3717.01,48.8769,32.4
3720.01,48.8787,32.4
3723.01,48.8812,32.4
3726.01,48.8840,32.4
3729.01,48.8861,32.4
3732.01,48.8867,32.4
3735.01,48.8877,32.4
3738.01,48.8902,32.4
3741.01,48.8904,32.4
3744.01,48.8919,32.4
3747.01,48.8935,32.4
3750.01,48.8944,32.4
3753.01,48.8961,32.4
3756.01,48.8960,32.4
3759.01,48.8966,32.4
3762.01,48.8967,32.4
3765.01,48.8964,32.4
3768.01,48.8973,32.4
3771.01,48.8977,32.4
3774.01,48.8984,32.4
3777.01,48.8992,32.4
3780.01,48.8992,32.4
3783.01,48.8987,32.4
3786.01,48.8980,32.4
3789.01,48.8984,32.4
3792.01,48.8979,32.4
3795.01,48.9002,32.4
3798.01,48.8994,32.4
3801.01,48.8989,32.4
3804.01,48.8988,32.4
3807.01,48.8974,32.4
3810.01,48.8963,32.4
3813.01,48.8961,32.4
3816.01,48.8957,32.4
3819.01,48.8963,32.4
3822.01,48.8963,32.4
3825.01,48.8967,32.4
3828.01,48.8970,32.4
3831.01,48.8973,32.4
3834.01,48.8966,32.4
3837.01,48.8973,32.4
3840.01,48.8974,32.4
3843.01,48.8994,32.4
3846.01,48.8998,32.4
3849.01,48.9001,32.4
3852.01,48.8999,32.4
3855.01,48.8998,32.4
3858.01,48.8995,32.4
3861.01,48.8985,32.4
3864.01,48.8981,32.4
3867.01,48.8989,32.4
3870.01,48.8977,32.4
3873.01,48.8985,32.4
3876.01,48.8975,32.4
3879.01,48.8976,32.4
3882.01,48.8983,32.4
3885.01,48.8973,32.4
3888.01,48.8978,32.4
3891.01,48.8964,32.4
3894.01,48.8957,32.4
3897.01,48.8951,32.4
3900.01,48.8950,32.4
3903.01,48.8949,32.4
3906.01,48.8962,32.4
3909.01,48.8951,32.4
3912.01,48.8939,32.4
3915.01,48.8938,32.4
3918.01,48.8936,32.4
3921.01,48.8937,32.4
3924.01,48.8919,32.4
3927.01,48.8914,32.4
3930.01,48.8909,32.4
3933.01,48.8910,32.4
3936.01,48.8895,32.4
3939.01,48.8895,32.4
3942.01,48.8890,32.4
3945.01,48.8894,32.4
3948.01,48.8891,32.4
3951.01,48.8889,32.4
3954.01,48.8896,32.4
3957.01,48.8897,32.4
3960.01,48.8897,32.4
3963.01,48.8900,32.4
3966.01,48.8902,32.4
3969.01,48.8912,32.4
3972.01,48.8909,32.4
3975.01,48.8899,32.4
3978.01,48.8897,32.4
3981.01,48.8889,32.4
3984.01,48.8897,32.4
3987.01,48.8899,32.4
3990.01,48.8899,32.4
3993.01,48.8911,32.4
3996.01,48.8906,32.4
3999.01,48.8920,32.4
4002.01,48.8920,32.4
4005.01,48.8915,32.4
4008.01,48.8907,32.4
4011.01,48.8903,32.4
4014.01,48.8900,32.4
4017.01,48.8897,32.4
4020.01,48.8902,32.4
4023.01,48.8905,32.4
4026.01,48.8902,32.4
4029.01,48.8900,32.4
4032.01,48.8064,32.4
4035.01,48.8122,32.4
4038.01,44.9155,32.4
4041.01,44.2570,32.4
4044.01,44.4397,32.4
4047.01,44.5460,32.4
4050.01,44.6211,32.4
4053.01,44.6774,32.4
4056.01,44.7193,32.4
4059.01,44.7534,32.4
4062.01,44.7797,32.4
4065.01,44.7999,32.4
4068.01,44.8165,32.4
4071.01,44.8307,32.4
4074.01,44.8411,32.4
4077.01,44.8501,32.4
4080.01,44.8583,32.4
4083.01,44.8645,32.4
4086.01,44.8693,32.4
4089.01,44.8732,32.4
4092.01,44.8770,32.4
4095.01,44.8812,32.4
4098.01,44.8848,32.4
4101.00,44.8881,32.4
4104.00,44.8910,32.4
4107.01,44.8939,32.4
4110.01,44.8961,32.4
4113.01,44.8968,32.4
4116.01,44.8988,32.4
4119.00,44.8988,32.4
4122.00,44.8993,32.4
4125.00,44.8993,32.4
4128.00,44.9004,32.4
4131.01,44.9020,32.4
4134.01,44.9037,32.4
4137.00,44.9034,32.4
4140.00,44.9037,32.4
4143.00,44.9040,32.4
4146.00,44.9041,32.4
4149.01,44.9041,32.4
4152.01,44.9058,32.4
4155.00,44.9067,32.4
4158.01,44.9068,32.4
4161.00,44.9081,32.4
4164.01,44.9082,32.4
4167.01,44.9087,32.4
4170.00,44.9089,32.4
4173.01,44.9090,32.4
4176.00,44.9092,32.4
4179.00,44.9092,32.4
4182.00,44.9098,32.4
4185.00,44.9104,32.4
4188.00,44.9103,32.4
4191.00,44.9103,32.4
4194.00,44.9116,32.4
4197.00,44.9122,32.4
4200.00,44.9118,32.4
4203.00,44.9117,32.4
4206.01,44.9106,32.4
4209.00,44.9107,32.4
4212.00,44.9098,32.4
4215.00,44.9105,32.4
4218.00,44.9103,32.4
4221.00,44.9099,32.4
4224.00,44.9099,32.4
4227.01,44.9103,32.4
4230.00,44.9111,32.4
4233.00,44.9103,32.4
4236.00,44.9103,32.4
4239.01,44.9105,32.4
4242.01,44.9107,32.4
4245.01,44.9101,32.4
4248.01,44.9100,32.4
4251.01,44.9098,32.4
4254.01,44.9101,32.4
4257.01,44.9104,32.4
4260.00,44.9098,32.4
4263.01,44.9095,32.4
4266.00,44.9099,32.4
4269.01,44.9100,32.4
4272.00,44.9096,32.4
4275.00,44.9101,32.4
4278.00,44.9093,32.4
4281.00,44.9096,32.4
4284.01,44.9088,32.4
4287.01,44.9074,32.4
4290.01,44.9071,32.4
4293.01,44.9073,32.4
4296.01,44.9067,32.4
4299.01,44.9069,32.4
4302.01,44.9077,32.4
4305.01,44.9081,32.4
4308.01,44.9084,32.4
4311.01,44.9074,32.4
4314.01,44.9075,32.4
4317.01,44.9071,32.4
4320.01,44.9065,32.4
4323.00,44.9061,32.4
4326.01,44.9060,32.4
4329.01,44.9054,32.4
4332.01,44.9060,32.4
4335.00,44.9068,32.4
4338.00,44.9070,32.4
4341.01,44.9062,32.4
4344.01,44.9057,32.4
4347.01,44.9063,32.4
4350.01,44.9059,32.4
4353.01,44.9044,32.4
4356.00,44.9037,32.4
4359.01,44.9035,32.4
4362.00,44.9032,32.4
4365.00,44.9029,32.4
4368.00,42.6393,32.4
4371.00,41.0345,32.4
4374.00,39.7407,32.4
4377.00,39.9681,32.4
4380.00,40.0874,32.4
4383.00,40.1703,32.4
4386.00,40.2321,32.4
4389.00,40.2784,32.4
4392.00,40.3150,32.4
4395.00,40.3429,32.4
4398.00,40.3660,32.4
4401.01,40.3846,32.4
4404.01,40.3999,32.4
4407.01,40.4114,32.4
4410.01,40.4209,32.4
4413.01,40.4294,32.4
4416.01,40.4363,32.4
4419.01,40.4420,32.4
4422.00,40.4473,32.4
4425.00,40.4516,32.4
4428.01,40.4552,32.4
4431.00,40.4595,32.4
4434.01,40.4629,32.4
4437.01,40.4670,32.4
4440.01,40.4705,32.4
4443.00,40.4726,32.4
4446.00,40.4745,32.4
4449.00,40.4757,32.4
4452.00,40.4767,32.4
4455.00,40.4779,32.4
4458.00,40.4797,32.4
4461.00,40.4806,32.4
4464.00,40.4816,32.4
4467.00,40.4815,32.4
4470.00,40.4822,32.4
4473.00,40.4826,32.4
4476.00,40.4836,32.4
4479.00,40.4844,32.4
4482.00,40.4855,32.4
4485.00,40.4858,32.4
4488.00,40.4850,32.4
4491.00,40.4848,32.4
4494.00,40.4851,32.4
4497.01,40.4837,32.4
4500.00,40.4828,32.4
4503.00,40.4836,32.4
4506.00,40.4823,32.4
4509.00,40.4827,32.4
4512.00,40.4817,32.4
4515.01,40.4811,32.4
4518.00,40.4809,32.4
4521.01,40.4812,32.4
4524.01,40.4819,32.4
4527.00,40.4825,32.4
4530.01,40.4832,32.4
4533.00,40.4833,32.4
4536.01,40.4844,32.4
4539.01,40.4865,32.4
4542.00,40.4867,32.4
4545.00,40.4872,32.4
4548.00,40.4874,32.4
4551.00,40.4871,32.4
4554.01,40.4873,32.4
4557.00,40.4878,32.4
4560.00,40.4872,32.4
4563.00,40.4876,32.4
4566.00,40.4879,32.4
4569.00,40.4886,32.4
4572.01,40.4888,32.4
4575.01,40.4882,32.4
4578.01,40.4883,32.4
4581.01,40.4884,32.4
4584.01,40.4893,32.4
4587.01,40.4891,32.4
4590.01,40.4884,32.4
4593.00,40.4887,32.4
4596.01,40.4885,32.4
4599.01,40.4889,32.4
4602.00,40.4884,32.4
4605.01,40.4887,32.4
4608.00,40.4882,32.4
4611.00,40.4887,32.4
4614.00,40.4893,32.4
4617.00,40.4894,32.4
4620.00,40.4899,32.4
4623.00,40.4904,32.4
4626.00,40.4910,32.4
4629.00,40.4909,32.4
4632.01,40.4905,32.4
4635.00,40.4901,32.4
4638.00,40.4899,32.4
4641.00,40.4887,32.4
4644.00,40.4894,32.4
4647.00,40.4886,32.4
4650.00,40.4881,32.4
4653.00,40.4897,32.4
4656.00,40.4893,32.4
4659.00,40.4883,32.4
4662.00,40.4883,32.4
4665.00,40.4875,32.4
4668.00,40.4875,32.4
4671.00,40.4869,32.4
4674.00,40.4873,32.4
4677.00,40.4866,32.4
4680.00,40.4862,32.4
4683.00,40.4852,32.4
4686.00,40.4847,32.4
4689.00,40.4842,32.4
4692.00,40.4840,32.4
4695.00,40.4848,32.4
4698.00,40.4841,32.4
4701.00,40.4839,32.4
4704.00,40.4833,32.4
4707.00,40.4825,32.4
4710.00,40.4833,32.4
4713.00,40.4827,32.4
4716.00,40.4838,32.4
4719.00,40.4837,32.4
4722.00,40.4837,32.4
4725.00,40.4828,32.4
4728.00,40.4829,32.4
4731.00,40.4817,32.4
4734.00,40.4818,32.4
4737.00,40.4814,32.4
4740.00,40.4822,32.4
4743.00,40.4822,32.4
4746.00,40.4829,32.4
4749.00,40.4827,32.4
4752.00,40.4821,32.4
4755.00,40.4815,32.4
4758.00,40.4811,32.4
4761.00,40.4808,32.4
4764.00,40.4792,32.4
4767.00,40.4793,32.4
4770.00,40.4796,32.4
4773.00,40.4791,32.4
4776.00,39.5470,32.4
4779.00,38.0704,32.4
4782.00,37.3337,32.4
4785.00,36.8125,32.4
4788.00,36.8453,32.4
4791.00,36.9375,32.4
4794.00,36.9977,32.4
4797.00,37.0439,32.4
4800.00,37.0785,32.4
4803.00,37.1063,32.4
4806.00,37.1272,32.4
4809.00,37.1440,32.4
4812.00,37.1585,32.4
4815.00,37.1692,32.4
4818.00,37.1786,32.4
4821.00,37.1874,32.4
4824.00,37.1945,32.4
4827.00,37.2014,32.4
4830.00,37.2078,32.4
4833.00,37.2131,32.4
4836.00,37.2163,32.4
4839.00,37.2186,32.4
4842.00,37.2217,32.4
4845.00,37.2228,32.4
4848.00,37.2275,32.4
4851.00,37.2296,32.4
4854.00,37.2325,32.4
4857.00,37.2327,32.4
4860.00,37.2335,32.4
4863.00,37.2355,32.4
4866.00,37.2356,32.4
4869.00,37.2359,32.4
4872.00,37.2365,32.4
4875.00,37.2371,32.4
4878.00,37.2379,32.4
4881.00,37.2368,32.4
4884.00,37.2372,32.4
4887.00,37.2375,32.4
4890.00,37.2362,32.4
4893.00,37.2375,32.4
4896.00,37.2384,32.4
4899.00,37.2384,32.4
4902.00,37.2378,32.4
4905.00,37.2388,32.4
4908.00,37.2384,32.4
4911.00,37.2394,32.4
4914.00,37.2397,32.4
4917.00,37.2398,32.4
4920.00,37.2397,32.4
4923.00,37.2397,32.4
4926.00,37.2388,32.4
4929.00,37.2390,32.4
4932.00,37.2386,32.4
4935.00,37.2379,32.4
4938.00,37.2379,32.4
4941.00,37.2373,32.4
4943.99,37.2369,32.4
4947.00,37.2372,32.4
4949.99,37.2380,32.4
4953.00,37.2384,32.4
4955.99,37.2377,32.4
4958.99,37.2375,32.4
4961.99,37.2370,32.4
4965.00,37.2359,32.4
4967.99,37.2345,32.4
4970.99,37.2351,32.4
4973.99,37.2358,32.4
4976.99,37.2363,32.4
4979.99,37.2372,32.4
4982.99,37.2372,32.4
4985.99,37.2381,32.4
4988.99,37.2370,32.4
4991.99,37.2365,32.4
4994.99,37.2361,32.4
4997.99,37.2358,32.4
5000.99,37.2352,32.4
5003.99,37.2335,32.4
5006.99,37.2334,32.4
5009.99,37.2330,32.4
5012.99,37.2323,32.4
5015.99,37.2320,32.4
5018.99,37.2313,32.4
5021.99,37.2316,32.4
5024.99,37.2314,32.4
5027.99,37.2315,32.4
5030.99,37.2316,32.4
5033.99,37.2315,32.4
5036.99,37.2308,32.4
5039.99,37.2317,32.4
5042.99,37.2315,32.4
5045.99,37.2318,32.4
5048.99,37.2323,32.4
5051.99,37.2327,32.4
5054.99,37.2322,32.4
5057.99,37.2317,32.4
5060.99,37.2315,32.4
5063.99,37.2318,32.4
5066.99,37.2314,32.4
5069.99,37.2315,32.4
5072.99,37.2309,32.4
5075.99,37.2305,32.4
5078.99,37.2305,32.4
5081.99,37.2301,32.4
5084.99,37.2294,32.4
5087.99,37.2290,32.4
5090.99,37.2291,32.4
5093.99,37.2286,32.4
5096.99,37.2290,32.4
5099.99,37.2284,32.4
5102.99,37.2280,32.4
5105.99,37.2271,32.4
5108.99,37.2264,32.4
5111.99,37.2252,32.4
5114.99,37.2243,32.4
5117.99,37.2250,32.4
5120.99,37.2243,32.4
5123.99,37.2240,32.4
5126.99,37.2236,32.4
5129.99,37.2228,32.4
5132.99,37.2224,32.4
5135.99,37.2225,32.4
5138.99,37.2212,32.4
5141.99,37.2219,32.4
5144.99,37.2223,32.4
5147.99,37.2224,32.4
5150.99,37.2219,32.4
5153.99,37.2218,32.4
5156.99,37.2210,32.4
5159.99,37.2212,32.4
5162.99,37.2219,32.4
5165.99,37.2217,32.4
5168.99,37.2229,32.4
5171.99,37.2233,32.4
5174.99,37.2241,32.4
5177.99,37.2242,32.4
5180.99,37.2243,32.4
5183.98,37.2241,32.4
5186.98,37.2235,32.4
5189.98,37.2241,32.4
5192.98,37.2244,32.4
5195.99,37.2252,32.4
5198.98,37.2260,32.4
5201.98,37.2262,32.4
5204.98,37.2274,32.4
5207.98,37.2274,32.4
5210.98,37.2265,32.4
5213.98,37.2260,32.4
5216.98,37.2241,32.4
5219.98,33.7588,32.4
5222.98,33.7828,32.4
5225.98,33.8056,32.4
5228.98,33.9342,32.4
5231.99,34.0044,32.4
5234.99,34.0572,32.4
5237.99,34.0972,32.4
5240.99,34.1258,32.4
5243.98,33.8488,32.4
5246.98,33.9296,32.4
5249.98,33.9579,32.4
5252.98,33.9771,32.4
5255.98,33.9921,32.4
5258.98,34.0037,32.4
5261.98,34.0144,32.4
5264.98,34.0230,32.4
5267.98,34.0304,32.4
5270.98,34.0357,32.4
5273.98,34.0425,32.4
5276.98,34.0451,32.4
5279.98,34.0485,32.4
5282.98,34.0519,32.4
5285.98,34.0552,32.4
5288.98,34.0576,32.4
5291.98,34.0596,32.4
5294.98,34.0624,32.4
5297.98,34.0642,32.4
5300.98,34.0653,32.4
5303.98,34.0664,32.4
5306.98,34.0681,32.4
5309.98,34.0688,32.4
5312.98,34.0709,32.4
5315.98,34.0715,32.4
5318.98,34.0714,32.4
5321.98,34.0710,32.4
5324.98,34.0702,32.4
5327.98,34.0713,32.4
5330.98,34.0716,32.4
5333.98,34.0731,32.4
5336.98,34.0734,32.4
5339.98,34.0740,32.4
5342.98,34.0734,32.4
5345.98,34.0740,32.4
5348.98,34.0741,32.4
5351.98,34.0744,32.4
5354.98,34.0742,32.4
5357.98,34.0750,32.4
5360.97,34.0743,32.4
5363.97,34.0750,32.4
5366.97,34.0754,32.4
5369.97,34.0758,32.4
5372.97,34.0770,32.4
5375.97,34.0767,32.4
5378.97,34.0767,32.4
5381.97,34.0773,32.4
5384.97,34.0768,32.4
5387.97,34.0768,32.4
5390.97,34.0768,32.5
5393.98,34.0766,32.5
5396.97,34.0766,32.4
5399.97,34.0764,32.4
5402.97,34.0766,32.4
5405.97,34.0763,32.4
5408.97,34.0759,32.4
5411.97,34.0753,32.4
5414.97,34.0757,32.5
5417.97,34.0756,32.5
5420.97,34.0754,32.5
5423.97,34.0753,32.5
5426.97,34.0751,32.5
5429.97,34.0750,32.5
5432.97,34.0761,32.5
5435.97,34.0766,32.5
5438.97,34.0766,32.5
5441.97,34.0771,32.5
5444.97,34.0759,32.5
5447.97,34.0759,32.5
5450.98,34.0758,32.5
5453.97,34.0757,32.5
5456.98,34.0756,32.5
5459.97,34.0750,32.5
5462.97,34.0741,32.5
5465.97,34.0743,32.5
5468.97,34.0736,32.5
5471.97,34.0735,32.5
5474.97,34.0722,32.5
5477.97,34.0716,32.5
5480.97,34.0714,32.5
5483.97,34.0706,32.5
5486.97,34.0697,32.5
5489.97,34.0690,32.5
5492.97,34.0673,32.5
5495.97,34.0665,32.5
5498.97,34.0664,32.5
5501.97,34.0670,32.5
5504.97,34.0668,32.5
5507.97,34.0675,32.5
5510.97,34.0683,32.5
5513.97,34.0681,32.5
5516.97,34.0677,32.5
5519.97,34.0677,32.5
5522.97,34.0680,32.5
5525.97,34.0672,32.5
5528.97,34.0671,32.5
5531.97,34.0667,32.5
5534.97,34.0670,32.5
5537.97,34.0663,32.5
5540.97,34.0661,32.5
5543.97,34.0657,32.5
5546.97,34.0655,32.5
5549.97,34.0643,32.5
5552.97,34.0638,32.5
5555.97,34.0644,32.5
5558.97,34.0638,32.5
5561.97,34.0634,32.5
5564.97,34.0635,32.5
5567.97,34.0640,32.5
5570.97,34.0638,32.5
5573.97,34.0635,32.5
5576.97,34.0631,32.5
5579.97,34.0636,32.5
5582.97,34.0631,32.5
5585.97,34.0632,32.5
5588.97,34.0635,32.5
5591.97,34.0629,32.5
5594.97,34.0628,32.5
5597.97,34.0626,32.5
5600.97,34.0629,32.5
5603.97,34.0630,32.5
5606.97,34.0629,32.5
5609.97,34.0647,32.5
5612.97,34.0638,32.5
5615.97,34.0641,32.5
5618.97,34.0631,32.5
5621.97,34.0619,32.5
5624.97,34.0614,32.5
5627.97,34.0616,32.5
5630.97,34.0616,32.5
5633.97,34.0622,32.5
5636.97,34.0628,32.5
5639.96,34.0624,32.5
5642.96,34.0631,32.5
5645.96,34.0633,32.5
5648.96,34.0639,32.5
5651.96,34.0630,32.5
5654.96,32.8458,32.5
5657.96,30.9160,32.5
5660.96,30.3757,32.5
5663.96,30.1057,32.5
5666.96,30.2372,32.5
5669.97,30.3194,32.5
5672.96,30.3785,32.5
5675.97,30.4228,32.5
5678.97,30.4563,32.5
5681.96,30.4824,32.5
5684.96,30.5035,32.5
5687.96,30.5203,32.5
5690.96,30.5344,32.5
5693.96,30.5455,32.5
5696.96,30.5552,32.5
5699.96,30.5635,32.5
5702.96,30.5695,32.5
5705.96,30.5766,32.5
5708.96,30.5819,32.5
5711.96,30.5855,32.5
5714.96,30.5893,32.5
5717.96,30.5919,32.5
5720.96,30.5946,32.5
5723.96,30.5966,32.5
5726.96,30.5987,32.5
5729.96,30.6000,32.5
5732.96,30.6002,32.5
5735.96,30.6023,32.5
5738.96,30.6036,32.5
5741.96,30.6046,32.5
5745.01,30.6055,32.5
5748.01,30.6062,32.5
5751.01,30.6074,32.5
5754.01,30.6080,32.5
5757.01,30.6083,32.5
5760.01,30.6079,32.5
5763.01,30.6088,32.5
5766.01,30.6091,32.5
5769.01,30.6102,32.5
5772.01,30.6104,32.5
5775.01,30.6109,32.5
5778.01,30.6107,32.5
5781.01,30.6113,32.5
5784.01,30.6132,32.5
5787.01,30.6137,32.5
5790.01,30.6145,32.5
5793.01,30.6137,32.5
5796.01,30.6139,32.5
5799.01,30.6140,32.5
5802.01,30.6142,32.5
5805.01,30.6142,32.5
5808.01,30.6140,32.5
5811.01,30.6140,32.5
5814.01,30.6138,32.5
5817.01,30.6136,32.5
5820.01,30.6134,32.5
5823.01,30.6140,32.5
5826.01,30.6148,32.5
5829.01,30.6142,32.5
5832.01,30.6132,32.5
5835.01,30.6134,32.5
5838.01,30.6140,32.5
5841.01,30.6134,32.5
5844.01,30.6135,32.5
5847.01,30.6141,32.5
5850.01,30.6140,32.5
5853.01,30.6132,32.5
5856.01,30.6147,32.5
5859.01,30.6154,32.5
5862.01,30.6150,32.5
5865.01,30.6161,32.5
5868.01,30.6164,32.5
5871.01,30.6158,32.5
5874.01,30.6156,32.5
5877.01,30.6151,32.5
5880.01,30.6147,32.5
5883.01,30.6142,32.5
5886.01,30.6152,32.5
5889.01,30.6155,32.5
5892.01,30.6159,32.5
5895.01,30.6157,32.5
5898.01,30.6152,32.5
5901.00,30.6155,32.5
5904.01,30.6152,32.5
5907.00,30.6159,32.5
5910.00,30.6162,32.5
5913.00,30.6166,32.5
5916.00,30.6162,32.5
5919.00,30.6163,32.5
5922.00,30.6166,32.5
5925.00,30.6171,32.5
5928.00,30.6176,32.5
5931.00,30.6179,32.5
5934.00,30.6189,32.5
5937.00,30.6185,32.5
5940.00,30.6190,32.5
5943.00,30.6179,32.5
5946.00,30.6175,32.5
5949.00,30.6169,32.5
5952.00,30.6170,32.5
5955.00,30.6167,32.5
5958.00,30.6164,32.5
5961.00,30.6157,32.5
5964.00,28.4508,32.5
5967.00,28.2838,32.5
5970.00,27.9518,32.5
5973.00,28.1031,32.5
5976.00,28.1702,32.5
5979.00,28.2167,32.5
5982.00,28.2513,32.5
5985.00,28.2787,32.5
5988.00,28.3002,32.5
5991.00,28.3170,32.5
5994.00,28.3305,32.5
5997.00,28.3411,32.5
6000.00,28.3501,32.5
6003.00,28.3576,32.5
6006.00,28.3642,32.5
6009.00,28.3702,32.5
6012.00,28.3757,32.5
6015.00,28.3799,32.5
6018.00,28.3835,32.5
6021.00,28.3860,32.5
6024.00,28.3869,32.5
