SN:0141335,,
Time/s,Pressure/MPa,Temperature/°C
6027.00,28.3893,32.5
6030.00,28.3920,32.5
6033.00,28.3930,32.5
6036.00,28.3945,32.5
6039.00,28.3961,32.5
6042.00,28.3967,32.5
6045.00,28.3985,32.5
6048.00,28.3999,32.5
6051.00,28.4009,32.5
6054.00,28.4019,32.5
6057.00,28.4019,32.5
6060.00,28.4019,32.5
6063.00,28.4020,32.5
6066.00,28.4013,32.5
6069.00,28.4018,32.5
6072.00,28.4019,32.5
6075.00,28.4021,32.5
6078.00,28.4019,32.5
6081.00,28.4020,32.5
6084.00,28.4022,32.5
6087.00,28.4012,32.5
6090.00,28.3991,32.5
6093.00,28.3987,32.5
6096.00,28.3986,32.5
6099.00,28.3981,32.5
6102.00,28.3984,32.5
6105.00,28.3996,32.5
6108.00,28.3998,32.5
6111.00,28.4007,32.5
6114.00,28.4007,32.5
6117.00,28.4014,32.5
6120.00,28.4011,32.5
6123.00,28.4028,32.5
6126.00,28.4032,32.5
6129.00,28.4031,32.5
6131.99,28.4031,32.5
6134.99,28.4031,32.5
6137.99,28.4030,32.5
6140.99,28.4032,32.5
6144.00,28.4021,32.5
6147.00,28.4016,32.5
6150.00,28.4021,32.5
6153.00,28.4013,32.5
6155.99,28.4014,32.5
6158.99,28.4001,32.5
6161.99,28.4010,32.5
6165.00,28.4005,32.5
6168.00,28.4010,32.5
6170.99,28.4016,32.5
6174.00,28.4011,32.5
6176.99,28.4007,32.5
6180.00,28.4006,32.5
6183.00,28.4001,32.5
6186.00,28.3993,32.5
6189.00,28.3991,32.5
6192.00,28.3987,32.5
6195.00,28.3990,32.5
6198.00,28.3993,32.5
6201.00,28.3990,32.5
6204.00,28.3987,32.5
6206.99,28.3978,32.5
6209.99,28.3983,32.5
6212.99,28.3982,32.5
6215.99,28.3984,32.5
6218.99,28.3980,32.5
6221.99,28.3976,32.5
6224.99,28.3977,32.5
6227.99,28.3987,32.5
6230.99,28.3990,32.5
6233.99,28.4003,32.5
6236.99,28.3991,32.5
6239.99,28.3986,32.5
6242.99,28.3993,32.5
6245.99,28.3990,32.5
6248.99,28.3987,32.5
6251.99,28.3986,32.5
6254.99,28.3986,32.5
6257.99,28.3991,32.5
6260.99,28.3985,32.5
6263.99,28.3984,32.5
6266.99,28.3976,32.5
6269.99,28.3971,32.5
6272.99,28.3962,32.5
6275.99,28.3957,32.5
6278.99,28.3963,32.5
6281.99,28.3962,32.5
6284.99,28.3960,32.5
6287.99,28.3960,32.5
6290.99,28.3959,32.5
6293.99,28.3953,32.5
6296.99,28.3947,32.5
6299.99,28.3951,32.5
6302.99,28.3957,32.5
6305.99,28.3955,32.5
6308.99,28.3953,32.5
6311.99,28.3955,32.5
6314.99,28.3944,32.5
6317.99,28.3946,32.5
6320.99,28.3944,32.5
6323.99,28.3947,32.5
6326.98,28.3936,32.5
6329.98,28.3931,32.5
6332.98,28.3932,32.5
6335.99,28.3934,32.5
6338.98,28.3927,32.5
6341.99,28.3926,32.5
6344.98,28.3924,32.5
6347.98,28.3917,32.5
6350.98,28.3908,32.5
6353.98,28.3898,32.5
6356.98,28.3899,32.5
6359.98,28.3905,32.5
6362.98,28.3909,32.5
6365.98,28.3910,32.5
6368.99,28.3906,32.5
6371.98,28.3908,32.5
6374.99,28.3898,32.5
6377.98,28.3896,32.5
6380.98,28.3893,32.5
6383.99,28.3894,32.5
6386.99,28.3888,32.5
6389.99,28.3881,32.5
6392.99,28.3871,32.5
6395.98,28.3876,32.5
6398.98,28.3871,32.5
6401.98,28.3867,32.5
6404.98,28.3865,32.5
6407.98,28.3858,32.5
6410.98,28.3850,32.5
6413.98,28.3856,32.5
6416.98,28.3851,32.5
6419.98,28.3844,32.5
6422.98,28.3841,32.5
6425.98,28.3832,32.5
6428.98,28.3825,32.5
6431.98,28.3823,32.5
6434.98,28.3812,32.5
6437.98,28.3812,32.5
6440.98,28.3802,32.5
6443.98,28.3796,32.5
6446.98,28.3797,32.5
6449.98,28.3795,32.5
6452.98,28.3804,32.5
6455.98,28.3804,32.5
6458.98,28.3811,32.5
6461.98,28.3813,32.5
6464.98,28.3808,32.5
6467.98,28.3809,32.5
6470.98,28.3811,32.5
6473.98,28.3816,32.5
6476.98,28.3812,32.5
6479.98,28.3803,32.5
6482.98,28.3810,32.5
6485.98,28.3813,32.5
6488.98,28.3821,32.5
6491.98,28.3813,32.5
6494.98,28.3815,32.5
6497.98,28.3812,32.5
6500.98,28.3820,32.5
6503.98,28.3811,32.5
6506.98,28.3805,32.5
6509.98,28.3799,32.5
6512.98,28.3793,32.5
6515.98,28.3789,32.5
6518.98,28.3789,32.5
6521.98,28.3799,32.5
6524.98,28.3797,32.5
6527.98,28.3793,32.5
6530.98,28.3796,32.5
6533.98,28.3800,32.5
6536.98,28.3806,32.5
6539.98,28.3819,32.5
6542.98,28.3814,32.5
6545.98,28.3811,32.5
6548.98,28.3815,32.5
6551.98,28.3800,32.5
6554.98,28.3804,32.5
6557.98,28.3798,32.5
6560.98,28.3784,32.5
6563.98,28.3778,32.5
6566.98,28.3763,32.5
6569.98,28.3759,32.5
6572.98,28.3753,32.5
6575.98,28.3749,32.5
6578.98,28.3749,32.5
6581.98,28.3741,32.5
6584.98,28.3724,32.5
6587.98,28.3723,32.5
6590.98,28.3725,32.5
6593.98,28.3710,32.5
6596.98,28.3705,32.5
6599.98,28.3707,32.5
6602.98,28.3701,32.5
6605.98,28.3697,32.5
6608.98,28.3701,32.5
6611.98,28.3699,32.5
6614.98,28.3697,32.5
6617.98,28.3692,32.5
6620.98,28.3685,32.5
6623.98,28.3691,32.5
6626.98,28.3687,32.5
6629.98,28.3698,32.5
6632.98,28.3698,32.5
6635.98,28.3704,32.5
6638.98,28.3698,32.5
6641.98,28.3696,32.5
6644.98,28.3699,32.5
6647.98,28.3700,32.5
6650.98,28.3699,32.5
6653.98,28.3704,32.5
6656.98,28.3698,32.5
6659.98,28.3699,32.5
6662.98,28.3697,32.5
6665.98,28.3697,32.5
6668.98,28.3696,32.5
6671.98,28.3695,32.5
6674.98,28.3688,32.5
6677.98,28.3696,32.5
6680.98,28.3693,32.5
6683.98,28.3696,32.5
6686.98,28.3698,32.5
6689.98,28.3689,32.5
6692.98,28.3688,32.5
6695.98,28.3688,32.5
6698.98,28.3683,32.5
6701.98,28.3675,32.5
6704.98,28.3674,32.5
6707.98,28.3673,32.5
6710.98,28.3689,32.5
6713.98,28.3690,32.5
6716.98,28.3682,32.5
6719.98,28.3671,32.5
6722.98,28.3664,32.5
6725.98,28.3665,32.5
6728.98,28.3665,32.5
6731.98,28.3665,32.5
6734.98,28.3670,32.5
6737.98,28.3679,32.5
6740.98,28.3673,32.5
6743.98,28.3665,32.5
6746.98,28.3660,32.5
6749.98,28.3654,32.5
6752.98,28.3655,32.5
6755.98,28.3656,32.5
6758.98,28.3652,32.5
6761.98,28.3650,32.5
6764.98,28.3652,32.5
6767.98,28.3651,32.5
6770.98,28.3653,32.5
6773.98,28.3653,32.5
6776.98,28.3657,32.5
6779.98,28.3646,32.5
6782.98,28.3636,32.5
6785.98,28.3635,32.5
6788.98,28.3630,32.5
6791.98,28.3622,32.5
6794.98,28.3623,32.5
6797.98,28.3621,32.5
6800.98,28.3616,32.5
6803.98,28.3613,32.5
6806.98,28.3615,32.5
6809.98,28.3600,32.5
6812.98,28.3600,32.5
6815.98,28.3593,32.5
6818.98,28.3582,32.5
6821.98,28.3585,32.5
6824.98,27.9474,32.5
6827.98,27.7783,32.5
6830.98,27.4523,32.5
6833.98,26.7893,32.5
6836.98,26.6828,32.5
6839.98,26.1718,32.5
6842.98,25.9073,32.5
6845.98,26.0104,32.5
6848.98,26.0009,32.5
6851.98,25.9111,32.5
6854.98,25.9105,32.5
6857.98,25.9463,32.5
6860.98,25.9719,32.5
6863.98,25.9912,32.5
6866.98,26.0067,32.5
6869.98,26.0187,32.5
6872.98,26.0282,32.5
6875.98,26.0366,32.5
6878.98,26.0429,32.5
6881.98,26.0489,32.5
6884.98,26.0545,32.5
6887.98,26.0587,32.5
6890.98,26.0622,32.5
6893.98,26.0658,32.5
6896.98,26.0687,32.5
6899.98,26.0706,32.5
6902.98,26.0724,32.5
6905.98,26.0731,32.5
6908.97,26.0750,32.5
6911.97,26.0763,32.5
6914.98,26.0762,32.5
6917.98,26.0780,32.5
6920.97,26.0792,32.5
6923.98,26.0806,32.5
6926.97,26.0815,32.5
6929.97,26.0833,32.5
6932.97,26.0851,32.5
6935.97,26.0867,32.5
6938.98,26.0872,32.5
6941.97,26.0874,32.5
6944.97,26.0880,32.5
6947.97,26.0887,32.5
6950.97,26.0885,32.5
6953.97,26.0892,32.5
6956.97,26.0891,32.5
6959.97,26.0883,32.5
6962.98,26.0894,32.5
6965.98,26.0886,32.5
6968.97,26.0888,32.5
6971.97,26.0891,32.5
6974.97,26.0893,32.5
6977.97,26.0891,32.5
6980.98,26.0888,32.5
6983.97,26.0883,32.5
6986.97,26.0877,32.5
6989.97,26.0870,32.5
6992.97,26.0868,32.5
6995.97,26.0868,32.5
6998.97,26.0873,32.5
7001.97,26.0867,32.5
7004.98,26.0872,32.5
7007.97,26.0869,32.5
7010.97,26.0864,32.5
7013.97,26.0863,32.5
7016.97,26.0873,32.5
7019.97,26.0881,32.5
7022.97,26.0887,32.5
7025.97,26.0884,32.5
7028.97,26.0882,32.5
7031.97,26.0875,32.5
7034.97,26.0881,32.5
7037.97,26.0878,32.5
7040.97,26.0881,32.5
7043.97,26.0875,32.5
7046.97,26.0875,32.5
7049.97,26.0867,32.5
7052.97,26.0859,32.5
7055.97,26.0857,32.5
7058.97,26.0856,32.5
7061.97,26.0857,32.5
7064.97,26.0862,32.5
7067.97,26.0866,32.5
7070.97,26.0863,32.5
7073.97,26.0857,32.5
7076.97,26.0850,32.5
7079.97,26.0852,32.5
7082.97,26.0844,32.5
7085.97,26.0843,32.5
7088.97,26.0838,32.5
7091.97,26.0829,32.5
7094.97,26.0816,32.5
7097.97,26.0826,32.5
7100.97,26.0832,32.5
7103.97,26.0825,32.5
7106.97,26.0820,32.5
7109.97,26.0834,32.5
7112.97,26.0833,32.5
7115.97,26.0829,32.5
7118.97,26.0835,32.5
7121.97,26.0830,32.5
7124.97,26.0820,32.5
7127.97,26.0818,32.5
7130.97,26.0815,32.5
7133.97,26.0811,32.5
7136.97,26.0815,32.5
7139.97,26.0813,32.5
7142.97,26.0811,32.5
7145.97,26.0802,32.5
7148.97,26.0798,32.5
7151.97,26.0788,32.5
7154.97,26.0784,32.5
7157.97,26.0774,32.5
7160.97,26.0776,32.5
7163.97,26.0769,32.5
7166.97,26.0765,32.5
7169.96,25.3933,32.5
7172.96,23.4055,32.5
7175.96,23.3044,32.5
7178.96,23.3707,32.5
7181.96,23.4551,32.5
7184.96,23.5147,32.5
7187.97,23.5583,32.5
7190.96,23.5903,32.5
7193.96,23.6156,32.5
7196.96,23.6354,32.5
7199.97,23.6504,32.5
7202.97,23.6644,32.5
7205.97,23.6742,32.5
7208.96,23.6816,32.5
7211.96,23.6889,32.5
7214.96,23.6943,32.5
7217.96,23.6998,32.5
7220.96,23.7035,32.5
7223.97,23.7069,32.5
7226.97,23.7096,32.5
7229.96,23.7128,32.5
7232.96,23.7155,32.5
7235.96,23.7167,32.5
7238.96,23.7182,32.5
7241.97,23.7210,32.5
7244.96,23.7221,32.5
7247.96,23.7223,32.5
7250.97,23.7235,32.5
7253.97,23.7244,32.5
7256.97,23.7258,32.5
7259.97,23.7264,32.5
7262.97,23.7255,32.5
7265.96,23.7268,32.5
7268.96,23.7266,32.5
7271.96,23.7271,32.5
7274.96,23.7286,32.5
7277.96,23.7290,32.5
7280.96,23.7296,32.5
7283.96,23.7302,32.5
7286.96,23.7294,32.5
7289.96,23.7299,32.5
7292.96,23.7290,32.5
7295.97,23.7288,32.5
7298.97,23.7298,32.5
7301.96,23.7286,32.5
7304.96,23.7289,32.5
7307.96,23.7290,32.5
7310.96,23.7288,32.5
7313.96,23.7280,32.5
7316.96,23.7280,32.5
7319.96,23.7274,32.5
7322.96,23.7276,32.5
7325.96,23.7284,32.5
7328.96,23.7285,32.5
7331.96,23.7284,32.5
7334.97,23.7279,32.5
7337.96,23.7276,32.5
7340.96,23.7276,32.5
7343.96,23.7278,32.5
7346.96,23.7274,32.5
7349.96,23.7275,32.5
7352.96,23.7266,32.5
7355.97,23.7273,32.5
7358.96,23.7269,32.5
7361.96,23.7271,32.5
7364.96,23.7261,32.5
7367.97,23.7267,32.5
7370.97,23.7274,32.5
7373.96,23.7284,32.5
7376.96,23.7292,32.5
7379.97,23.7285,32.5
7382.97,23.7291,32.5
7385.96,23.7295,32.5
7388.96,23.7285,32.5
7391.96,23.7289,32.5
7394.97,23.7298,32.5
7397.96,23.7303,32.5
7400.96,23.7311,32.5
7403.97,23.7317,32.5
7406.96,23.7319,32.5
7409.97,23.7314,32.5
7412.96,23.7324,32.5
7415.96,23.7331,32.5
7418.96,23.7327,32.5
7421.96,23.7316,32.5
7424.97,23.7308,32.5
7427.97,23.7309,32.5
7430.97,23.7311,32.5
7433.97,23.7309,32.5
7436.96,23.7307,32.5
7439.96,23.7314,32.5
7442.97,23.7316,32.5
7445.96,23.7313,32.5
7448.96,23.7314,32.5
7451.96,23.7314,32.5
7454.96,23.7318,32.5
7457.96,23.7310,32.5
7460.96,23.7317,32.5
7463.96,23.7318,32.5
7466.96,23.7314,32.5
7469.96,23.7323,32.5
7472.97,23.7311,32.5
7475.97,23.7302,32.5
7478.96,23.7304,32.5
7481.97,23.7301,32.5
7484.97,23.7307,32.5
7487.97,23.7301,32.5
7490.97,22.6930,32.5
7493.97,21.4946,32.5
7496.97,21.6611,32.5
7499.96,21.6077,32.5
7502.96,21.5615,32.5
7505.96,21.6236,32.5
7508.97,21.6643,32.5
7511.96,21.6935,32.5
7514.96,21.7166,32.5
7517.96,21.7342,32.5
7520.96,21.7479,32.5
7523.96,21.7594,32.5
7526.97,21.7691,32.5
7529.96,21.7767,32.5
7532.96,21.7836,32.5
7535.96,21.7885,32.5
7538.96,21.7927,32.5
7541.96,21.7962,32.5
7544.96,21.7995,32.5
7547.96,21.8028,32.5
7550.96,21.8053,32.5
7553.96,21.8078,32.5
7556.96,21.8095,32.5
7559.96,21.8109,32.5
7562.96,21.8120,32.4
7565.96,21.8134,32.5
7568.96,21.8144,32.5
7571.96,21.8156,32.5
7574.96,21.8161,32.5
7577.96,21.8167,32.4
7580.96,21.8176,32.5
7583.97,21.8188,32.5
7586.96,21.8197,32.5
7589.96,21.8212,32.5
7592.96,21.8222,32.5
7595.96,21.8221,32.5
7598.96,21.8224,32.5
7601.96,21.8230,32.5
7604.97,21.8230,32.5
7607.97,21.8234,32.5
7610.97,21.8241,32.5
7613.97,21.8242,32.5
7616.97,21.8242,32.5
7619.97,21.8248,32.5
7622.97,21.8252,32.5
7625.96,21.8242,32.5
7628.96,21.8251,32.5
7631.96,21.8249,32.5
7634.96,21.8243,32.5
7637.96,21.8239,32.5
7640.96,21.8234,32.5
7643.97,21.8234,32.5
7646.96,21.8233,32.5
7649.96,21.8227,32.5
7652.96,21.8230,32.5
7655.96,21.8228,32.5
7658.96,21.8234,32.5
7661.97,21.8237,32.5
7664.97,21.8243,32.5
7667.97,21.8251,32.5
7670.97,21.8253,32.5
7673.97,21.8248,32.5
7676.97,21.8242,32.5
7679.97,21.8234,32.5
7682.97,21.8236,32.5
7685.97,21.8237,32.5
7688.97,21.8242,32.5
7691.97,21.8245,32.5
7694.97,21.8246,32.5
7697.97,21.8246,32.5
7700.96,21.8244,32.5
7703.96,21.8242,32.5
7706.96,21.8240,32.5
7709.96,21.8234,32.5
7712.96,21.8234,32.5
7715.96,21.8228,32.5
7718.96,21.8226,32.5
7721.96,21.8224,32.5
7724.97,21.8223,32.5
7727.96,21.8221,32.5
7730.97,21.8217,32.5
7733.97,21.8224,32.5
7736.97,21.8219,32.5
7739.97,21.8212,32.5
7742.97,21.8204,32.5
7745.97,21.8209,32.5
7748.97,21.8208,32.5
7751.97,21.8212,32.5
7754.97,21.8212,32.5
7757.97,21.8215,32.5
7760.97,21.8206,32.5
7763.97,21.8199,32.5
7766.97,21.8212,32.5
7769.97,21.8207,32.5
7772.97,21.8208,32.5
7775.97,21.8206,32.5
7778.97,21.8208,32.5
7781.97,21.8208,32.5
7784.97,21.8201,32.5
7787.96,21.8198,32.5
7790.96,21.8197,32.5
7793.97,21.8197,32.5
7796.96,21.8199,32.5
7799.96,21.8198,32.5
7802.96,21.8201,32.5
7805.96,21.8213,32.5
7808.96,21.8214,32.5
7811.96,21.8203,32.5
7814.96,21.8194,32.5
7817.97,21.8187,32.5
7820.96,21.8184,32.5
7823.96,21.8194,32.5
7826.96,21.8181,32.5
7829.96,21.8173,32.5
7832.96,21.8168,32.5
7835.96,21.8163,32.5
7838.96,21.8165,32.5
7841.96,21.8167,32.5
7844.96,21.8165,32.5
7847.96,21.8166,32.5
7850.96,20.4633,32.5
7853.96,19.6895,32.5
7856.96,19.8843,32.5
7859.96,19.9574,32.5
7862.96,20.0094,32.5
7865.96,20.0489,32.5
7868.96,20.0785,32.5
7871.96,20.1024,32.5
7874.96,20.1206,32.5
7877.96,20.1342,32.5
7880.96,20.1459,32.5
7883.96,20.1543,32.5
7886.96,20.1613,32.5
7889.96,20.1684,32.5
7892.96,20.1744,32.5
7895.96,20.1792,32.5
7898.96,20.1829,32.5
7901.96,20.1854,32.5
7904.96,20.1881,32.5
7907.96,20.1903,32.5
7910.96,20.1917,32.5
7913.96,20.1932,32.5
7916.96,20.1954,32.5
7919.96,20.1972,32.5
7922.96,20.1980,32.5
7925.96,20.1988,32.5
7928.96,20.1995,32.5
7931.96,20.2000,32.5
7934.96,20.2014,32.5
7937.96,20.2017,32.5
7940.96,20.2023,32.5
7943.96,20.2027,32.5
7946.96,20.2036,32.5
7949.96,20.2028,32.5
7952.96,20.2024,32.5
7955.96,20.2019,32.5
7958.96,20.2032,32.5
7961.96,20.2046,32.5
7964.96,20.2057,32.5
7967.96,20.2066,32.5
7970.96,20.2068,32.5
7973.96,20.2063,32.5
7976.96,20.2062,32.5
7979.96,20.2061,32.5
7982.96,20.2063,32.5
7985.96,20.2061,32.5
7988.96,20.2059,32.5
7991.96,20.2067,32.5
7994.96,20.2064,32.5
7997.96,20.2067,32.5
8000.96,20.2074,32.5
8003.96,20.2059,32.5
8006.96,20.2062,32.5
8009.96,20.2069,32.5
8012.96,20.2070,32.5
8015.96,20.2071,32.5
8018.96,20.2070,32.5
8021.96,20.2084,32.5
8024.96,20.2081,32.5
8027.96,20.2087,32.5
8030.96,20.2088,32.5
8033.96,20.2086,32.5
8036.96,20.2087,32.5
8039.96,20.2079,32.5
8042.96,20.2083,32.5
8045.96,20.2081,32.5
8048.96,20.2091,32.5
8051.96,20.2089,32.5
8054.96,20.2090,32.5
8057.96,20.2089,32.5
8060.99,20.2098,32.5
8063.99,20.2096,32.5
8066.99,20.2098,32.5
8069.99,20.2088,32.5
8072.99,20.2087,32.5
8075.99,20.2087,32.5
8078.99,20.2089,32.5
8081.99,20.2090,32.5
8084.99,20.2084,32.5
8087.99,20.2087,32.5
8091.00,20.2076,32.5
8093.99,20.2076,32.5
8096.99,20.2073,32.5
8099.99,20.2080,32.5
8102.99,20.2082,32.5
8105.99,20.2082,32.5
8108.99,20.2077,32.5
8111.99,20.2081,32.5
8114.99,20.2072,32.5
8117.99,20.2070,32.5
8120.99,20.2073,32.5
8123.99,20.2071,32.5
8126.99,20.2061,32.5
8129.99,20.2059,32.5
8132.99,20.2057,32.5
8135.99,20.2059,32.5
8138.99,20.2055,32.5
8141.99,20.2055,32.5
8144.99,20.2057,32.5
8147.99,20.2060,32.5
8150.99,20.2066,32.5
8153.99,20.2064,32.5
8156.99,20.2064,32.5
8159.99,20.2064,32.5
8162.99,20.2061,32.5
8165.99,20.2062,32.5
8168.99,20.2064,32.5
8171.99,20.2061,32.5
8174.99,20.2067,32.5
8177.99,20.2066,32.5
8180.99,20.2067,32.5
8183.99,20.2070,32.5
8186.99,20.2072,32.5
8189.99,20.2073,32.5
8192.99,20.2068,32.5
8195.99,20.2067,32.5
8198.99,20.2060,32.5
8201.99,20.2056,32.5
8204.98,20.2055,32.5
8207.98,20.2059,32.5
8210.99,20.2062,32.5
8213.98,20.2058,32.5
8216.98,20.2051,32.5
8219.98,20.2051,32.5
8222.99,20.2038,32.5
8225.98,20.2041,32.5
8228.98,20.2033,32.5
8231.98,20.2025,32.5
8234.98,20.2024,32.5
8237.98,20.2016,32.5
8240.98,20.2019,32.5
8243.98,20.2014,32.5
8246.99,20.2003,32.5
8249.98,20.2005,32.5
8252.99,20.2002,32.5
8255.98,20.1993,32.5
8258.99,20.1992,32.5
8261.99,20.2004,32.5
8264.98,20.2003,32.5
8267.98,20.2006,32.5
8270.98,20.1999,32.5
8273.98,20.1989,32.5
8276.98,20.1990,32.5
8279.98,20.1987,32.5
8282.98,20.1980,32.5
8285.98,20.1984,32.5
8288.98,20.1981,32.5
8291.98,20.1993,32.5
8294.98,20.1998,32.5
8297.98,20.1987,32.5
8300.98,20.1987,32.5
8303.98,20.1988,32.5
8306.98,20.1999,32.5
8309.98,20.2001,32.5
8312.98,20.2014,32.5
8315.98,20.2022,32.5
8318.98,20.2027,32.5
8321.98,20.2029,32.5
8324.98,20.2019,32.5
8327.98,20.2020,32.5
8330.98,20.2009,32.5
8333.98,20.2010,32.5
8336.98,20.2013,32.5
8339.98,20.2021,32.5
8342.98,20.2023,32.5
8345.98,20.2023,32.5
8348.98,20.2017,32.5
8351.98,20.2012,32.5
8354.98,20.2014,32.5
8357.98,20.2015,32.5
8360.98,20.2018,32.5
8363.98,20.2025,32.5
8366.98,20.2020,32.5
8369.98,20.2018,32.5
8372.98,20.2020,32.5
8375.98,20.2005,32.5
8378.98,20.2005,32.5
8381.98,20.2012,32.5
8384.98,20.2011,32.5
8387.98,20.2007,32.5
8390.98,20.2001,32.5
8393.98,20.2000,32.5
8396.98,20.2002,32.5
8399.98,20.2009,32.5
8402.98,20.2007,32.5
8405.98,20.1999,32.5
8408.98,20.2008,32.5
8411.98,20.2013,32.5
8414.98,20.2010,32.5
8417.98,20.2008,32.5
8420.98,20.2009,32.5
8423.98,20.1999,32.5
8426.98,20.1994,32.5
8429.98,20.1989,32.5
8432.98,20.1978,32.5
8435.98,20.1980,32.5
8438.98,20.1982,32.5
8441.98,20.1974,32.5
8444.98,20.1964,32.5
8447.98,20.1965,32.5
8450.98,20.1967,32.5
8453.98,20.1974,32.5
8456.98,20.1973,32.5
8459.98,20.1976,32.5
8462.98,20.1966,32.5
8465.98,20.1973,32.5
8468.98,20.1977,32.5
8471.98,20.1976,32.5
8474.98,20.1973,32.5
8477.98,20.1973,32.5
8480.98,20.1970,32.5
8483.98,20.1969,32.5
8486.98,20.1971,32.5
8489.98,20.1974,32.5
8492.98,20.1977,32.5
8495.98,20.1970,32.5
8498.98,20.1962,32.5
8501.98,20.1963,32.5
8504.98,20.1960,32.5
8507.98,20.1958,32.5
8510.98,20.1956,32.5
8513.98,20.1960,32.5
8516.98,20.1959,32.5
8519.98,20.1967,32.5
8522.98,20.1957,32.5
8525.98,20.1966,32.5
8528.98,20.1968,32.5
8531.98,20.1966,32.5
8534.98,20.1958,32.5
8537.98,20.1961,32.5
8540.98,20.1961,32.5
8543.98,20.1955,32.5
8546.98,20.1953,32.5
8549.98,20.1952,32.5
8552.98,20.1944,32.5
8555.98,20.1946,32.5
8558.98,20.1943,32.5
8561.98,20.1947,32.5
8564.98,20.1939,32.5
8567.98,20.1938,32.5
8570.98,20.1938,32.5
8573.98,20.1947,32.5
8576.98,20.1950,32.5
8579.98,20.1951,32.5
8582.98,20.1945,32.5
8585.98,20.1949,32.5
8588.98,20.1959,32.5
8591.98,20.1962,32.5
8594.98,20.1973,32.5
8597.98,20.1966,32.5
8600.98,20.1963,32.5
8603.98,20.1962,32.5
8606.98,20.1962,32.5
8609.98,20.1966,32.5
8612.98,20.1959,32.5
8615.98,20.1965,32.5
8618.98,20.1953,32.5
8621.98,20.1950,32.5
8624.98,20.1937,32.5
8627.98,20.1939,32.5
8630.98,20.1939,32.5
8633.98,20.1937,32.5
8636.98,20.1935,32.5
8639.98,20.1943,32.5
8642.98,20.1937,32.5
8645.98,20.1940,32.5
8648.98,20.1932,32.5
8651.98,20.1928,32.5
8654.98,20.1928,32.5
8657.98,20.1929,32.5
8660.98,20.1923,32.5
8663.98,20.1922,32.5
8666.98,20.1917,32.5
8669.98,20.1912,32.5
8672.98,20.1913,32.5
8675.98,20.1902,32.5
8678.98,20.1903,32.5
8681.98,20.1899,32.5
8684.98,20.1905,32.5
8687.98,20.1901,32.5
8690.98,20.1902,32.5
8693.98,20.1893,32.5
8696.98,20.1893,32.5
8699.98,20.1895,32.5
8702.98,20.1891,32.5
8705.98,20.1888,32.5
8708.98,20.1878,32.5
8711.98,20.1877,32.5
8714.98,20.1879,32.5
8717.98,20.1878,32.5
8720.98,20.1884,32.5
8723.98,20.1881,32.5
8726.98,20.1889,32.5
8729.98,20.1883,32.5
8732.98,20.1881,32.5
8735.98,20.1876,32.5
8738.98,20.1879,32.5
8741.98,20.1872,32.5
8744.98,20.1869,32.5
8747.98,20.1872,32.5
8750.98,20.1866,32.5
8753.98,20.1861,32.5
8756.98,20.1870,32.5
8759.98,20.1866,32.5
8762.97,20.1859,32.5
8765.97,20.1860,32.5
8768.97,20.1855,32.5
8771.97,20.1863,32.5
8774.97,20.1869,32.5
8777.98,20.1871,32.5
8780.98,20.1864,32.5
8783.97,20.1863,32.5
8786.97,20.1859,32.5
8789.97,20.1851,32.5
8792.97,20.1850,32.5
8795.97,20.1849,32.5
8798.97,20.1843,32.5
8801.97,20.1861,32.5
8804.97,20.1855,32.5
8807.97,20.1860,32.5
8810.98,20.1851,32.5
8813.97,19.6138,32.5
8816.98,18.7341,32.5
8819.97,18.5703,32.5
8822.98,18.5755,32.5
8825.98,18.6488,32.5
8828.97,18.6100,32.5
8831.97,18.6117,32.5
8834.97,18.6458,32.5
8837.97,18.6702,32.5
8840.97,18.6881,32.5
8843.97,18.7023,32.5
8846.97,18.7133,32.5
8849.97,18.7221,32.5
8852.97,18.7292,32.5
8855.97,18.7355,32.5
8858.97,18.7405,32.5
8861.97,18.7447,32.5
8864.97,18.7479,32.5
8867.97,18.7509,32.5
8870.97,18.7536,32.5
8873.97,18.7566,32.5
8876.97,18.7595,32.5
8879.97,18.7612,32.5
8882.97,18.7636,32.5
8885.97,18.7644,32.5
8888.97,18.7645,32.5
8891.97,18.7660,32.5
8894.97,18.7678,32.5
8897.97,18.7687,32.5
8900.97,18.7693,32.5
8903.97,18.7712,32.5
8906.97,18.7715,32.5
8909.97,18.7719,32.5
8912.97,18.7736,32.5
8915.97,18.7734,32.5
8918.97,18.7722,32.5
8921.97,18.7724,32.5
8924.97,18.7721,32.5
8927.97,18.7717,32.5
8930.97,18.7717,32.5
8933.97,18.7716,32.5
8936.97,18.7715,32.5
8939.97,18.7713,32.5
8942.97,18.7713,32.5
8945.97,18.7715,32.5
8948.97,18.7721,32.5
8951.97,18.7739,32.5
8954.97,18.7738,32.5
8957.97,18.7741,32.5
8960.97,18.7740,32.5
8963.97,18.7742,32.5
8966.97,18.7736,32.5
8969.97,18.7739,32.5
8972.97,18.7738,32.5
8975.97,18.7732,32.5
8978.97,18.7731,32.5
8981.97,18.7722,32.5
8984.97,18.7724,32.5
8987.97,18.7710,32.5
8990.97,18.7723,32.5
8993.97,18.7733,32.5
8996.97,18.7735,32.5
8999.97,18.7735,32.5
9002.97,18.7731,32.5
9005.97,18.7739,32.5
9008.97,18.7730,32.5
9011.97,18.7728,32.5
9014.97,18.7724,32.5
