,filename,Splitting,Diad1_Cent,Diad1_Area,Residual_Diad1,Diad2_Cent,Diad2_Area,Residual_Diad2,HB1_Cent,HB1_Area,HB2_Cent,HB2_Area,C13_Cent,C13_Area
0,004_K9_2.csv,102.91017591044624,1279.8144913978163,735.6148549027548,1.8521328391511909,1382.7246673082625,1103.0606194494737,2.30188679782052,1259.577689468643,61.185501358108255,1404.01710815953,91.3608204402814,,0
