,filename,Splitting,Diad1_Cent,Diad1_Area,Residual_Diad1,Diad2_Cent,Diad2_Area,Residual_Diad2,HB1_Cent,HB1_Area,HB2_Cent,HB2_Area,C13_Cent,C13_Area
0,008_K13_2.csv,102.81081875127438,1280.117202283743,354.0270890278634,1.3976761463881153,1382.9280210350173,555.3696362843239,1.710056747332222,1259.8273330549785,32.018927968695365,1404.2031569454703,48.592650774874635,,0
