X-Axis	CC14_MI2_H2O_96mw
 2.957268878E+03	 1.296199951E+03
 2.960795188E+03	 1.304800049E+03
 2.964319874E+03	 1.300300049E+03
 2.967842936E+03	 1.299199951E+03
 2.971364377E+03	 1.299400024E+03
 2.974884197E+03	 1.300900024E+03
 2.978402397E+03	 1.296599976E+03
 2.981918979E+03	 1.302400024E+03
 2.985433943E+03	 1.304199951E+03
 2.988947291E+03	 1.300800049E+03
 2.992459024E+03	 1.299300049E+03
 2.995969144E+03	 1.302500000E+03
 2.999477650E+03	 1.297900024E+03
 3.002984545E+03	 1.307400024E+03
 3.006489830E+03	 1.300800049E+03
 3.009993505E+03	 1.291900024E+03
 3.013495572E+03	 1.303099976E+03
 3.016996032E+03	 1.297199951E+03
 3.020494886E+03	 1.301300049E+03
 3.023992135E+03	 1.305300049E+03
 3.027487780E+03	 1.293900024E+03
 3.030981823E+03	 1.300699951E+03
 3.034474265E+03	 1.299300049E+03
 3.037965106E+03	 1.305099976E+03
 3.041454348E+03	 1.310400024E+03
 3.044941993E+03	 1.313199951E+03
 3.048428040E+03	 1.323300049E+03
 3.051912492E+03	 1.306599976E+03
 3.055395349E+03	 1.309900024E+03
 3.058876612E+03	 1.309099976E+03
 3.062356283E+03	 1.312599976E+03
 3.065834363E+03	 1.311099976E+03
 3.069310853E+03	 1.324300049E+03
 3.072785754E+03	 1.321199951E+03
 3.076259067E+03	 1.314500000E+03
 3.079730793E+03	 1.324199951E+03
 3.083200933E+03	 1.324199951E+03
 3.086669489E+03	 1.314599976E+03
 3.090136462E+03	 1.324099976E+03
 3.093601852E+03	 1.323599976E+03
 3.097065661E+03	 1.323300049E+03
 3.100527890E+03	 1.329099976E+03
 3.103988540E+03	 1.321199951E+03
 3.107447612E+03	 1.315099976E+03
 3.110905108E+03	 1.319199951E+03
 3.114361027E+03	 1.314300049E+03
 3.117815372E+03	 1.318699951E+03
 3.121268144E+03	 1.324300049E+03
 3.124719344E+03	 1.327599976E+03
 3.128168972E+03	 1.323000000E+03
 3.131617030E+03	 1.313599976E+03
 3.135063519E+03	 1.314000000E+03
 3.138508440E+03	 1.314300049E+03
 3.141951794E+03	 1.310400024E+03
 3.145393583E+03	 1.309000000E+03
 3.148833807E+03	 1.325300049E+03
 3.152272467E+03	 1.307900024E+03
 3.155709565E+03	 1.320199951E+03
 3.159145102E+03	 1.310699951E+03
 3.162579078E+03	 1.313699951E+03
 3.166011495E+03	 1.317400024E+03
 3.169442355E+03	 1.319199951E+03
 3.172871657E+03	 1.327199951E+03
 3.176299403E+03	 1.308800049E+03
 3.179725594E+03	 1.313599976E+03
 3.183150232E+03	 1.326800049E+03
 3.186573317E+03	 1.308599976E+03
 3.189994851E+03	 1.301599976E+03
 3.193414834E+03	 1.321099976E+03
 3.196833268E+03	 1.332400024E+03
 3.200250154E+03	 1.329099976E+03
 3.203665492E+03	 1.329900024E+03
 3.207079284E+03	 1.317699951E+03
 3.210491531E+03	 1.322800049E+03
 3.213902234E+03	 1.327900024E+03
 3.217311395E+03	 1.328900024E+03
 3.220719013E+03	 1.330699951E+03
 3.224125091E+03	 1.336099976E+03
 3.227529629E+03	 1.325900024E+03
 3.230932628E+03	 1.332599976E+03
 3.234334090E+03	 1.339800049E+03
 3.237734016E+03	 1.341699951E+03
 3.241132406E+03	 1.343099976E+03
 3.244529262E+03	 1.342500000E+03
 3.247924585E+03	 1.354900024E+03
 3.251318375E+03	 1.341400024E+03
 3.254710635E+03	 1.344400024E+03
 3.258101364E+03	 1.349900024E+03
 3.261490564E+03	 1.341800049E+03
 3.264878237E+03	 1.355500000E+03
 3.268264383E+03	 1.349900024E+03
 3.271649003E+03	 1.349000000E+03
 3.275032098E+03	 1.356099976E+03
 3.278413670E+03	 1.351099976E+03
 3.281793719E+03	 1.354400024E+03
 3.285172246E+03	 1.355099976E+03
 3.288549253E+03	 1.368000000E+03
 3.291924741E+03	 1.365300049E+03
 3.295298710E+03	 1.360599976E+03
 3.298671162E+03	 1.368500000E+03
 3.302042098E+03	 1.372000000E+03
 3.305411519E+03	 1.372599976E+03
 3.308779425E+03	 1.373300049E+03
 3.312145819E+03	 1.369199951E+03
 3.315510700E+03	 1.371199951E+03
 3.318874071E+03	 1.375300049E+03
 3.322235931E+03	 1.374400024E+03
 3.325596283E+03	 1.378900024E+03
 3.328955127E+03	 1.389699951E+03
 3.332312464E+03	 1.392400024E+03
 3.335668295E+03	 1.395400024E+03
 3.339022622E+03	 1.390800049E+03
 3.342375445E+03	 1.399199951E+03
 3.345726766E+03	 1.397800049E+03
 3.349076585E+03	 1.404900024E+03
 3.352424904E+03	 1.407199951E+03
 3.355771723E+03	 1.412099976E+03
 3.359117044E+03	 1.406500000E+03
 3.362460867E+03	 1.416699951E+03
 3.365803194E+03	 1.408599976E+03
 3.369144026E+03	 1.426699951E+03
 3.372483363E+03	 1.410800049E+03
 3.375821208E+03	 1.415800049E+03
 3.379157560E+03	 1.416199951E+03
 3.382492421E+03	 1.424300049E+03
 3.385825792E+03	 1.425500000E+03
 3.389157674E+03	 1.424099976E+03
 3.392488068E+03	 1.430900024E+03
 3.395816975E+03	 1.437400024E+03
 3.399144396E+03	 1.429300049E+03
 3.402470332E+03	 1.440400024E+03
 3.405794785E+03	 1.440199951E+03
 3.409117754E+03	 1.438000000E+03
 3.412439242E+03	 1.441599976E+03
 3.415759248E+03	 1.448099976E+03
 3.419077775E+03	 1.451400024E+03
 3.422394824E+03	 1.446099976E+03
 3.425710394E+03	 1.453699951E+03
 3.429024488E+03	 1.458500000E+03
 3.432337107E+03	 1.452300049E+03
 3.435648250E+03	 1.469500000E+03
 3.438957921E+03	 1.461400024E+03
 3.442266118E+03	 1.465199951E+03
 3.445572844E+03	 1.463599976E+03
 3.448878100E+03	 1.474599976E+03
 3.452181886E+03	 1.477500000E+03
 3.455484203E+03	 1.483000000E+03
 3.458785053E+03	 1.489800049E+03
 3.462084437E+03	 1.480400024E+03
 3.465382355E+03	 1.484500000E+03
 3.468678809E+03	 1.476000000E+03
 3.471973800E+03	 1.491699951E+03
 3.475267328E+03	 1.494599976E+03
 3.478559395E+03	 1.503099976E+03
 3.481850002E+03	 1.502300049E+03
 3.485139149E+03	 1.501599976E+03
 3.488426838E+03	 1.507199951E+03
 3.491713070E+03	 1.512099976E+03
 3.494997845E+03	 1.523599976E+03
 3.498281165E+03	 1.513000000E+03
 3.501563031E+03	 1.526300049E+03
 3.504843444E+03	 1.524400024E+03
 3.508122405E+03	 1.531599976E+03
 3.511399914E+03	 1.529500000E+03
 3.514675974E+03	 1.531900024E+03
 3.517950584E+03	 1.529000000E+03
 3.521223746E+03	 1.532300049E+03
 3.524495461E+03	 1.538400024E+03
 3.527765730E+03	 1.532699951E+03
 3.531034554E+03	 1.550500000E+03
 3.534301933E+03	 1.554000000E+03
 3.537567870E+03	 1.556000000E+03
 3.540832364E+03	 1.566199951E+03
 3.544095418E+03	 1.563300049E+03
 3.547357031E+03	 1.571800049E+03
 3.550617205E+03	 1.567800049E+03
 3.553875941E+03	 1.559099976E+03
 3.557133241E+03	 1.569099976E+03
 3.560389104E+03	 1.568199951E+03
 3.563643532E+03	 1.571400024E+03
 3.566896526E+03	 1.576800049E+03
 3.570148087E+03	 1.583699951E+03
 3.573398216E+03	 1.571000000E+03
 3.576646914E+03	 1.575699951E+03
 3.579894182E+03	 1.571500000E+03
 3.583140021E+03	 1.572000000E+03
 3.586384432E+03	 1.570099976E+03
 3.589627416E+03	 1.564400024E+03
 3.592868974E+03	 1.567699951E+03
 3.596109107E+03	 1.563599976E+03
 3.599347816E+03	 1.556300049E+03
 3.602585102E+03	 1.546900024E+03
 3.605820966E+03	 1.543500000E+03
 3.609055409E+03	 1.531699951E+03
 3.612288432E+03	 1.536199951E+03
 3.615520035E+03	 1.514800049E+03
 3.618750221E+03	 1.503900024E+03
 3.621978990E+03	 1.509699951E+03
 3.625206343E+03	 1.496199951E+03
 3.628432281E+03	 1.485699951E+03
 3.631656805E+03	 1.476000000E+03
 3.634879915E+03	 1.453300049E+03
 3.638101614E+03	 1.444800049E+03
 3.641321902E+03	 1.423400024E+03
 3.644540780E+03	 1.419900024E+03
 3.647758248E+03	 1.398099976E+03
 3.650974309E+03	 1.379900024E+03
 3.654188962E+03	 1.372599976E+03
 3.657402210E+03	 1.361900024E+03
 3.660614052E+03	 1.340000000E+03
 3.663824491E+03	 1.321000000E+03
 3.667033526E+03	 1.319300049E+03
 3.670241159E+03	 1.313800049E+03
 3.673447391E+03	 1.295300049E+03
 3.676652223E+03	 1.299099976E+03
 3.679855656E+03	 1.271300049E+03
 3.683057691E+03	 1.269300049E+03
 3.686258328E+03	 1.260699951E+03
 3.689457570E+03	 1.254800049E+03
 3.692655416E+03	 1.239900024E+03
 3.695851868E+03	 1.231400024E+03
 3.699046927E+03	 1.238099976E+03
 3.702240594E+03	 1.220800049E+03
 3.705432870E+03	 1.228199951E+03
 3.708623755E+03	 1.223000000E+03
 3.711813251E+03	 1.213400024E+03
 3.715001359E+03	 1.215199951E+03
 3.718188080E+03	 1.212199951E+03
 3.721373415E+03	 1.206800049E+03
 3.724557364E+03	 1.213800049E+03
 3.727739929E+03	 1.196000000E+03
 3.730921111E+03	 1.190400024E+03
 3.734100910E+03	 1.192900024E+03
 3.737279329E+03	 1.190599976E+03
 3.740456367E+03	 1.195000000E+03
 3.743632025E+03	 1.194400024E+03
 3.746806305E+03	 1.186900024E+03
 3.749979208E+03	 1.183900024E+03
 3.753150735E+03	 1.187699951E+03
 3.756320886E+03	 1.188400024E+03
 3.759489663E+03	 1.181800049E+03
 3.762657067E+03	 1.185199951E+03
 3.765823098E+03	 1.184199951E+03
 3.768987757E+03	 1.191599976E+03
 3.772151047E+03	 1.184800049E+03
 3.775312966E+03	 1.182800049E+03
 3.778473518E+03	 1.182000000E+03
 3.781632702E+03	 1.184400024E+03
 3.784790519E+03	 1.181199951E+03
 3.787946971E+03	 1.175500000E+03
 3.791102058E+03	 1.176900024E+03
 3.794255782E+03	 1.177199951E+03
 3.797408144E+03	 1.174500000E+03
 3.800559144E+03	 1.178099976E+03
 3.803708783E+03	 1.176099976E+03
 3.806857062E+03	 1.174300049E+03
 3.810003984E+03	 1.167900024E+03
 3.813149547E+03	 1.173000000E+03
 3.816293754E+03	 1.181199951E+03
 3.819436605E+03	 1.175900024E+03
 3.822578102E+03	 1.178300049E+03
 3.825718245E+03	 1.174300049E+03
 3.828857035E+03	 1.171800049E+03
 3.831994474E+03	 1.167599976E+03
 3.835130562E+03	 1.169699951E+03
 3.838265300E+03	 1.160400024E+03
 3.841398689E+03	 1.169900024E+03
 3.844530731E+03	 1.169599976E+03
 3.847661426E+03	 1.165199951E+03
 3.850790775E+03	 1.166199951E+03
 3.853918780E+03	 1.159099976E+03
 3.857045440E+03	 1.159000000E+03
 3.860170758E+03	 1.156400024E+03
 3.863294734E+03	 1.163900024E+03
 3.866417369E+03	 1.162099976E+03
 3.869538665E+03	 1.161000000E+03
 3.872658621E+03	 1.157199951E+03
 3.875777240E+03	 1.160400024E+03
 3.878894522E+03	 1.169800049E+03
 3.882010468E+03	 1.169199951E+03
 3.885125078E+03	 1.159400024E+03
 3.888238356E+03	 1.162900024E+03
 3.891350300E+03	 1.160099976E+03
 3.894460912E+03	 1.157099976E+03
 3.897570193E+03	 1.156400024E+03
 3.900678144E+03	 1.155400024E+03
 3.903784767E+03	 1.151900024E+03
 3.906890061E+03	 1.157000000E+03
 3.909994028E+03	 1.151000000E+03
 3.913096669E+03	 1.156300049E+03
 3.916197986E+03	 1.166199951E+03
 3.919297978E+03	 1.158000000E+03
 3.922396647E+03	 1.158800049E+03
 3.925493994E+03	 1.152800049E+03
 3.928590020E+03	 1.155300049E+03
 3.931684726E+03	 1.155599976E+03
 3.934778113E+03	 1.148900024E+03
 3.937870182E+03	 1.145699951E+03
 3.940960934E+03	 1.145500000E+03
 3.944050369E+03	 1.148300049E+03
 3.947138490E+03	 1.155099976E+03
 3.950225296E+03	 1.151300049E+03
 3.953310789E+03	 1.143300049E+03
 3.956394970E+03	 1.147300049E+03
 3.959477840E+03	 1.141699951E+03
 3.962559400E+03	 1.147500000E+03
 3.965639650E+03	 1.152099976E+03
 3.968718593E+03	 1.146699951E+03
 3.971796228E+03	 1.143900024E+03
 3.974872557E+03	 1.142500000E+03
 3.977947581E+03	 1.143699951E+03
 3.981021301E+03	 1.145800049E+03
 3.984093717E+03	 1.143500000E+03
 3.987164831E+03	 1.154699951E+03
 3.990234644E+03	 1.147099976E+03
 3.993303157E+03	 1.147099976E+03
 3.996370371E+03	 1.152800049E+03
 3.999436286E+03	 1.145699951E+03
 4.002500904E+03	 1.139300049E+03
 4.005564226E+03	 1.136800049E+03
 4.008626253E+03	 1.134300049E+03
 4.011686985E+03	 1.142099976E+03
 4.014746424E+03	 1.135800049E+03
 4.017804571E+03	 1.137400024E+03
 4.020861427E+03	 1.139400024E+03
 4.023916992E+03	 1.133599976E+03
 4.026971269E+03	 1.126000000E+03
 4.030024257E+03	 1.132500000E+03
 4.033075957E+03	 1.126599976E+03
 4.036126372E+03	 1.139300049E+03
 4.039175501E+03	 1.135300049E+03
 4.042223346E+03	 1.134300049E+03
 4.045269908E+03	 1.129099976E+03
