X-Axis	CC4_MI1_H2O
 1.660000794E+03	 1.366900024E+03
 1.664152185E+03	 1.373300049E+03
 1.668301492E+03	 1.373300049E+03
 1.672448717E+03	 1.378199951E+03
 1.676593862E+03	 1.371500000E+03
 1.680736928E+03	 1.374000000E+03
 1.684877916E+03	 1.362400024E+03
 1.689016829E+03	 1.369000000E+03
 1.693153667E+03	 1.362900024E+03
 1.697288433E+03	 1.378699951E+03
 1.701421127E+03	 1.378800049E+03
 1.705551751E+03	 1.365000000E+03
 1.709680306E+03	 1.382400024E+03
 1.713806795E+03	 1.361599976E+03
 1.717931218E+03	 1.370900024E+03
 1.722053578E+03	 1.370800049E+03
 1.726173875E+03	 1.359099976E+03
 1.730292111E+03	 1.369500000E+03
 1.734408288E+03	 1.368000000E+03
 1.738522407E+03	 1.374900024E+03
 1.742634469E+03	 1.365000000E+03
 1.746744477E+03	 1.360400024E+03
 1.750852431E+03	 1.358300049E+03
 1.754958334E+03	 1.366800049E+03
 1.759062186E+03	 1.357099976E+03
 1.763163989E+03	 1.375800049E+03
 1.767263745E+03	 1.360400024E+03
 1.771361455E+03	 1.358500000E+03
 1.775457121E+03	 1.351400024E+03
 1.779550743E+03	 1.361800049E+03
 1.783642325E+03	 1.359699951E+03
 1.787731866E+03	 1.357800049E+03
 1.791819369E+03	 1.355400024E+03
 1.795904835E+03	 1.357300049E+03
 1.799988266E+03	 1.358500000E+03
 1.804069663E+03	 1.358500000E+03
 1.808149027E+03	 1.364300049E+03
 1.812226361E+03	 1.359199951E+03
 1.816301665E+03	 1.355800049E+03
 1.820374941E+03	 1.366800049E+03
 1.824446190E+03	 1.363800049E+03
 1.828515415E+03	 1.355699951E+03
 1.832582616E+03	 1.350599976E+03
 1.836647796E+03	 1.353400024E+03
 1.840710954E+03	 1.352199951E+03
 1.844772094E+03	 1.358099976E+03
 1.848831216E+03	 1.349800049E+03
 1.852888323E+03	 1.357099976E+03
 1.856943414E+03	 1.354400024E+03
 1.860996493E+03	 1.354000000E+03
 1.865047560E+03	 1.349400024E+03
 1.869096617E+03	 1.356400024E+03
 1.873143665E+03	 1.349699951E+03
 1.877188707E+03	 1.355400024E+03
 1.881231742E+03	 1.351500000E+03
 1.885272774E+03	 1.358300049E+03
 1.889311803E+03	 1.359000000E+03
 1.893348830E+03	 1.358300049E+03
 1.897383858E+03	 1.350900024E+03
 1.901416888E+03	 1.364800049E+03
 1.905447921E+03	 1.356199951E+03
 1.909476959E+03	 1.361599976E+03
 1.913504003E+03	 1.361199951E+03
 1.917529054E+03	 1.355500000E+03
 1.921552115E+03	 1.353699951E+03
 1.925573187E+03	 1.359800049E+03
 1.929592270E+03	 1.352900024E+03
 1.933609367E+03	 1.347199951E+03
 1.937624479E+03	 1.356199951E+03
 1.941637608E+03	 1.340900024E+03
 1.945648755E+03	 1.348599976E+03
 1.949657921E+03	 1.349400024E+03
 1.953665108E+03	 1.363300049E+03
 1.957670317E+03	 1.350699951E+03
 1.961673551E+03	 1.358099976E+03
 1.965674810E+03	 1.352800049E+03
 1.969674095E+03	 1.371199951E+03
 1.973671409E+03	 1.356400024E+03
 1.977666753E+03	 1.359000000E+03
 1.981660127E+03	 1.374900024E+03
 1.985651535E+03	 1.370900024E+03
 1.989640976E+03	 1.368500000E+03
 1.993628453E+03	 1.365000000E+03
 1.997613968E+03	 1.372599976E+03
 2.001597520E+03	 1.366300049E+03
 2.005579113E+03	 1.369900024E+03
 2.009558747E+03	 1.371699951E+03
 2.013536424E+03	 1.375599976E+03
 2.017512146E+03	 1.374400024E+03
 2.021485913E+03	 1.369000000E+03
 2.025457727E+03	 1.367400024E+03
 2.029427590E+03	 1.364099976E+03
 2.033395504E+03	 1.375300049E+03
 2.037361469E+03	 1.368199951E+03
 2.041325487E+03	 1.373800049E+03
 2.045287559E+03	 1.367500000E+03
 2.049247687E+03	 1.368900024E+03
 2.053205873E+03	 1.362099976E+03
 2.057162118E+03	 1.360000000E+03
 2.061116423E+03	 1.365500000E+03
 2.065068790E+03	 1.359500000E+03
 2.069019220E+03	 1.355300049E+03
 2.072967714E+03	 1.367699951E+03
 2.076914275E+03	 1.363800049E+03
 2.080858903E+03	 1.358099976E+03
 2.084801600E+03	 1.363699951E+03
 2.088742368E+03	 1.355099976E+03
 2.092681207E+03	 1.366500000E+03
 2.096618120E+03	 1.360599976E+03
 2.100553107E+03	 1.365699951E+03
 2.104486171E+03	 1.357900024E+03
 2.108417312E+03	 1.371599976E+03
 2.112346532E+03	 1.365800049E+03
 2.116273832E+03	 1.357099976E+03
 2.120199215E+03	 1.366000000E+03
 2.124122681E+03	 1.368599976E+03
 2.128044231E+03	 1.367800049E+03
 2.131963868E+03	 1.362500000E+03
 2.135881592E+03	 1.362599976E+03
 2.139797405E+03	 1.364800049E+03
 2.143711309E+03	 1.358699951E+03
 2.147623305E+03	 1.354300049E+03
 2.151533393E+03	 1.355400024E+03
 2.155441577E+03	 1.349199951E+03
 2.159347857E+03	 1.356000000E+03
 2.163252234E+03	 1.355199951E+03
 2.167154710E+03	 1.351000000E+03
 2.171055287E+03	 1.345599976E+03
 2.174953965E+03	 1.349800049E+03
 2.178850747E+03	 1.357500000E+03
 2.182745633E+03	 1.348500000E+03
 2.186638626E+03	 1.350699951E+03
 2.190529726E+03	 1.351599976E+03
 2.194418934E+03	 1.349099976E+03
 2.198306253E+03	 1.352400024E+03
 2.202191684E+03	 1.357900024E+03
 2.206075228E+03	 1.360500000E+03
 2.209956886E+03	 1.354900024E+03
 2.213836660E+03	 1.355000000E+03
 2.217714552E+03	 1.346800049E+03
 2.221590562E+03	 1.355599976E+03
 2.225464692E+03	 1.343900024E+03
 2.229336944E+03	 1.339400024E+03
 2.233207319E+03	 1.357099976E+03
 2.237075818E+03	 1.346000000E+03
 2.240942443E+03	 1.348099976E+03
 2.244807195E+03	 1.348000000E+03
 2.248670076E+03	 1.348400024E+03
 2.252531086E+03	 1.346099976E+03
 2.256390228E+03	 1.347500000E+03
 2.260247502E+03	 1.339599976E+03
 2.264102911E+03	 1.348000000E+03
 2.267956455E+03	 1.343900024E+03
 2.271808136E+03	 1.343800049E+03
 2.275657955E+03	 1.344599976E+03
 2.279505914E+03	 1.341400024E+03
 2.283352013E+03	 1.345599976E+03
 2.287196256E+03	 1.341800049E+03
 2.291038642E+03	 1.345099976E+03
 2.294879173E+03	 1.351300049E+03
 2.298717851E+03	 1.349400024E+03
 2.302554676E+03	 1.344800049E+03
 2.306389651E+03	 1.348199951E+03
 2.310222777E+03	 1.346800049E+03
 2.314054054E+03	 1.344699951E+03
 2.317883486E+03	 1.346800049E+03
 2.321711072E+03	 1.340099976E+03
 2.325536814E+03	 1.346699951E+03
 2.329360713E+03	 1.344599976E+03
 2.333182772E+03	 1.337500000E+03
 2.337002991E+03	 1.341800049E+03
 2.340821371E+03	 1.349000000E+03
 2.344637915E+03	 1.344400024E+03
 2.348452623E+03	 1.341800049E+03
 2.352265497E+03	 1.334000000E+03
 2.356076538E+03	 1.347000000E+03
 2.359885747E+03	 1.339300049E+03
 2.363693126E+03	 1.345300049E+03
 2.367498676E+03	 1.334400024E+03
 2.371302399E+03	 1.333199951E+03
 2.375104296E+03	 1.334500000E+03
 2.378904368E+03	 1.331599976E+03
 2.382702617E+03	 1.337199951E+03
 2.386499044E+03	 1.348400024E+03
 2.390293650E+03	 1.342599976E+03
 2.394086436E+03	 1.337699951E+03
 2.397877405E+03	 1.341199951E+03
 2.401666557E+03	 1.337300049E+03
 2.405453894E+03	 1.337199951E+03
 2.409239416E+03	 1.334599976E+03
 2.413023127E+03	 1.331900024E+03
 2.416805026E+03	 1.337000000E+03
 2.420585115E+03	 1.364300049E+03
 2.424363395E+03	 1.339500000E+03
 2.428139868E+03	 1.337599976E+03
 2.431914536E+03	 1.342099976E+03
 2.435687399E+03	 1.338599976E+03
 2.439458458E+03	 1.344800049E+03
 2.443227716E+03	 1.338500000E+03
 2.446995173E+03	 1.335400024E+03
 2.450760831E+03	 1.343800049E+03
 2.454524691E+03	 1.342300049E+03
 2.458286754E+03	 1.341099976E+03
 2.462047022E+03	 1.342300049E+03
 2.465805497E+03	 1.335900024E+03
 2.469562178E+03	 1.332800049E+03
 2.473317069E+03	 1.329599976E+03
 2.477070169E+03	 1.335199951E+03
 2.480821481E+03	 1.344500000E+03
 2.484571005E+03	 1.343800049E+03
 2.488318744E+03	 1.331099976E+03
 2.492064698E+03	 1.338199951E+03
 2.495808868E+03	 1.334599976E+03
 2.499551257E+03	 1.341699951E+03
 2.503291865E+03	 1.336099976E+03
 2.507030693E+03	 1.332400024E+03
 2.510767743E+03	 1.342800049E+03
 2.514503017E+03	 1.327300049E+03
 2.518236515E+03	 1.339699951E+03
 2.521968239E+03	 1.337400024E+03
 2.525698189E+03	 1.342300049E+03
 2.529426369E+03	 1.336000000E+03
 2.533152778E+03	 1.341400024E+03
 2.536877418E+03	 1.334099976E+03
 2.540600291E+03	 1.340400024E+03
 2.544321397E+03	 1.330000000E+03
 2.548040738E+03	 1.345300049E+03
 2.551758315E+03	 1.336300049E+03
 2.555474130E+03	 1.334099976E+03
 2.559188184E+03	 1.340500000E+03
 2.562900478E+03	 1.329400024E+03
 2.566611013E+03	 1.325699951E+03
 2.570319791E+03	 1.326500000E+03
 2.574026813E+03	 1.332000000E+03
 2.577732080E+03	 1.325400024E+03
 2.581435594E+03	 1.327400024E+03
 2.585137355E+03	 1.326400024E+03
 2.588837366E+03	 1.330199951E+03
 2.592535627E+03	 1.333400024E+03
 2.596232140E+03	 1.336599976E+03
 2.599926906E+03	 1.320599976E+03
 2.603619926E+03	 1.335000000E+03
 2.607311201E+03	 1.327300049E+03
 2.611000734E+03	 1.327000000E+03
 2.614688524E+03	 1.326500000E+03
 2.618374574E+03	 1.322300049E+03
 2.622058885E+03	 1.327199951E+03
 2.625741457E+03	 1.325300049E+03
 2.629422293E+03	 1.333599976E+03
 2.633101393E+03	 1.330000000E+03
 2.636778759E+03	 1.327000000E+03
 2.640454391E+03	 1.329699951E+03
 2.644128292E+03	 1.324099976E+03
 2.647800463E+03	 1.327400024E+03
 2.651470904E+03	 1.324099976E+03
 2.655139617E+03	 1.327400024E+03
 2.658806604E+03	 1.322800049E+03
 2.662471865E+03	 1.332199951E+03
 2.666135402E+03	 1.325800049E+03
 2.669797216E+03	 1.316000000E+03
 2.673457308E+03	 1.328300049E+03
 2.677115680E+03	 1.319900024E+03
 2.680772333E+03	 1.322599976E+03
 2.684427267E+03	 1.316800049E+03
 2.688080485E+03	 1.318699951E+03
 2.691731988E+03	 1.319800049E+03
 2.695381776E+03	 1.323500000E+03
 2.699029852E+03	 1.324400024E+03
 2.702676216E+03	 1.323599976E+03
 2.706320869E+03	 1.315699951E+03
 2.709963813E+03	 1.324000000E+03
 2.713605049E+03	 1.326599976E+03
 2.717244579E+03	 1.320699951E+03
 2.720882403E+03	 1.320500000E+03
 2.724518522E+03	 1.328699951E+03
 2.728152939E+03	 1.322099976E+03
 2.731785654E+03	 1.324699951E+03
 2.735416668E+03	 1.323300049E+03
 2.739045983E+03	 1.330400024E+03
 2.742673600E+03	 1.328900024E+03
 2.746299520E+03	 1.322699951E+03
 2.749923744E+03	 1.320800049E+03
 2.753546274E+03	 1.325099976E+03
 2.757167111E+03	 1.326300049E+03
 2.760786255E+03	 1.325400024E+03
 2.764403710E+03	 1.321400024E+03
 2.768019474E+03	 1.316400024E+03
 2.771633550E+03	 1.320900024E+03
 2.775245939E+03	 1.321300049E+03
 2.778856643E+03	 1.311599976E+03
 2.782465661E+03	 1.317500000E+03
 2.786072997E+03	 1.319400024E+03
 2.789678650E+03	 1.312300049E+03
 2.793282621E+03	 1.315400024E+03
 2.796884914E+03	 1.320900024E+03
 2.800485527E+03	 1.312400024E+03
 2.804084464E+03	 1.315900024E+03
 2.807681724E+03	 1.303800049E+03
 2.811277309E+03	 1.309300049E+03
 2.814871220E+03	 1.320900024E+03
 2.818463459E+03	 1.307599976E+03
 2.822054026E+03	 1.314000000E+03
 2.825642924E+03	 1.311500000E+03
 2.829230152E+03	 1.310099976E+03
 2.832815713E+03	 1.310199951E+03
 2.836399607E+03	 1.311800049E+03
 2.839981835E+03	 1.314199951E+03
 2.843562400E+03	 1.325599976E+03
 2.847141301E+03	 1.320599976E+03
 2.850718541E+03	 1.321599976E+03
 2.854294120E+03	 1.326199951E+03
 2.857868040E+03	 1.322500000E+03
 2.861440302E+03	 1.329900024E+03
 2.865010906E+03	 1.323500000E+03
 2.868579855E+03	 1.332599976E+03
 2.872147149E+03	 1.330199951E+03
 2.875712790E+03	 1.330099976E+03
 2.879276779E+03	 1.325599976E+03
 2.882839116E+03	 1.329599976E+03
 2.886399803E+03	 1.327699951E+03
 2.889958842E+03	 1.335300049E+03
 2.893516233E+03	 1.335900024E+03
 2.897071978E+03	 1.329500000E+03
 2.900626077E+03	 1.333500000E+03
 2.904178533E+03	 1.334599976E+03
 2.907729346E+03	 1.332500000E+03
 2.911278517E+03	 1.334699951E+03
 2.914826047E+03	 1.327500000E+03
 2.918371938E+03	 1.326800049E+03
 2.921916191E+03	 1.325300049E+03
 2.925458807E+03	 1.327800049E+03
 2.928999787E+03	 1.337800049E+03
 2.932539133E+03	 1.322800049E+03
 2.936076845E+03	 1.326099976E+03
 2.939612924E+03	 1.324800049E+03
 2.943147373E+03	 1.329900024E+03
 2.946680191E+03	 1.321900024E+03
 2.950211381E+03	 1.323000000E+03
 2.953740943E+03	 1.324199951E+03
 2.957268878E+03	 1.320099976E+03
 2.960795188E+03	 1.329800049E+03
 2.964319874E+03	 1.322000000E+03
 2.967842936E+03	 1.320300049E+03
 2.971364377E+03	 1.323099976E+03
