X-Axis	MS13_2_MI1_H2O
 2.967842936E+03	 1.386199951E+03
 2.971364377E+03	 1.388500000E+03
 2.974884197E+03	 1.388400024E+03
 2.978402397E+03	 1.384500000E+03
 2.981918979E+03	 1.374500000E+03
 2.985433943E+03	 1.382800049E+03
 2.988947291E+03	 1.377000000E+03
 2.992459024E+03	 1.384699951E+03
 2.995969144E+03	 1.384099976E+03
 2.999477650E+03	 1.378400024E+03
 3.002984545E+03	 1.373699951E+03
 3.006489830E+03	 1.383500000E+03
 3.009993505E+03	 1.380400024E+03
 3.013495572E+03	 1.372199951E+03
 3.016996032E+03	 1.386400024E+03
 3.020494886E+03	 1.371699951E+03
 3.023992135E+03	 1.388400024E+03
 3.027487780E+03	 1.375300049E+03
 3.030981823E+03	 1.375000000E+03
 3.034474265E+03	 1.385400024E+03
 3.037965106E+03	 1.375599976E+03
 3.041454348E+03	 1.384199951E+03
 3.044941993E+03	 1.373800049E+03
 3.048428040E+03	 1.382400024E+03
 3.051912492E+03	 1.376199951E+03
 3.055395349E+03	 1.371199951E+03
 3.058876612E+03	 1.374900024E+03
 3.062356283E+03	 1.379599976E+03
 3.065834363E+03	 1.379000000E+03
 3.069310853E+03	 1.383099976E+03
 3.072785754E+03	 1.370800049E+03
 3.076259067E+03	 1.377400024E+03
 3.079730793E+03	 1.379599976E+03
 3.083200933E+03	 1.377000000E+03
 3.086669489E+03	 1.381500000E+03
 3.090136462E+03	 1.378599976E+03
 3.093601852E+03	 1.380400024E+03
 3.097065661E+03	 1.373000000E+03
 3.100527890E+03	 1.381099976E+03
 3.103988540E+03	 1.374900024E+03
 3.107447612E+03	 1.367400024E+03
 3.110905108E+03	 1.373199951E+03
 3.114361027E+03	 1.377000000E+03
 3.117815372E+03	 1.372000000E+03
 3.121268144E+03	 1.374800049E+03
 3.124719344E+03	 1.370300049E+03
 3.128168972E+03	 1.364099976E+03
 3.131617030E+03	 1.377900024E+03
 3.135063519E+03	 1.369300049E+03
 3.138508440E+03	 1.368099976E+03
 3.141951794E+03	 1.358199951E+03
 3.145393583E+03	 1.355099976E+03
 3.148833807E+03	 1.346400024E+03
 3.152272467E+03	 1.347400024E+03
 3.155709565E+03	 1.348099976E+03
 3.159145102E+03	 1.351199951E+03
 3.162579078E+03	 1.349500000E+03
 3.166011495E+03	 1.347300049E+03
 3.169442355E+03	 1.349199951E+03
 3.172871657E+03	 1.356599976E+03
 3.176299403E+03	 1.346400024E+03
 3.179725594E+03	 1.349300049E+03
 3.183150232E+03	 1.332199951E+03
 3.186573317E+03	 1.342300049E+03
 3.189994851E+03	 1.339699951E+03
 3.193414834E+03	 1.343900024E+03
 3.196833268E+03	 1.344599976E+03
 3.200250154E+03	 1.343599976E+03
 3.203665492E+03	 1.358500000E+03
 3.207079284E+03	 1.335699951E+03
 3.210491531E+03	 1.353099976E+03
 3.213902234E+03	 1.347199951E+03
 3.217311395E+03	 1.341500000E+03
 3.220719013E+03	 1.347400024E+03
 3.224125091E+03	 1.344900024E+03
 3.227529629E+03	 1.358699951E+03
 3.230932628E+03	 1.354599976E+03
 3.234334090E+03	 1.343099976E+03
 3.237734016E+03	 1.342000000E+03
 3.241132406E+03	 1.356599976E+03
 3.244529262E+03	 1.346900024E+03
 3.247924585E+03	 1.352199951E+03
 3.251318375E+03	 1.356400024E+03
 3.254710635E+03	 1.356699951E+03
 3.258101364E+03	 1.345400024E+03
 3.261490564E+03	 1.352300049E+03
 3.264878237E+03	 1.356599976E+03
 3.268264383E+03	 1.352500000E+03
 3.271649003E+03	 1.361800049E+03
 3.275032098E+03	 1.361500000E+03
 3.278413670E+03	 1.358500000E+03
 3.281793719E+03	 1.360400024E+03
 3.285172246E+03	 1.356599976E+03
 3.288549253E+03	 1.358300049E+03
 3.291924741E+03	 1.355000000E+03
 3.295298710E+03	 1.361400024E+03
 3.298671162E+03	 1.369000000E+03
 3.302042098E+03	 1.352699951E+03
 3.305411519E+03	 1.361400024E+03
 3.308779425E+03	 1.366400024E+03
 3.312145819E+03	 1.357800049E+03
 3.315510700E+03	 1.370199951E+03
 3.318874071E+03	 1.369500000E+03
 3.322235931E+03	 1.362300049E+03
 3.325596283E+03	 1.373800049E+03
 3.328955127E+03	 1.367599976E+03
 3.332312464E+03	 1.367500000E+03
 3.335668295E+03	 1.364300049E+03
 3.339022622E+03	 1.379900024E+03
 3.342375445E+03	 1.369500000E+03
 3.345726766E+03	 1.373699951E+03
 3.349076585E+03	 1.374900024E+03
 3.352424904E+03	 1.371099976E+03
 3.355771723E+03	 1.382900024E+03
 3.359117044E+03	 1.376099976E+03
 3.362460867E+03	 1.390500000E+03
 3.365803194E+03	 1.385599976E+03
 3.369144026E+03	 1.372900024E+03
 3.372483363E+03	 1.366800049E+03
 3.375821208E+03	 1.383800049E+03
 3.379157560E+03	 1.374800049E+03
 3.382492421E+03	 1.383900024E+03
 3.385825792E+03	 1.378000000E+03
 3.389157674E+03	 1.377800049E+03
 3.392488068E+03	 1.381400024E+03
 3.395816975E+03	 1.394500000E+03
 3.399144396E+03	 1.387000000E+03
 3.402470332E+03	 1.379300049E+03
 3.405794785E+03	 1.386099976E+03
 3.409117754E+03	 1.383900024E+03
 3.412439242E+03	 1.393599976E+03
 3.415759248E+03	 1.375900024E+03
 3.419077775E+03	 1.382500000E+03
 3.422394824E+03	 1.381199951E+03
 3.425710394E+03	 1.381500000E+03
 3.429024488E+03	 1.387300049E+03
 3.432337107E+03	 1.376599976E+03
 3.435648250E+03	 1.383500000E+03
 3.438957921E+03	 1.386500000E+03
 3.442266118E+03	 1.381400024E+03
 3.445572844E+03	 1.386800049E+03
 3.448878100E+03	 1.386599976E+03
 3.452181886E+03	 1.389900024E+03
 3.455484203E+03	 1.387699951E+03
 3.458785053E+03	 1.383900024E+03
 3.462084437E+03	 1.395900024E+03
 3.465382355E+03	 1.389500000E+03
 3.468678809E+03	 1.385599976E+03
 3.471973800E+03	 1.397800049E+03
 3.475267328E+03	 1.392099976E+03
 3.478559395E+03	 1.402699951E+03
 3.481850002E+03	 1.403800049E+03
 3.485139149E+03	 1.392400024E+03
 3.488426838E+03	 1.399000000E+03
 3.491713070E+03	 1.392099976E+03
 3.494997845E+03	 1.397199951E+03
 3.498281165E+03	 1.399500000E+03
 3.501563031E+03	 1.402400024E+03
 3.504843444E+03	 1.399000000E+03
 3.508122405E+03	 1.404599976E+03
 3.511399914E+03	 1.401400024E+03
 3.514675974E+03	 1.416199951E+03
 3.517950584E+03	 1.405300049E+03
 3.521223746E+03	 1.401800049E+03
 3.524495461E+03	 1.413699951E+03
 3.527765730E+03	 1.412900024E+03
 3.531034554E+03	 1.406199951E+03
 3.534301933E+03	 1.417800049E+03
 3.537567870E+03	 1.410500000E+03
 3.540832364E+03	 1.409199951E+03
 3.544095418E+03	 1.410099976E+03
 3.547357031E+03	 1.427800049E+03
 3.550617205E+03	 1.420000000E+03
 3.553875941E+03	 1.420199951E+03
 3.557133241E+03	 1.419000000E+03
 3.560389104E+03	 1.423800049E+03
 3.563643532E+03	 1.427900024E+03
 3.566896526E+03	 1.415300049E+03
 3.570148087E+03	 1.422000000E+03
 3.573398216E+03	 1.419500000E+03
 3.576646914E+03	 1.423199951E+03
 3.579894182E+03	 1.423199951E+03
 3.583140021E+03	 1.438599976E+03
 3.586384432E+03	 1.422099976E+03
 3.589627416E+03	 1.426500000E+03
 3.592868974E+03	 1.424900024E+03
 3.596109107E+03	 1.426599976E+03
 3.599347816E+03	 1.423900024E+03
 3.602585102E+03	 1.433599976E+03
 3.605820966E+03	 1.427000000E+03
 3.609055409E+03	 1.423500000E+03
 3.612288432E+03	 1.416699951E+03
 3.615520035E+03	 1.407300049E+03
 3.618750221E+03	 1.420199951E+03
 3.621978990E+03	 1.410300049E+03
 3.625206343E+03	 1.397099976E+03
 3.628432281E+03	 1.394199951E+03
 3.631656805E+03	 1.390300049E+03
 3.634879915E+03	 1.385699951E+03
 3.638101614E+03	 1.391599976E+03
 3.641321902E+03	 1.389300049E+03
 3.644540780E+03	 1.379800049E+03
 3.647758248E+03	 1.377699951E+03
 3.650974309E+03	 1.365800049E+03
 3.654188962E+03	 1.356699951E+03
 3.657402210E+03	 1.348099976E+03
 3.660614052E+03	 1.351099976E+03
 3.663824491E+03	 1.349900024E+03
 3.667033526E+03	 1.344699951E+03
 3.670241159E+03	 1.327199951E+03
 3.673447391E+03	 1.325699951E+03
 3.676652223E+03	 1.323900024E+03
 3.679855656E+03	 1.329400024E+03
 3.683057691E+03	 1.314500000E+03
 3.686258328E+03	 1.303699951E+03
 3.689457570E+03	 1.302699951E+03
 3.692655416E+03	 1.309000000E+03
 3.695851868E+03	 1.305900024E+03
 3.699046927E+03	 1.300300049E+03
 3.702240594E+03	 1.295699951E+03
 3.705432870E+03	 1.295000000E+03
 3.708623755E+03	 1.293599976E+03
 3.711813251E+03	 1.293400024E+03
 3.715001359E+03	 1.289900024E+03
 3.718188080E+03	 1.293300049E+03
 3.721373415E+03	 1.288099976E+03
 3.724557364E+03	 1.282500000E+03
 3.727739929E+03	 1.282000000E+03
 3.730921111E+03	 1.276699951E+03
 3.734100910E+03	 1.288099976E+03
 3.737279329E+03	 1.288300049E+03
 3.740456367E+03	 1.288699951E+03
 3.743632025E+03	 1.289599976E+03
 3.746806305E+03	 1.276099976E+03
 3.749979208E+03	 1.283500000E+03
 3.753150735E+03	 1.276500000E+03
 3.756320886E+03	 1.290800049E+03
 3.759489663E+03	 1.293099976E+03
 3.762657067E+03	 1.284900024E+03
 3.765823098E+03	 1.284699951E+03
 3.768987757E+03	 1.283500000E+03
 3.772151047E+03	 1.291400024E+03
 3.775312966E+03	 1.288599976E+03
 3.778473518E+03	 1.268400024E+03
 3.781632702E+03	 1.279300049E+03
 3.784790519E+03	 1.284199951E+03
 3.787946971E+03	 1.283000000E+03
 3.791102058E+03	 1.283500000E+03
 3.794255782E+03	 1.273699951E+03
 3.797408144E+03	 1.278300049E+03
 3.800559144E+03	 1.280400024E+03
 3.803708783E+03	 1.281599976E+03
 3.806857062E+03	 1.278000000E+03
 3.810003984E+03	 1.282099976E+03
 3.813149547E+03	 1.287699951E+03
 3.816293754E+03	 1.283199951E+03
 3.819436605E+03	 1.278900024E+03
 3.822578102E+03	 1.283900024E+03
 3.825718245E+03	 1.284699951E+03
 3.828857035E+03	 1.276800049E+03
 3.831994474E+03	 1.289599976E+03
 3.835130562E+03	 1.281199951E+03
 3.838265300E+03	 1.273099976E+03
 3.841398689E+03	 1.285300049E+03
 3.844530731E+03	 1.278300049E+03
 3.847661426E+03	 1.282500000E+03
 3.850790775E+03	 1.289800049E+03
 3.853918780E+03	 1.273699951E+03
 3.857045440E+03	 1.283800049E+03
 3.860170758E+03	 1.280000000E+03
 3.863294734E+03	 1.280199951E+03
 3.866417369E+03	 1.275400024E+03
 3.869538665E+03	 1.271300049E+03
 3.872658621E+03	 1.293599976E+03
 3.875777240E+03	 1.280800049E+03
 3.878894522E+03	 1.280199951E+03
 3.882010468E+03	 1.277500000E+03
 3.885125078E+03	 1.281900024E+03
 3.888238356E+03	 1.274099976E+03
 3.891350300E+03	 1.279500000E+03
 3.894460912E+03	 1.273800049E+03
 3.897570193E+03	 1.283300049E+03
 3.900678144E+03	 1.277599976E+03
 3.903784767E+03	 1.269199951E+03
 3.906890061E+03	 1.278099976E+03
 3.909994028E+03	 1.276500000E+03
 3.913096669E+03	 1.276199951E+03
 3.916197986E+03	 1.278599976E+03
 3.919297978E+03	 1.280400024E+03
 3.922396647E+03	 1.282800049E+03
 3.925493994E+03	 1.277800049E+03
 3.928590020E+03	 1.271000000E+03
 3.931684726E+03	 1.281500000E+03
 3.934778113E+03	 1.280199951E+03
 3.937870182E+03	 1.276699951E+03
 3.940960934E+03	 1.276400024E+03
 3.944050369E+03	 1.277300049E+03
 3.947138490E+03	 1.285099976E+03
 3.950225296E+03	 1.275000000E+03
 3.953310789E+03	 1.269500000E+03
 3.956394970E+03	 1.280400024E+03
 3.959477840E+03	 1.274900024E+03
 3.962559400E+03	 1.278900024E+03
 3.965639650E+03	 1.282599976E+03
 3.968718593E+03	 1.283300049E+03
 3.971796228E+03	 1.277300049E+03
 3.974872557E+03	 1.283099976E+03
 3.977947581E+03	 1.283900024E+03
 3.981021301E+03	 1.286000000E+03
 3.984093717E+03	 1.287000000E+03
 3.987164831E+03	 1.283300049E+03
 3.990234644E+03	 1.273900024E+03
 3.993303157E+03	 1.278099976E+03
 3.996370371E+03	 1.287500000E+03
 3.999436286E+03	 1.288000000E+03
 4.002500904E+03	 1.289699951E+03
 4.005564226E+03	 1.273599976E+03
 4.008626253E+03	 1.285199951E+03
 4.011686985E+03	 1.282900024E+03
 4.014746424E+03	 1.287699951E+03
 4.017804571E+03	 1.284699951E+03
 4.020861427E+03	 1.286900024E+03
 4.023916992E+03	 1.282800049E+03
 4.026971269E+03	 1.287500000E+03
 4.030024257E+03	 1.279000000E+03
 4.033075957E+03	 1.284400024E+03
 4.036126372E+03	 1.280599976E+03
 4.039175501E+03	 1.280900024E+03
 4.042223346E+03	 1.286000000E+03
 4.045269908E+03	 1.279400024E+03
