,Olivine filename,MI filename,H2O_vs_Silicate_Area_Trapezoid,H2O_vs_Silicate_Area_Simpson,Water_Trapezoid_Area,Water_Simpson_Area,Silicate_Trapezoid_Area,Silicate_Simpson_Area,Silicate_LHS_Back1,Silicate_LHS_Back2,Silicate_RHS_Back1,Silicate_RHS_Back2,Silicate_N_Poly,Water_LHS_Back1,Water_LHS_Back2,Water_RHS_Back1,Water_RHS_Back2,Water_N_Poly
0,19 CC5_MI1_Ol.txt,18 CC5_MI1_H2O_10mw.txt,0.47211937317056274,0.4720460944999481,440620.9946694992,440291.788528177,933283.0205853805,932730.4974201528,200,300,1240,1500,2,2600,2750,3750,4100,2
